Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7
Beta_1.80,M403,5,2,0,0,0,0,0,1,0,0,0,0,267,0
Beta_1.80,M404,5,2,0,0,0,1,0,1,0,0,0,0,283,0
Beta_1.80,M405,4,2,0,0,0,1,0,0,0,0,0,13,287,0
Beta_1.80,M406,4,0,2,0,0,1,0,0,0,0,0,54,272,0
Beta_1.80,M407,3,0,2,0,1,0,0,1,0,0,27,51,262,0
Beta_1.80,M408,3,0,0,1,1,0,0,0,0,0,29,38,262,0
Beta_1.80,M409,28,0,0,1,1,0,0,1,0,0,14,34,269,0
Beta_1.80,M410,42,0,1,0,1,0,0,1,0,0,8,31,264,0
Beta_1.80,M411,58,1,0,0,0,1,0,1,0,0,4,30,270,0
Beta_1.80,M412,51,1,0,0,0,1,0,1,0,0,0,29,271,0
Beta_1.80,M413,69,1,0,0,0,1,0,1,0,0,0,24,271,0
Beta_1.80,M414,73,1,0,0,0,0,0,1,0,0,0,21,256,0
Beta_1.80,M415,79,0,1,0,0,0,0,1,0,0,0,18,219,0
Beta_1.80,M416,74,0,1,0,0,0,0,1,0,0,0,15,197,0
Beta_1.80,M417,89,0,0,1,0,0,0,1,0,0,0,12,184,0
Beta_1.80,M418,88,1,0,1,0,0,0,1,0,0,0,20,152,0
Beta_1.80,M419,81,1,0,0,1,0,0,0,1,0,10,7,133,0
Beta_1.80,M420,74,1,0,0,1,0,0,0,1,0,10,5,116,0
Beta_1.80,M421,83,0,1,0,0,1,0,0,1,10,0,4,101,0
Beta_1.80,M422,76,0,1,0,0,1,0,0,10,1,0,1,91,0
Beta_1.80,M423,87,0,0,1,0,1,0,10,0,0,1,0,78,0
Beta_1.80,M424,69,0,0,0,1,0,0,10,0,0,1,0,62,0
Beta_1.80,M425,87,0,0,0,1,0,0,0,0,0,0,1,42,0
Beta_1.80,M426,83,0,0,0,0,1,0,0,0,0,0,1,20,0
Beta_1.80,M427,84,0,0,0,0,0,0,0,0,0,0,0,10,0
Beta_1.80,M428,82,0,0,0,0,0,0,0,0,0,0,0,13,0
Beta_1.80,M429,80,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M430,68,0,0,0,0,1,0,0,0,0,0,0,29,0
Beta_1.80,M431,66,0,0,0,0,1,0,0,0,0,0,0,81,0
Beta_1.80,M432,67,0,0,0,0,1,0,0,0,0,0,0,111,0
Beta_1.80,M433,56,0,0,0,0,1,0,0,0,0,0,1,136,0
Beta_1.80,M434,45,0,0,0,1,0,0,0,0,0,1,0,157,0
Beta_1.80,M435,27,0,0,1,0,0,0,0,0,0,1,0,179,0
Beta_1.80,M436,23,0,0,1,0,0,0,0,0,1,0,0,200,0
Beta_1.80,M437,15,0,1,0,0,0,0,0,1,0,0,0,218,0
Beta_1.80,M438,12,1,0,0,0,0,0,1,0,0,0,0,236,0
Beta_1.80,M439,8,0,0,0,0,0,0,1,0,0,0,0,238,0
Beta_1.80,M440,6,2,0,0,0,0,0,1,0,0,0,0,262,0
Beta_1.80,M441,5,2,0,0,0,1,0,1,0,0,0,0,289,0
Beta_1.80,M442,4,2,0,0,0,1,0,0,0,0,0,20,283,0
Beta_1.80,M443,5,0,2,0,0,1,0,0,0,0,0,57,261,0
Beta_1.80,M444,4,0,2,0,1,0,0,1,0,0,31,49,257,0
Beta_1.80,M445,3,0,0,1,1,0,0,0,0,0,25,38,259,0
Beta_1.80,M446,29,0,0,1,1,0,0,1,0,0,13,34,262,0
Beta_1.80,M447,54,0,1,0,1,0,0,1,0,0,8,31,263,0
Beta_1.80,M448,57,1,0,0,0,1,0,1,0,0,3,29,266,0
Beta_1.80,M449,59,1,0,0,0,1,0,1,0,0,0,28,267,0
Beta_1.80,M450,68,1,0,0,0,1,0,1,0,0,0,24,269,0
Beta_1.80,M451,80,1,0,0,0,0,0,1,0,0,0,21,261,0
Beta_1.80,M452,83,0,1,0,0,0,0,1,0,0,0,17,212,0
Beta_1.80,M453,82,0,1,0,0,0,0,1,0,0,0,15,193,0
Beta_1.80,M454,77,0,0,1,0,0,0,1,0,0,0,13,176,0
Beta_1.80,M455,72,1,0,1,0,0,0,1,0,0,0,20,146,0
Beta_1.80,M456,77,1,0,0,1,0,0,0,1,0,10,7,130,0
Beta_1.80,M457,88,1,0,0,1,0,0,0,1,0,10,6,115,0
Beta_1.80,M458,73,0,1,0,0,1,0,0,1,10,0,3,102,0
Beta_1.80,M459,78,0,1,0,0,1,0,0,10,1,0,1,88,0
Beta_1.80,M460,75,0,0,1,0,1,0,10,0,1,0,0,76,0
Beta_1.80,M461,74,0,0,0,1,0,0,10,0,0,1,0,61,0
Beta_1.80,M462,85,0,0,0,1,0,0,0,0,0,0,1,43,0
Beta_1.80,M463,86,0,0,0,0,1,0,0,0,0,0,1,20,0
Beta_1.80,M464,79,0,0,0,0,0,0,0,0,0,0,0,11,0
Beta_1.80,M465,74,0,0,0,0,0,0,0,0,0,0,0,12,0
Beta_1.80,M466,72,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M467,70,0,0,0,0,1,0,0,0,0,0,0,16,0
Beta_1.80,M468,69,0,0,0,0,1,0,0,0,0,0,0,77,0
Beta_1.80,M469,66,0,0,0,0,1,0,0,0,0,0,0,108,0
Beta_1.80,M470,54,0,0,0,0,1,0,0,0,0,0,1,133,0
Beta_1.80,M471,45,0,0,0,1,0,0,0,0,0,1,0,156,0
Beta_1.80,M472,34,0,0,1,0,0,0,0,0,0,1,0,181,0
Beta_1.80,M473,23,0,0,1,0,0,0,0,0,1,0,0,199,0
Beta_1.80,M474,16,0,1,0,0,0,0,0,1,0,0,0,217,0
Beta_1.80,M475,11,1,0,0,0,0,0,1,0,0,0,0,234,0
Beta_1.80,M476,9,0,0,0,0,0,0,1,0,0,0,0,243,0
Beta_1.80,M477,5,2,0,0,0,0,0,1,0,0,0,0,266,0
Beta_1.80,M478,5,2,0,0,0,1,0,1,0,0,0,0,285,0
Beta_1.80,M479,4,2,0,0,0,1,0,0,0,0,0,25,279,0
Beta_1.80,M480,4,0,2,0,0,1,0,0,0,0,0,59,266,0
Beta_1.80,M481,3,0,0,2,1,0,0,1,0,0,35,47,264,0
Beta_1.80,M482,3,0,0,1,1,0,0,0,0,0,24,37,257,0
Beta_1.80,M483,29,0,0,1,1,0,0,1,0,0,12,33,262,0
Beta_1.80,M484,49,0,1,0,1,0,0,1,0,0,7,30,262,0
Beta_1.80,M485,60,1,0,0,0,1,0,1,0,0,2,30,267,0
Beta_1.80,M486,71,1,0,0,0,1,0,1,0,0,0,27,268,0
Beta_1.80,M487,63,1,0,0,0,1,0,1,0,0,0,24,267,0
Beta_1.80,M488,71,1,0,0,0,0,0,1,0,0,0,20,260,0
Beta_1.80,M489,83,0,1,0,0,0,0,1,0,0,0,17,207,0
Beta_1.80,M490,86,0,1,0,0,0,0,1,0,0,0,14,191,0
Beta_1.80,M491,70,0,0,1,0,0,0,1,0,0,0,22,168,0
Beta_1.80,M492,79,1,0,1,0,0,0,1,0,0,0,20,147,0
Beta_1.80,M493,83,1,0,0,1,0,0,0,1,0,10,6,128,0
Beta_1.80,M494,76,1,0,0,1,0,0,0,1,10,0,5,112,0
Beta_1.80,M495,74,0,1,0,0,1,0,0,1,10,0,3,102,0
Beta_1.80,M496,79,0,1,0,0,1,0,0,10,1,0,1,89,0
Beta_1.80,M497,79,0,0,1,0,1,0,10,0,1,0,0,73,0
Beta_1.80,M498,72,0,0,0,1,0,0,10,0,0,1,0,61,0
Beta_1.80,M499,76,0,0,0,1,0,0,0,0,0,0,1,42,0
Beta_1.80,M500,77,0,0,0,0,1,0,0,0,0,0,1,21,0
Beta_1.80,M501,85,0,0,0,0,0,0,0,0,0,0,0,11,0
Beta_1.80,M502,76,0,0,0,0,0,0,0,0,0,0,0,12,0
Beta_1.80,M503,72,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M504,69,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M505,71,0,0,0,0,1,0,0,0,0,0,0,73,0
Beta_1.80,M506,61,0,0,0,0,1,0,0,0,0,0,0,106,0
Beta_1.80,M507,52,0,0,0,0,1,0,0,0,0,0,1,132,0
Beta_1.80,M508,43,0,0,0,1,0,0,0,0,0,1,0,157,0
Beta_1.80,M509,30,0,0,0,1,0,0,0,0,0,1,0,180,0
Beta_1.80,M510,24,0,0,1,0,0,0,0,0,1,0,0,200,0
Beta_1.80,M511,14,0,1,0,0,0,0,0,1,0,0,0,219,0
Beta_1.80,M512,10,1,0,0,0,0,0,1,0,0,0,0,234,0
Beta_1.80,M513,8,0,0,0,0,0,0,1,0,0,0,0,242,0
Beta_1.80,M514,6,2,0,0,0,0,0,1,0,0,0,0,268,0
Beta_1.80,M515,5,2,0,0,0,1,0,1,0,0,0,0,284,0
Beta_1.80,M516,4,2,0,0,0,1,0,0,0,0,0,29,272,0
Beta_1.80,M517,4,0,2,0,0,1,0,0,0,0,0,61,263,0
Beta_1.80,M518,4,0,0,2,1,0,0,0,0,0,38,46,264,0
Beta_1.80,M519,3,0,0,1,1,0,0,0,0,0,21,36,257,0
Beta_1.80,M520,31,0,0,1,1,0,0,1,0,0,11,33,258,0
Beta_1.80,M521,53,0,1,0,1,0,0,1,0,0,6,31,261,0
Beta_1.80,M522,56,1,0,0,0,1,0,1,0,0,2,29,263,0
Beta_1.80,M523,63,1,0,0,0,1,0,1,0,0,0,27,265,0
Beta_1.80,M524,76,1,0,0,0,1,0,1,0,0,0,23,262,0
Beta_1.80,M525,77,1,0,0,0,0,0,1,0,0,0,20,246,0
Beta_1.80,M526,79,0,1,0,0,0,0,1,0,0,0,17,201,0
Beta_1.80,M527,76,0,1,0,0,0,0,1,0,0,0,13,186,0
Beta_1.80,M528,86,0,0,1,0,0,0,1,0,0,0,22,166,0
Beta_1.80,M529,74,1,0,1,0,0,0,1,0,0,0,20,142,0
Beta_1.80,M530,76,1,0,0,1,0,0,1,0,0,10,7,121,0
Beta_1.80,M531,87,1,0,0,1,0,0,0,1,10,0,5,112,0
Beta_1.80,M532,86,0,1,0,0,1,0,0,1,10,0,3,101,0
Beta_1.80,M533,82,0,1,0,0,1,0,0,10,1,0,1,88,0
Beta_1.80,M534,87,0,0,1,0,1,0,10,0,1,0,0,72,0
Beta_1.80,M535,82,0,0,0,1,0,0,10,0,0,1,0,58,0
Beta_1.80,M536,85,0,0,0,1,0,0,0,0,0,0,1,40,0
Beta_1.80,M537,89,0,0,0,0,1,0,0,0,0,0,1,20,0
Beta_1.80,M538,90,0,0,0,0,0,0,0,0,0,0,0,11,0
Beta_1.80,M539,75,0,0,0,0,0,0,0,0,0,0,0,10,0
Beta_1.80,M540,76,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M541,71,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M542,68,0,0,0,0,1,0,0,0,0,0,0,69,0
Beta_1.80,M543,64,0,0,0,0,1,0,0,0,0,0,0,104,0
Beta_1.80,M544,55,0,0,0,0,1,0,0,0,0,0,1,131,0
Beta_1.80,M545,44,0,0,0,1,0,0,0,0,0,1,0,155,0
Beta_1.80,M546,31,0,0,0,1,0,0,0,0,0,1,0,178,0
Beta_1.80,M547,22,0,0,1,0,0,0,0,0,1,0,0,197,0
Beta_1.80,M548,16,0,1,0,0,0,0,0,1,0,0,0,219,0
Beta_1.80,M549,12,1,0,0,0,0,0,1,0,0,0,0,231,0
Beta_1.80,M550,6,1,0,0,0,0,0,1,0,0,0,0,243,0
Beta_1.80,M551,5,2,0,0,0,0,0,1,0,0,0,0,268,0
Beta_1.80,M552,5,2,0,0,0,1,0,1,0,0,0,0,289,0
Beta_1.80,M553,4,0,2,0,0,1,0,0,0,0,0,32,275,0
Beta_1.80,M554,4,0,2,0,0,1,0,0,0,0,0,64,257,0
Beta_1.80,M555,4,0,0,2,1,0,0,0,0,0,41,45,262,0
Beta_1.80,M556,3,0,0,1,1,0,0,0,0,0,20,36,260,0
Beta_1.80,M557,38,0,0,1,1,0,0,1,0,0,10,33,258,0
Beta_1.80,M558,58,0,1,0,1,0,0,1,0,0,5,30,261,0
Beta_1.80,M559,59,1,0,0,0,1,0,1,0,0,1,29,262,0
Beta_1.80,M560,65,1,0,0,0,1,0,1,0,0,0,26,267,0
Beta_1.80,M561,74,1,0,0,0,1,0,1,0,0,0,22,257,0
Beta_1.80,M562,67,1,0,0,0,0,0,1,0,0,0,19,228,0
Beta_1.80,M563,81,0,1,0,0,0,0,1,0,0,0,16,198,0
Beta_1.80,M564,71,0,1,0,0,0,0,1,0,0,0,13,185,0
Beta_1.80,M565,76,0,0,1,0,0,0,1,0,0,0,22,164,0
Beta_1.80,M566,64,1,0,1,0,0,0,1,0,0,0,19,143,0
Beta_1.80,M567,73,1,0,0,1,0,0,1,0,0,10,7,121,0
Beta_1.80,M568,70,1,0,0,1,0,0,0,1,10,0,4,110,0
Beta_1.80,M569,74,0,1,0,0,1,0,0,11,0,0,3,99,0
Beta_1.80,M570,81,0,1,0,0,1,0,0,10,1,0,1,87,0
Beta_1.80,M571,79,0,0,1,0,1,0,10,0,1,0,0,73,0
Beta_1.80,M572,86,0,0,0,1,0,0,0,0,0,1,0,57,0
Beta_1.80,M573,82,0,0,0,1,0,0,0,0,0,1,0,40,0
Beta_1.80,M574,79,0,0,0,0,1,0,0,0,0,0,1,16,0
Beta_1.80,M575,82,0,0,0,0,0,0,0,0,0,0,1,10,0
Beta_1.80,M576,73,0,0,0,0,0,0,0,0,0,0,0,12,0
Beta_1.80,M577,73,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M578,71,0,0,0,0,0,0,0,0,0,0,0,2,0
Beta_1.80,M579,67,0,0,0,0,1,0,0,0,0,0,0,65,0
Beta_1.80,M580,66,0,0,0,0,1,0,0,0,0,0,0,100,0
Beta_1.80,M581,58,0,0,0,0,1,0,0,0,0,0,1,130,0
Beta_1.80,M582,44,0,0,0,1,0,0,0,0,0,1,0,154,0
Beta_1.80,M583,31,0,0,0,1,0,0,0,0,0,1,0,174,0
Beta_1.80,M584,20,0,0,1,0,0,0,0,0,1,0,0,197,0
Beta_1.80,M585,14,0,1,0,0,0,0,0,1,0,0,0,217,0
Beta_1.80,M586,12,1,0,0,0,0,0,1,0,0,0,0,230,0
Beta_1.80,M587,7,1,0,0,0,0,0,1,0,0,0,0,241,0
Beta_1.80,M588,6,2,0,0,0,0,0,1,0,0,0,0,267,0
Beta_1.80,M589,5,2,0,0,0,1,0,1,0,0,0,0,282,0
Beta_1.80,M590,4,0,2,0,0,1,0,0,0,0,0,35,269,0
Beta_1.80,M591,4,0,2,0,0,1,0,0,0,0,0,66,260,0
Beta_1.80,M592,4,0,0,2,1,0,0,0,0,0,44,44,256,0
Beta_1.80,M593,3,0,0,1,1,0,0,0,0,0,18,36,257,0
Beta_1.80,M594,37,0,0,1,1,0,0,0,0,0,10,32,260,0
Beta_1.80,M595,45,0,1,0,1,0,0,1,0,0,5,30,260,0
Beta_1.80,M596,58,1,0,0,0,1,0,1,0,0,1,29,261,0
Beta_1.80,M597,62,1,0,0,0,1,0,1,0,0,0,25,268,0
Beta_1.80,M598,59,1,0,0,0,1,0,1,0,0,0,22,246,0
Beta_1.80,M599,77,1,0,0,0,0,0,1,0,0,0,19,221,0
Beta_1.80,M600,86,0,1,0,0,0,0,1,0,0,0,16,197,0
Beta_1.85,M300,73,0,0,1,0,0,0,8,17,12,13,15,233,0
Beta_1.85,M301,72,1,1,0,0,0,0,3,15,12,12,14,234,0
Beta_1.85,M302,73,2,0,0,0,0,0,0,15,10,12,14,236,0
Beta_1.85,M303,61,0,1,0,0,0,0,1,10,11,11,14,235,0
Beta_1.85,M304,66,0,1,0,0,0,0,1,7,11,11,14,242,0
Beta_1.85,M305,54,0,0,1,0,0,0,1,4,11,11,15,242,0
Beta_1.85,M306,57,0,0,1,0,0,0,1,2,10,12,15,242,0
Beta_1.85,M307,67,0,0,0,1,0,0,0,0,10,12,15,253,0
Beta_1.85,M308,60,0,0,0,0,1,0,0,0,7,11,16,249,0
Beta_1.85,M309,51,0,0,0,0,1,0,0,0,5,11,16,255,0
Beta_1.85,M310,62,0,0,0,0,1,0,0,0,3,11,15,260,0
Beta_1.85,M311,67,0,0,0,0,0,0,0,0,1,12,15,240,0
Beta_1.85,M312,72,0,0,0,0,0,0,0,0,0,10,16,255,0
Beta_1.85,M313,59,0,0,0,0,1,0,0,0,0,9,15,229,0
Beta_1.85,M314,69,0,0,0,0,1,0,0,0,0,6,16,258,0
Beta_1.85,M315,59,1,0,0,0,1,0,0,0,0,4,33,255,0
Beta_1.85,M316,67,1,0,0,0,1,0,0,0,0,2,33,263,0
Beta_1.85,M317,78,0,1,0,1,0,0,0,0,0,17,16,271,0
Beta_1.85,M318,74,0,1,1,0,0,0,0,0,16,0,15,277,0
Beta_1.85,M319,84,0,0,2,0,0,0,0,0,0,0,13,271,0
Beta_1.85,M320,69,0,1,0,1,0,0,0,0,0,0,12,269,0
Beta_1.85,M321,64,2,0,0,1,0,0,0,0,0,0,11,271,0
Beta_1.85,M322,81,1,0,0,0,1,0,0,0,0,0,9,267,0
Beta_1.85,M323,85,1,0,0,0,1,0,0,0,0,0,8,275,0
Beta_1.85,M324,73,0,1,0,0,1,0,0,0,0,0,6,271,0
Beta_1.85,M325,66,0,0,1,0,0,0,0,0,0,0,5,275,0
Beta_1.85,M326,67,0,0,1,0,0,0,0,0,0,0,3,271,0
Beta_1.85,M327,66,0,0,0,1,0,0,0,0,0,0,2,245,0
Beta_1.85,M328,68,0,0,0,1,0,0,0,0,0,0,0,250,0
Beta_1.85,M329,89,0,0,0,0,0,0,1,0,0,0,0,252,0
Beta_1.85,M330,98,0,0,0,0,0,0,1,0,0,0,0,260,0
Beta_1.85,M331,101,0,0,0,0,0,0,1,0,0,0,28,245,0
Beta_1.85,M332,111,0,0,0,0,0,0,1,0,0,0,47,231,0
Beta_1.85,M333,113,0,0,0,0,1,0,1,0,0,36,24,221,0
Beta_1.85,M334,105,0,0,0,0,1,0,1,0,31,21,19,226,0
Beta_1.85,M335,101,0,0,0,0,1,0,1,29,20,16,17,223,0
Beta_1.85,M336,91,0,0,0,1,0,0,22,26,15,13,17,229,0
Beta_1.85,M337,82,0,0,1,0,0,0,11,17,13,13,15,221,0
Beta_1.85,M338,76,1,0,1,0,0,0,5,15,12,11,15,229,0
Beta_1.85,M339,71,1,1,0,0,0,0,2,13,11,11,15,230,0
Beta_1.85,M340,72,2,0,0,0,0,0,0,13,10,11,14,232,0
Beta_1.85,M341,75,0,1,0,0,0,0,1,9,10,11,14,238,0
Beta_1.85,M342,66,0,0,1,0,0,0,1,7,10,10,14,239,0
Beta_1.85,M343,70,0,0,1,0,0,0,1,4,10,11,14,244,0
Beta_1.85,M344,57,0,0,0,1,0,0,0,1,10,12,14,245,0
Beta_1.85,M345,67,0,0,0,1,0,0,0,0,9,11,15,248,0
Beta_1.85,M346,67,0,0,0,0,1,0,0,0,6,11,16,246,0
Beta_1.85,M347,54,0,0,0,0,1,0,0,0,4,11,16,251,0
Beta_1.85,M348,56,0,0,0,0,1,0,0,0,2,11,15,244,0
Beta_1.85,M349,61,0,0,0,0,0,0,0,0,0,11,15,243,0
Beta_1.85,M350,82,0,0,0,0,0,0,0,0,0,9,15,223,0
Beta_1.85,M351,62,0,0,0,0,1,0,0,0,0,8,15,224,0
Beta_1.85,M352,66,1,0,0,0,1,0,0,0,0,5,28,243,0
Beta_1.85,M353,67,1,0,0,0,1,0,0,0,0,4,33,248,0
Beta_1.85,M354,64,1,0,0,0,1,0,0,0,0,18,16,263,0
Beta_1.85,M355,59,0,1,0,1,0,0,0,0,16,0,16,271,0
Beta_1.85,M356,66,0,0,2,0,0,0,0,4,0,0,14,272,0
Beta_1.85,M357,69,0,0,2,0,0,0,0,0,0,0,13,268,0
Beta_1.85,M358,71,0,1,0,1,0,0,0,0,0,0,11,268,0
Beta_1.85,M359,75,2,0,0,1,0,0,0,0,0,0,10,268,0
Beta_1.85,M360,69,1,0,0,0,1,0,0,0,0,0,9,266,0
Beta_1.85,M361,75,0,1,0,0,1,0,0,0,0,0,7,274,0
Beta_1.85,M362,67,0,1,0,0,1,0,0,0,0,0,6,273,0
Beta_1.85,M363,69,0,0,1,0,0,0,0,0,0,0,4,272,0
Beta_1.85,M364,65,0,0,1,0,0,0,0,0,0,0,3,251,0
Beta_1.85,M365,60,0,0,0,1,0,0,0,0,0,0,1,258,0
Beta_1.85,M366,65,0,0,0,0,1,0,0,0,0,0,0,248,0
Beta_1.85,M367,85,0,0,0,0,0,0,1,0,0,0,0,256,0
Beta_1.85,M368,100,0,0,0,0,0,0,1,0,0,0,21,249,0
Beta_1.85,M369,106,0,0,0,0,0,0,1,0,0,0,44,231,0
Beta_1.85,M370,116,0,0,0,0,1,0,1,0,0,32,26,222,0
Beta_1.85,M371,114,0,0,0,0,1,0,1,0,26,24,20,225,0
Beta_1.85,M372,104,0,0,0,0,1,0,1,23,23,17,17,219,0
Beta_1.85,M373,100,0,0,0,1,0,0,13,32,16,14,17,219,0
Beta_1.85,M374,94,0,0,0,1,0,0,15,19,13,12,16,218,0
Beta_1.85,M375,78,0,0,1,0,0,0,7,15,12,12,15,224,0
Beta_1.85,M376,77,1,1,0,0,0,0,3,14,11,11,14,229,0
Beta_1.85,M377,76,2,0,0,0,0,0,1,13,10,11,14,230,0
Beta_1.85,M378,79,0,1,0,0,0,0,0,11,10,10,14,231,0
Beta_1.85,M379,71,0,1,0,0,0,0,1,8,9,11,13,231,0
Beta_1.85,M380,69,0,0,1,0,0,0,1,5,10,10,14,231,0
Beta_1.85,M381,69,0,0,0,1,0,0,1,3,10,10,14,238,0
Beta_1.85,M382,62,0,0,0,1,0,0,0,0,9,12,14,243,0
Beta_1.85,M383,54,0,0,0,0,1,0,0,0,8,11,14,242,0
Beta_1.85,M384,62,0,0,0,0,1,0,0,0,5,11,15,244,0
Beta_1.85,M385,72,0,0,0,0,1,0,0,0,4,11,15,246,0
Beta_1.85,M386,66,0,0,0,0,0,0,0,0,2,10,15,236,0
Beta_1.85,M387,66,0,0,0,0,0,0,0,0,0,10,15,225,0
Beta_1.85,M388,61,0,0,0,0,0,0,0,0,0,8,15,202,0
Beta_1.85,M389,72,0,0,0,0,1,0,0,0,0,7,15,217,0
Beta_1.85,M390,66,1,0,0,0,1,0,0,0,0,5,32,230,0
Beta_1.85,M391,70,1,0,0,0,1,0,0,0,0,19,16,254,0
Beta_1.85,M392,60,0,1,0,0,1,0,0,0,0,17,16,265,0
Beta_1.85,M393,73,0,1,0,1,0,0,0,0,16,0,15,275,0
Beta_1.85,M394,83,0,0,2,0,0,0,0,0,0,0,14,270,0
Beta_1.85,M395,70,0,1,1,0,0,0,0,0,0,0,13,267,0
Beta_1.85,M396,68,0,1,0,1,0,0,0,0,0,0,11,268,0
Beta_1.85,M397,71,2,0,0,1,0,0,0,0,0,0,10,266,0
Beta_1.85,M398,76,1,0,0,0,1,0,0,0,0,0,8,267,0
Beta_1.85,M399,68,0,1,0,0,1,0,0,0,0,0,7,273,0
Beta_1.85,M400,67,0,1,0,0,1,0,0,0,0,0,5,278,0
Beta_1.85,M401,70,0,0,1,0,0,0,0,0,0,0,4,269,0
Beta_1.85,M402,64,0,0,0,1,0,0,0,0,0,0,2,247,0
Beta_1.85,M403,59,0,0,0,1,0,0,0,0,0,0,1,254,0
Beta_1.85,M404,61,0,0,0,0,0,0,0,0,0,0,0,252,0
Beta_1.85,M405,90,0,0,0,0,0,0,1,0,0,0,8,256,0
Beta_1.85,M406,108,0,0,0,0,0,0,1,0,0,0,40,233,0
Beta_1.85,M407,107,0,0,0,0,0,0,1,0,0,25,31,226,0
Beta_1.85,M408,116,0,0,0,0,1,0,1,0,18,28,22,217,0
Beta_1.85,M409,105,0,0,0,0,1,0,1,11,32,18,18,213,0
Beta_1.85,M410,98,0,0,0,0,1,0,1,40,18,14,17,216,0
Beta_1.85,M411,97,0,0,0,1,0,0,22,21,14,13,16,217,0
Beta_1.85,M412,100,0,0,1,0,0,0,9,16,12,12,15,218,0
Beta_1.85,M413,87,1,1,0,0,0,0,4,14,11,12,14,213,0
Beta_1.85,M414,84,1,1,0,0,0,0,2,13,11,10,14,223,0
Beta_1.85,M415,95,1,1,0,0,0,0,1,12,9,11,13,224,0
Beta_1.85,M416,75,0,1,0,0,0,0,1,8,10,10,13,226,0
Beta_1.85,M417,68,0,0,1,0,0,0,1,7,9,10,13,233,0
Beta_1.85,M418,78,0,0,1,0,0,0,1,4,9,10,14,235,0
Beta_1.85,M419,59,0,0,0,1,0,0,1,1,10,11,13,236,0
Beta_1.85,M420,74,0,0,0,0,1,0,0,0,9,11,13,238,0
Beta_1.85,M421,66,0,0,0,0,1,0,0,0,7,11,14,243,0
Beta_1.85,M422,56,0,0,0,0,1,0,0,0,5,11,14,248,0
Beta_1.85,M423,69,0,0,0,0,0,0,0,0,3,10,15,225,0
Beta_1.85,M424,64,0,0,0,0,0,0,0,0,1,11,14,247,0
Beta_1.85,M425,66,0,0,0,0,0,0,0,0,0,9,15,205,0
Beta_1.85,M426,63,0,0,0,0,0,0,0,0,0,7,15,195,0
Beta_1.85,M427,64,0,0,0,0,1,0,0,0,0,5,33,196,0
Beta_1.85,M428,67,1,0,0,0,1,0,0,0,0,4,32,226,0
Beta_1.85,M429,54,1,0,0,0,1,0,0,0,0,19,15,247,0
Beta_1.85,M430,62,0,1,0,0,1,0,0,0,16,1,15,259,0
Beta_1.85,M431,72,0,1,0,1,0,0,0,0,0,0,14,270,0
Beta_1.85,M432,63,0,0,2,0,0,0,0,0,0,0,13,264,0
Beta_1.85,M433,68,0,1,0,1,0,0,0,0,0,0,12,260,0
Beta_1.85,M434,65,1,1,0,1,0,0,0,0,0,0,10,260,0
Beta_1.85,M435,64,2,0,0,0,1,0,0,0,0,0,9,264,0
Beta_1.85,M436,74,1,0,0,0,1,0,0,0,0,0,7,270,0
Beta_1.85,M437,66,0,1,0,0,1,0,0,0,0,0,6,273,0
Beta_1.85,M438,62,0,1,0,0,1,0,0,0,0,0,4,275,0
Beta_1.85,M439,64,0,0,1,0,0,0,0,0,0,0,4,251,0
Beta_1.85,M440,57,0,0,0,1,0,0,0,0,0,0,2,257,0
Beta_1.85,M441,64,0,0,0,1,0,0,0,0,0,0,0,259,0
Beta_1.85,M442,66,0,0,0,0,0,0,1,0,0,0,0,257,0
Beta_1.85,M443,92,0,0,0,0,0,0,1,0,0,0,33,233,0
Beta_1.85,M444,107,0,0,0,0,0,0,1,0,0,13,39,229,0
Beta_1.85,M445,104,0,0,0,0,1,0,1,0,0,42,24,213,0
Beta_1.85,M446,115,0,0,0,0,1,0,1,0,37,21,19,212,0
Beta_1.85,M447,110,0,0,0,0,1,0,1,34,20,16,17,218,0
Beta_1.85,M448,100,0,0,0,1,0,0,29,25,14,14,15,213,0
Beta_1.85,M449,104,0,0,0,1,0,0,11,18,12,12,16,215,0
Beta_1.85,M450,101,1,0,1,0,0,0,6,15,11,12,14,214,0
Beta_1.85,M451,104,1,1,0,0,0,0,3,13,10,12,13,219,0
Beta_1.85,M452,85,2,0,0,0,0,0,1,11,11,10,13,221,0
Beta_1.85,M453,79,0,1,0,0,0,0,1,10,9,10,13,218,0
Beta_1.85,M454,75,0,0,1,0,0,0,1,7,10,9,13,224,0
Beta_1.85,M455,72,0,0,1,0,0,0,1,5,10,9,13,231,0
Beta_1.85,M456,68,0,0,0,1,0,0,1,3,10,9,13,234,0
Beta_1.85,M457,61,0,0,0,1,0,0,1,1,10,9,14,236,0
