Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48
Beta_1.0,u_313,24,185,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,4,0,0,1,0,2,0,0,0,0,5,1,0,2,0,4,0,1,2,32,301,345,39
Beta_1.0,u_314,19,211,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0,3,3,0,1,0,2,1,0,2,8,27,322,389,14
Beta_1.0,u_315,18,196,92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,1,1,1,0,2,4,7,26,348,345,14
Beta_1.0,u_316,23,176,92,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,0,0,2,1,1,0,0,0,1,2,1,0,10,31,358,340,33
Beta_1.0,u_317,21,188,85,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,2,0,0,1,0,1,3,1,1,3,1,1,0,1,34,358,339,23
Beta_1.0,u_318,30,183,77,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,1,1,1,2,0,2,0,2,0,1,1,8,29,353,346,18
Beta_1.0,u_319,31,190,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,1,1,2,1,1,0,2,9,38,326,359,14
Beta_1.0,u_320,35,195,86,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,2,0,1,0,0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,7,40,308,400,15
Beta_1.0,u_321,20,208,103,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,6,0,1,1,2,0,2,0,0,0,1,0,7,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,2,3,2,0,1,0,4,26,338,373,8
Beta_1.0,u_322,24,213,101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,7,0,1,0,1,2,0,2,2,0,0,1,1,4,5,0,1,1,1,0,1,1,0,0,1,4,1,3,27,349,333,9
Beta_1.0,u_323,26,214,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,1,2,0,1,5,4,1,0,1,3,1,1,3,0,0,0,1,8,2,0,3,2,32,319,320,8
Beta_1.0,u_324,30,212,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,3,0,0,4,1,1,0,1,1,2,0,1,7,0,1,1,3,0,4,5,25,331,323,9
Beta_1.0,u_325,25,211,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,3,0,1,0,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,4,0,2,4,2,1,1,3,2,9,37,310,306,12
Beta_1.0,u_326,27,176,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,2,2,0,0,1,3,0,2,0,0,0,1,0,0,0,5,3,38,297,304,29
Beta_1.0,u_327,25,199,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,3,1,0,1,1,1,1,1,0,1,2,2,1,0,1,3,1,3,32,309,362,39
Beta_1.0,u_328,18,203,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,1,0,1,3,1,1,2,2,0,2,10,38,330,387,10
Beta_1.0,u_329,19,191,98,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,1,1,1,2,3,0,4,22,340,322,19
Beta_1.0,u_330,22,176,95,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,1,2,0,0,0,0,1,0,1,1,3,4,32,353,331,39
Beta_1.0,u_331,21,189,82,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,0,1,3,0,0,3,3,2,0,0,8,29,361,333,19
Beta_1.0,u_332,30,183,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,1,0,0,0,2,2,1,0,0,2,1,1,3,28,354,335,15
Beta_1.0,u_333,38,194,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,0,4,0,0,0,5,31,324,351,17
Beta_1.0,u_334,32,190,100,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,3,0,0,0,0,2,0,6,0,0,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,6,43,328,371,12
Beta_1.0,u_335,21,211,99,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,7,0,1,1,2,0,0,1,1,0,0,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,1,1,1,2,0,2,7,27,334,363,7
Beta_1.0,u_336,21,214,103,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,4,4,0,1,1,2,0,0,3,1,1,0,0,0,6,1,0,2,4,0,1,0,1,1,0,3,5,37,338,335,12
Beta_1.0,u_337,32,220,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,4,1,0,2,6,0,2,1,1,2,0,2,0,1,0,2,6,1,2,5,37,325,302,13
Beta_1.0,u_338,30,215,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,1,1,2,0,1,5,1,0,0,0,1,2,0,4,4,1,2,2,0,6,32,297,334,6
Beta_1.0,u_339,25,191,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,3,2,4,2,0,3,2,5,33,314,288,32
Beta_1.0,u_340,28,184,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,2,1,0,1,0,1,3,1,0,0,0,0,1,0,1,2,8,31,311,306,33
Beta_1.0,u_341,24,196,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,3,0,1,1,1,2,0,1,0,2,1,1,2,1,1,3,29,316,363,26
Beta_1.0,u_342,16,213,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,2,1,0,0,0,0,4,2,1,1,3,1,3,31,327,396,8
Beta_1.0,u_343,21,191,86,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,3,0,1,2,2,1,1,3,36,353,338,17
Beta_1.0,u_344,22,181,91,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,2,1,2,1,1,0,0,1,0,0,0,3,1,5,31,351,327,27
Beta_1.0,u_345,23,181,68,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,3,2,0,0,3,1,2,1,2,2,3,35,355,335,17
Beta_1.0,u_346,37,172,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,1,0,1,1,0,1,0,2,1,0,1,3,5,32,366,341,13
Beta_1.0,u_347,32,183,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,4,1,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,3,1,1,0,1,2,37,317,375,16
Beta_1.0,u_348,25,198,94,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,1,2,0,2,0,0,0,5,1,0,0,1,0,0,2,0,0,0,0,1,2,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,2,7,33,323,395,5
Beta_1.0,u_349,21,217,102,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,4,3,0,1,1,2,0,0,2,0,0,0,0,4,1,2,0,2,1,0,1,0,0,0,0,3,3,2,0,1,0,1,2,2,7,32,335,365,8
Beta_1.0,u_350,20,207,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,7,1,0,1,2,3,1,0,2,0,0,0,0,2,6,1,1,2,1,1,2,0,0,1,5,43,327,323,12
Beta_1.0,u_351,28,219,98,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,1,0,1,2,0,1,3,6,0,1,1,2,0,1,4,0,0,0,7,1,4,36,327,308,19
Beta_1.0,u_352,26,209,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,0,4,0,1,0,0,1,2,0,0,9,0,2,2,3,36,313,321,9
Beta_1.0,u_353,24,185,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1,0,1,2,0,2,4,4,0,1,4,31,316,313,34
Beta_1.0,u_354,25,186,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,1,1,0,1,0,1,2,1,0,3,1,0,0,0,1,1,2,1,6,39,294,323,38
Beta_1.0,u_355,21,207,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,1,2,1,0,2,1,0,0,2,2,2,0,3,3,31,313,360,27
Beta_1.0,u_356,18,210,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,2,0,0,0,1,1,5,2,1,1,4,22,326,380,10
Beta_1.0,u_357,20,184,92,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,2,1,2,1,1,1,1,0,3,2,31,359,331,12
Beta_1.0,u_358,21,187,89,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,1,0,1,1,1,2,1,0,0,0,1,1,2,3,37,338,346,28
Beta_1.0,u_359,27,193,65,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,3,2,1,0,1,3,2,2,20,353,337,13
Beta_1.0,u_360,31,178,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,3,0,2,0,0,0,2,0,2,1,1,1,4,24,354,344,11
Beta_1.0,u_361,32,187,92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,3,0,1,0,0,0,0,0,0,1,2,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2,2,0,6,33,321,363,15
Beta_1.0,u_362,27,197,97,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,4,0,1,3,0,1,0,0,0,2,3,1,0,1,1,0,0,0,0,1,0,0,0,2,1,0,2,0,1,3,0,0,0,0,1,0,0,2,2,2,22,316,391,7
Beta_1.0,u_363,26,201,104,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,1,7,0,1,2,0,2,0,1,1,0,0,0,3,3,0,1,1,1,0,0,0,1,2,2,0,1,2,0,1,1,4,0,5,32,338,335,5
Beta_1.0,u_364,24,210,96,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,4,4,3,0,4,0,2,0,0,2,0,1,1,1,3,1,3,2,1,0,0,1,1,6,35,329,332,5
Beta_1.0,u_365,31,222,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,1,0,0,1,1,3,0,0,7,2,0,4,0,4,0,1,1,0,0,6,5,33,320,323,14
Beta_1.0,u_366,26,209,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,2,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,4,1,0,0,0,2,2,0,8,1,4,7,27,306,310,26
Beta_1.0,u_367,26,192,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,2,0,0,0,1,1,0,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,1,1,0,1,1,0,0,2,3,3,2,1,2,33,314,319,15
Beta_1.0,u_368,23,194,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,2,0,1,1,0,1,0,0,2,1,1,1,0,0,3,0,1,0,1,3,1,0,1,34,296,318,49
Beta_1.0,u_369,25,187,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,6,2,1,0,0,1,2,0,1,2,3,0,6,25,323,357,23
Beta_1.0,u_370,19,200,80,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,2,1,0,1,1,6,1,2,7,34,340,368,10
Beta_1.0,u_371,21,180,82,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,3,1,1,1,2,0,1,0,7,30,349,326,20
Beta_1.0,u_372,18,182,84,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,1,0,0,0,2,0,4,0,0,1,1,0,1,11,32,345,328,37
Beta_1.0,u_373,28,199,72,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,2,0,1,1,3,1,0,2,1,0,2,9,31,356,338,17
Beta_1.0,u_374,28,186,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,3,0,1,1,0,0,0,2,2,2,1,1,34,335,354,14
Beta_1.0,u_375,36,189,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,0,0,0,1,3,0,0,1,0,0,0,1,2,0,0,2,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,4,1,4,38,325,378,10
Beta_1.0,u_376,27,201,99,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,5,2,1,2,2,0,1,1,0,0,1,0,3,1,1,1,0,1,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,2,1,2,0,4,35,317,381,7
Beta_1.0,u_377,27,203,100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,6,1,1,2,1,2,0,0,2,2,0,0,0,2,3,0,2,0,2,2,1,1,0,0,0,0,3,2,0,1,2,4,29,334,361,12
Beta_1.0,u_378,29,217,83,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,3,0,7,2,0,2,2,0,2,1,1,3,0,0,0,3,5,1,2,1,1,1,1,5,31,331,320,12
