Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31
Beta_1.4,u_239,57,251,179,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,3,1,0,0,0,1,1,1,0,9,0,0,3,0,2,2,1,4,4,3,9,3,47,726,235,7
Beta_1.4,u_240,63,269,179,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,5,5,1,7,2,1,1,0,1,0,5,0,1,0,1,4,2,2,1,6,3,2,4,2,45,696,225,17
Beta_1.4,u_241,48,271,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,3,4,0,4,2,0,1,0,5,2,4,4,4,4,3,2,4,1,1,1,2,3,1,2,2,5,28,655,248,16
Beta_1.4,u_242,49,283,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,2,0,1,0,1,0,0,1,1,2,2,4,3,2,3,2,1,0,1,1,2,5,2,1,0,0,3,7,0,5,3,7,5,5,5,4,55,633,266,27
Beta_1.4,u_243,41,294,243,0,1,0,0,0,0,0,2,1,1,2,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,2,0,2,4,3,1,0,3,1,2,1,3,1,0,4,3,2,0,3,1,2,5,3,2,0,0,10,3,55,640,272,19
Beta_1.4,u_244,37,274,241,2,2,2,1,0,1,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,2,1,1,0,1,0,2,1,2,0,0,0,1,4,1,1,0,5,1,2,2,1,0,3,1,4,5,3,4,1,3,5,52,611,292,43
Beta_1.4,u_245,39,257,232,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,1,1,0,1,2,1,0,0,0,0,1,0,0,2,1,0,1,2,1,1,4,1,2,3,1,4,2,2,3,6,43,634,327,31
Beta_1.4,u_246,48,240,220,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,2,0,1,0,1,0,1,1,1,0,0,3,4,1,0,0,0,1,2,0,0,1,1,0,0,0,1,2,1,3,3,1,1,2,1,6,3,2,40,683,304,20
Beta_1.4,u_247,50,209,216,2,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,5,2,3,0,1,2,0,0,0,1,0,0,1,1,2,2,0,0,2,3,0,3,2,2,3,13,47,717,306,19
Beta_1.4,u_248,45,223,208,1,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,7,5,1,2,1,1,0,2,2,2,0,0,1,4,0,1,1,2,3,1,2,4,3,0,1,7,44,734,292,21
Beta_1.4,u_249,54,238,214,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,4,3,1,0,0,1,5,1,3,0,2,3,1,3,1,1,0,8,1,0,2,5,0,0,1,5,47,733,282,11
Beta_1.4,u_250,59,248,188,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,4,0,0,0,1,0,1,1,2,6,0,2,1,1,3,1,4,3,4,6,8,41,727,235,10
Beta_1.4,u_251,61,273,177,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,7,3,5,2,3,7,0,3,1,2,0,1,2,3,1,0,2,1,3,1,1,3,6,2,4,3,42,689,211,23
Beta_1.4,u_252,53,275,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,1,0,4,3,1,1,4,2,0,1,0,6,2,4,1,7,1,4,3,4,1,0,2,3,1,3,0,3,34,655,265,12
Beta_1.4,u_253,49,281,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,0,2,1,1,2,5,3,1,0,5,0,1,1,1,2,2,4,2,0,1,0,7,2,3,2,8,2,8,6,5,43,626,268,21
Beta_1.4,u_254,36,295,240,0,1,0,0,0,0,2,0,2,2,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,0,2,0,2,3,3,1,1,1,4,0,2,2,1,1,1,6,0,4,0,2,3,1,6,2,0,0,3,11,54,649,276,28
Beta_1.4,u_255,37,292,227,3,1,2,0,2,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,0,1,1,0,1,0,1,2,0,1,0,0,1,0,4,2,2,2,1,1,5,0,1,1,3,3,3,7,0,4,1,5,46,596,302,45
Beta_1.4,u_256,43,255,230,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1,0,1,1,0,2,2,0,0,0,0,0,1,1,0,1,1,1,2,1,1,4,1,2,0,3,3,5,2,4,5,42,630,326,26
Beta_1.4,u_257,48,241,229,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,2,5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,2,2,1,3,2,3,2,4,2,42,677,306,24
Beta_1.4,u_258,50,218,212,0,1,1,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,6,2,3,0,0,3,1,0,0,0,1,0,2,0,3,1,0,0,0,3,3,1,0,4,4,5,48,720,301,20
Beta_1.4,u_259,48,213,205,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,3,8,1,1,2,1,0,2,0,1,3,0,0,5,1,2,1,1,4,1,3,2,1,3,0,5,45,744,273,21
Beta_1.4,u_260,55,226,210,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,5,3,0,1,0,1,2,4,2,2,0,4,2,1,0,3,1,1,6,2,1,2,4,0,0,8,48,718,281,16
Beta_1.4,u_261,60,253,190,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,5,0,1,1,2,0,0,0,1,0,1,2,2,5,1,3,0,2,4,1,2,6,3,11,39,735,222,7
Beta_1.4,u_262,60,280,188,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,6,4,4,2,3,6,1,0,3,4,0,2,1,1,3,2,0,2,2,0,0,4,3,7,3,6,43,700,221,23
Beta_1.4,u_263,47,289,210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,1,0,4,4,1,0,4,2,2,0,1,5,2,2,2,6,2,1,6,6,1,0,2,0,6,1,0,4,40,645,267,19
Beta_1.4,u_264,49,277,234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,2,1,1,1,5,3,3,0,5,1,1,1,1,0,2,4,4,1,0,0,2,7,2,4,6,5,3,8,7,41,647,253,27
Beta_1.4,u_265,37,301,232,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,0,2,2,3,2,1,2,3,0,1,1,3,0,1,6,1,1,3,3,1,2,1,5,2,1,0,13,60,641,275,24
Beta_1.4,u_266,37,283,241,2,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,2,1,1,1,0,1,0,2,4,2,0,2,3,4,0,0,3,2,2,3,6,2,1,3,8,51,616,285,38
Beta_1.4,u_267,43,252,225,1,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,0,0,2,1,0,1,2,0,0,0,0,0,1,0,1,0,4,0,4,3,0,1,4,0,2,2,3,6,2,2,3,44,636,338,26
Beta_1.4,u_268,46,222,224,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,1,0,1,0,1,0,1,1,1,0,0,0,2,7,1,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,2,1,3,3,3,7,0,2,4,40,671,340,14
Beta_1.4,u_269,49,210,214,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,1,6,2,0,3,0,0,4,0,0,0,1,2,0,2,1,2,0,0,1,2,3,0,2,3,3,7,46,736,279,18
Beta_1.4,u_270,50,230,203,2,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,8,2,0,3,0,1,1,1,0,1,3,1,0,6,1,1,2,0,6,3,1,0,2,1,6,43,728,297,26
Beta_1.4,u_271,56,221,207,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,5,3,0,1,0,0,2,3,4,2,0,3,3,0,1,1,1,0,2,7,1,0,5,1,2,4,51,725,275,25
Beta_1.4,u_272,61,257,191,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,3,4,2,1,0,3,0,0,0,1,0,0,1,2,1,6,3,2,1,4,1,2,3,4,4,46,731,239,13
Beta_1.4,u_273,55,266,184,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,6,5,0,5,2,5,4,1,1,3,5,0,2,0,2,3,1,1,1,1,2,0,4,5,6,5,46,685,225,29
Beta_1.4,u_274,46,280,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,1,2,5,3,1,0,2,2,3,1,0,0,6,2,1,7,5,3,0,4,6,1,2,1,2,3,0,4,42,664,261,22
Beta_1.4,u_275,48,274,234,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,0,0,1,2,0,1,1,6,1,4,0,3,4,1,0,2,0,1,2,5,3,0,0,1,7,2,3,8,8,2,3,10,37,614,269,22
Beta_1.4,u_276,37,305,243,1,0,0,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,3,2,3,2,1,1,4,2,0,1,3,1,1,5,5,0,2,2,1,2,2,3,5,1,2,14,49,644,269,31
Beta_1.4,u_277,35,273,241,4,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,2,1,0,2,0,2,1,2,1,2,2,0,3,3,3,2,1,2,3,1,5,6,0,2,6,48,618,289,34
Beta_1.4,u_278,43,260,227,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,2,1,0,1,2,0,0,0,0,0,1,0,1,2,0,2,0,5,1,1,1,3,1,1,5,5,3,3,3,47,635,323,36
Beta_1.4,u_279,46,228,222,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,5,4,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,3,2,4,3,6,1,1,7,41,681,306,17
Beta_1.4,u_280,49,209,224,1,1,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,6,2,0,0,2,0,2,2,0,1,1,1,1,1,1,1,1,0,2,1,2,3,1,3,1,5,43,727,287,17
Beta_1.4,u_281,49,222,207,3,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,3,4,4,1,2,1,1,1,1,0,0,1,3,4,0,5,1,1,1,4,2,1,1,1,1,7,39,732,289,26
Beta_1.4,u_282,57,227,211,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,5,3,0,0,1,0,2,1,3,3,2,2,3,0,1,0,1,2,0,2,4,3,0,6,1,9,48,737,261,15
Beta_1.4,u_283,62,262,192,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,4,1,4,0,1,0,3,0,0,0,1,0,0,2,1,2,9,2,1,2,3,2,2,3,2,48,724,243,8
Beta_1.4,u_284,53,273,195,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,6,6,0,5,2,2,6,0,1,2,3,3,2,1,1,3,2,0,0,4,1,0,4,3,6,7,48,686,210,33
Beta_1.4,u_285,48,278,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,0,1,0,3,5,3,1,0,1,4,2,1,0,0,6,1,2,7,6,1,0,1,4,6,3,3,0,4,1,3,51,666,243,29
Beta_1.4,u_286,48,275,236,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,1,2,0,0,4,5,1,3,1,0,8,0,1,1,0,1,1,4,2,3,1,0,1,8,3,7,9,3,1,4,45,607,296,17
Beta_1.4,u_287,36,294,242,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,1,0,3,3,1,2,1,1,3,2,3,1,0,4,0,4,8,1,0,0,3,2,3,1,8,4,1,6,40,646,270,36
Beta_1.4,u_288,33,277,234,5,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,1,2,0,1,0,3,1,3,1,0,4,1,1,2,4,2,3,2,1,3,1,2,9,1,1,4,47,614,300,27
Beta_1.4,u_289,45,252,228,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,3,0,0,3,2,4,2,0,1,4,1,3,5,4,4,2,54,629,341,27
Beta_1.4,u_290,45,239,216,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,5,3,2,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,4,2,1,6,3,4,1,5,39,698,299,14
Beta_1.4,u_291,46,201,231,1,1,0,0,0,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,5,3,0,0,1,0,0,3,1,0,2,2,1,0,1,0,0,2,0,2,4,2,3,1,3,8,46,709,298,16
Beta_1.4,u_292,49,222,218,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,3,4,4,3,1,2,1,0,1,1,0,1,3,3,1,2,2,2,3,3,0,1,2,1,3,3,37,728,280,25
Beta_1.4,u_293,59,236,206,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,5,3,0,0,1,0,1,2,0,5,5,1,1,2,0,1,2,0,1,1,3,2,2,3,7,7,50,743,261,14
Beta_1.4,u_294,67,258,189,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,8,6,0,1,2,1,0,0,3,0,0,0,1,0,0,2,5,2,7,2,1,3,2,1,2,6,46,722,239,7
Beta_1.4,u_295,54,283,199,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,6,7,0,3,3,0,7,2,1,0,2,3,2,3,0,0,5,0,1,2,2,2,1,2,3,12,40,699,208,28
Beta_1.4,u_296,49,295,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,1,0,2,2,8,0,2,1,2,4,3,0,0,0,7,3,1,7,3,1,0,3,4,4,5,0,1,4,6,45,662,255,28
Beta_1.4,u_297,47,287,239,2,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,3,4,3,0,4,0,6,1,1,0,2,2,1,0,3,6,1,0,1,6,7,3,9,3,0,3,51,623,302,16
Beta_1.4,u_298,35,307,236,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,2,2,0,3,3,1,1,3,1,2,2,3,1,0,3,2,2,4,4,0,0,0,4,1,4,4,8,1,3,40,637,276,26
Beta_1.4,u_299,35,264,245,2,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,1,1,1,2,0,1,2,3,2,0,0,4,0,1,5,2,0,5,0,0,4,1,6,5,1,1,46,608,318,30
Beta_1.4,u_300,44,256,223,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,2,0,1,1,1,1,1,0,0,1,0,1,1,1,0,3,0,0,2,5,2,2,0,3,2,2,6,2,3,4,39,637,318,23
Beta_1.4,u_301,44,234,213,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,5,3,0,2,0,0,0,1,0,1,0,0,1,0,3,1,0,1,2,3,2,3,3,5,5,4,34,707,297,19
Beta_1.4,u_302,47,200,215,2,0,0,0,1,1,0,1,1,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,3,5,2,0,0,0,0,1,0,2,1,3,1,0,1,0,1,1,1,0,3,1,4,3,2,3,5,44,724,295,16
Beta_1.4,u_303,49,234,213,2,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,3,3,1,7,0,3,0,1,1,0,1,1,1,3,2,0,4,1,4,3,0,0,1,3,1,4,34,733,287,21
Beta_1.4,u_304,59,241,199,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,1,2,0,0,2,0,0,2,1,7,3,0,3,0,2,1,0,0,1,1,3,2,6,4,10,43,744,267,7
Beta_1.4,u_305,60,251,177,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,7,0,0,2,2,0,0,3,0,0,0,1,1,0,3,2,3,6,5,1,4,1,2,2,1,50,728,226,14
Beta_1.4,u_306,57,286,194,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,4,7,1,0,4,2,5,5,0,0,1,2,2,3,1,1,2,3,1,2,0,4,0,1,4,9,38,704,211,23
Beta_1.4,u_307,52,288,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,0,0,1,0,1,5,7,0,1,4,1,0,5,1,0,0,6,4,1,4,4,1,2,1,2,2,5,2,0,5,5,43,663,244,24
Beta_1.4,u_308,44,270,241,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,1,2,1,0,0,3,4,3,0,3,2,1,5,1,1,0,1,3,1,1,4,4,2,0,5,9,2,5,6,0,4,46,632,287,17
Beta_1.4,u_309,36,298,235,0,0,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,2,0,1,4,0,1,4,0,4,2,0,4,1,0,5,1,1,5,2,0,0,0,6,2,2,7,5,2,47,617,282,25
Beta_1.4,u_310,36,266,235,1,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,2,1,0,1,0,0,2,3,0,1,1,4,0,2,5,0,2,3,0,2,3,2,7,1,4,38,622,294,31
Beta_1.4,u_311,44,252,213,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,1,1,0,2,1,1,3,1,1,1,0,0,0,2,0,0,2,0,1,1,0,0,1,5,3,1,0,5,1,3,5,2,10,47,642,325,25
Beta_1.4,u_312,43,235,223,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,2,0,0,1,1,0,0,2,0,0,1,0,0,0,5,2,2,2,0,0,0,1,0,1,0,0,0,0,2,2,0,3,0,0,4,3,1,6,6,4,37,699,321,25
Beta_1.4,u_313,47,196,237,2,0,0,0,2,0,1,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,3,5,2,1,0,0,0,0,2,2,2,0,3,0,0,1,1,1,1,1,2,3,1,2,3,1,9,36,726,283,19
Beta_1.4,u_314,53,226,213,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,1,3,3,1,5,2,1,1,1,1,0,1,1,2,0,2,3,2,3,3,3,1,0,2,2,2,5,36,742,298,22
Beta_1.4,u_315,63,237,200,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,7,1,2,0,1,1,0,0,0,2,6,4,2,1,3,1,0,1,0,0,2,0,4,5,7,4,45,750,254,5
Beta_1.4,u_316,60,267,186,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,9,0,0,2,4,0,0,0,3,0,0,0,2,1,3,1,2,5,5,3,3,2,3,1,2,39,731,212,19
Beta_1.4,u_317,58,278,195,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,6,5,2,0,3,3,3,7,0,0,1,2,3,2,2,2,1,5,1,0,2,2,2,2,2,10,39,689,223,23
Beta_1.4,u_318,53,273,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,0,0,1,0,1,4,8,0,1,3,2,1,2,3,2,0,1,6,3,2,5,3,2,0,1,3,4,2,1,3,8,36,648,246,26
Beta_1.4,u_319,43,282,227,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,5,1,1,2,4,1,5,2,0,0,0,3,2,1,0,7,3,3,2,6,4,2,8,1,3,48,631,285,23
Beta_1.4,u_320,32,313,227,0,0,2,0,2,1,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,1,4,2,0,2,3,1,4,0,2,3,1,3,2,0,4,4,1,0,1,1,5,3,4,8,3,41,635,284,22
Beta_1.4,u_321,34,284,245,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,3,1,0,0,0,0,3,3,1,0,2,3,1,0,5,2,1,2,1,1,4,2,9,1,5,37,622,299,34
Beta_1.4,u_322,43,247,227,0,3,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,2,0,1,1,2,0,3,2,1,0,1,0,0,0,2,0,2,0,0,0,1,0,3,4,4,1,0,3,5,0,6,4,4,41,648,339,26
Beta_1.4,u_323,45,233,229,0,0,1,0,1,0,2,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,5,1,2,0,2,0,0,0,1,0,1,0,0,1,0,3,2,0,1,1,3,1,1,6,7,6,52,699,311,20
Beta_1.4,u_324,50,209,217,1,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,7,3,1,0,0,0,0,0,4,2,1,2,1,0,0,1,2,1,2,2,2,1,1,4,1,8,30,728,290,13
Beta_1.4,u_325,53,227,197,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,1,2,4,0,2,4,3,1,0,1,1,1,2,1,0,1,2,1,7,2,0,4,2,0,1,4,5,33,744,287,17
Beta_1.4,u_326,60,244,207,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,6,1,1,1,1,0,1,0,0,3,4,2,3,3,3,0,1,1,0,0,0,3,2,5,5,12,38,745,255,10
Beta_1.4,u_327,58,264,192,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,11,0,0,0,3,1,0,0,1,2,0,1,0,3,2,1,0,3,5,5,2,6,0,4,1,46,727,220,23
Beta_1.4,u_328,56,273,202,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,5,6,1,1,3,3,3,5,1,1,1,0,1,4,3,0,1,3,3,1,2,0,2,3,2,3,46,686,250,18
Beta_1.4,u_329,52,289,219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,5,7,1,1,0,4,0,1,2,3,1,1,5,3,2,5,5,0,0,1,3,5,0,4,3,9,38,652,236,26
Beta_1.4,u_330,37,305,250,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,4,1,2,1,4,1,3,6,0,0,0,0,5,0,2,3,8,5,1,2,6,2,4,5,6,45,646,269,23
Beta_1.4,u_331,34,304,235,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,2,1,0,1,3,3,0,1,4,0,4,2,2,1,2,0,4,1,2,5,1,1,1,0,6,4,1,8,8,37,639,275,21
Beta_1.4,u_332,38,270,250,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,2,0,1,0,1,0,1,4,3,1,0,1,5,0,3,3,1,1,1,2,2,4,4,6,1,46,619,292,36
Beta_1.4,u_333,39,249,235,0,2,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,0,0,1,1,1,0,2,0,2,3,1,0,1,0,0,0,0,2,0,1,0,0,1,0,2,4,4,1,3,2,5,1,5,4,3,43,657,331,18
Beta_1.4,u_334,43,229,234,0,0,1,0,1,1,1,1,0,0,0,2,0,0,2,0,1,0,1,0,0,2,0,0,1,0,0,0,0,5,1,1,1,2,0,1,0,1,0,1,0,1,0,0,1,3,0,1,2,1,2,3,4,7,5,53,714,292,25
Beta_1.4,u_335,45,215,228,1,0,0,2,0,0,2,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,6,4,1,0,0,0,0,1,0,1,2,1,3,0,2,0,1,1,4,3,0,2,0,1,4,6,40,727,308,21
Beta_1.4,u_336,52,239,212,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,2,2,4,0,2,2,2,3,2,0,2,1,1,0,2,0,1,1,2,5,2,4,1,1,1,2,5,48,746,271,21
Beta_1.4,u_337,61,243,203,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,6,2,0,3,0,0,1,0,1,1,2,3,3,2,3,4,1,1,0,0,1,2,3,3,3,11,43,743,267,13
Beta_1.4,u_338,62,267,191,1,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,11,0,0,0,2,0,1,0,0,3,1,0,1,2,2,1,2,0,6,2,4,4,6,2,2,39,730,227,28
