Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33
Beta_1.4,u_129,54,150,290,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,0,0,5,3,1,1,0,0,3,1,1,2,2,5,2,1,3,0,1,4,1,2,3,1,1,7,60,789,169,13
Beta_1.4,u_130,57,161,260,3,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7,7,1,3,0,1,1,0,1,0,1,1,2,5,1,2,0,1,1,1,2,1,5,1,6,2,6,8,69,737,161,13
Beta_1.4,u_131,52,164,283,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,3,9,0,2,6,2,3,3,2,1,5,0,0,2,1,0,1,1,3,0,1,2,8,3,1,4,2,10,67,727,148,24
Beta_1.4,u_132,45,163,330,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,2,0,0,3,7,1,0,1,2,0,1,3,2,0,2,7,5,2,2,3,5,1,6,2,0,2,2,0,2,1,10,75,676,179,25
Beta_1.4,u_133,37,168,347,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,2,0,0,0,3,5,4,0,0,3,0,1,8,0,1,0,1,4,1,1,1,3,0,1,4,8,8,2,1,6,5,13,70,667,202,23
Beta_1.4,u_134,38,171,334,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,0,1,1,0,1,4,1,1,1,1,2,2,0,4,1,1,1,4,0,1,1,7,2,1,0,2,3,2,4,5,0,9,83,686,201,23
Beta_1.4,u_135,34,149,346,3,1,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,1,1,1,0,1,0,1,0,2,0,1,0,0,0,1,4,0,1,2,1,0,2,2,3,2,5,1,3,3,3,0,5,8,2,9,69,659,233,29
Beta_1.4,u_136,37,163,327,2,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,2,0,0,1,2,0,1,4,0,0,1,0,0,1,0,1,1,0,1,1,4,1,1,2,3,1,3,5,2,6,6,68,687,240,16
Beta_1.4,u_137,46,140,320,0,0,3,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,0,1,0,2,0,4,2,0,2,1,0,1,2,0,1,4,1,1,5,3,9,58,763,209,20
Beta_1.4,u_138,48,141,271,2,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,4,6,1,0,2,1,0,0,1,0,0,0,0,3,0,1,1,0,3,2,1,6,4,0,2,2,4,10,58,793,217,16
Beta_1.4,u_139,42,152,282,3,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,6,3,0,1,0,2,1,6,0,0,2,1,1,1,2,1,2,0,1,3,1,0,2,2,2,3,3,9,75,790,198,16
Beta_1.4,u_140,49,165,280,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,4,4,0,0,0,8,0,1,0,0,3,0,1,3,2,1,5,2,2,2,0,1,5,2,1,3,1,3,68,785,176,13
Beta_1.4,u_141,56,171,267,2,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9,7,2,3,1,1,1,0,0,1,1,0,1,2,6,1,1,0,2,1,1,3,2,2,6,6,5,6,72,746,166,10
Beta_1.4,u_142,49,152,294,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,3,7,2,2,3,6,1,1,4,2,3,1,1,0,0,3,0,2,1,1,0,3,4,8,3,1,3,9,73,719,150,22
Beta_1.4,u_143,39,181,314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,2,0,1,3,5,3,0,0,3,0,1,2,2,1,2,1,8,3,0,4,6,2,4,2,1,1,1,1,0,2,11,70,683,184,19
Beta_1.4,u_144,36,165,343,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,0,1,0,1,1,0,0,1,2,6,0,3,0,3,0,3,4,2,1,0,0,3,2,0,1,1,2,1,4,3,8,3,1,6,5,10,68,687,194,18
Beta_1.4,u_145,36,160,343,1,0,0,0,1,1,1,1,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2,1,0,1,1,4,1,1,0,2,1,2,1,3,2,2,1,1,0,3,5,3,1,0,0,3,5,4,2,4,7,74,665,198,27
Beta_1.4,u_146,32,157,340,2,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1,0,1,0,1,1,2,0,1,0,0,0,0,2,3,0,3,0,1,2,3,2,1,2,4,2,4,2,1,1,9,4,10,71,666,229,23
Beta_1.4,u_147,36,165,325,2,0,2,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,2,2,1,0,1,1,1,1,0,1,3,2,0,1,0,0,1,1,1,0,0,1,2,4,1,3,0,2,5,1,3,2,9,66,691,245,13
Beta_1.4,u_148,47,133,304,1,3,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,5,3,0,0,0,0,0,0,1,0,1,0,1,1,5,1,1,1,0,1,1,3,2,1,1,2,7,10,62,752,229,21
Beta_1.4,u_149,48,138,279,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,2,9,1,1,0,2,0,0,1,0,0,0,2,0,1,0,1,2,1,3,1,1,3,5,1,2,5,9,63,800,193,16
Beta_1.4,u_150,45,164,273,3,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,1,7,3,0,1,0,1,2,3,4,1,1,2,0,3,0,1,1,3,2,0,0,1,4,1,2,2,2,5,62,805,191,17
Beta_1.4,u_151,53,151,274,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,6,0,1,2,1,0,1,2,3,0,3,4,2,2,2,1,3,2,2,3,0,4,71,788,165,14
Beta_1.4,u_152,55,176,267,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,12,4,4,3,1,1,0,1,0,0,2,0,0,1,3,4,0,2,0,1,3,2,2,5,2,8,3,10,72,749,156,11
Beta_1.4,u_153,46,161,283,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,0,4,7,0,2,2,4,7,0,1,4,1,3,0,1,0,1,3,1,0,2,2,1,1,8,6,2,1,8,76,721,142,25
Beta_1.4,u_154,40,185,314,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,1,2,5,4,0,0,1,2,3,0,1,1,2,3,2,8,5,0,3,4,3,4,1,1,0,1,2,0,9,67,681,186,21
Beta_1.4,u_155,37,179,332,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,2,0,0,1,0,2,0,0,0,1,3,4,2,2,2,0,4,0,1,5,2,0,1,0,3,1,1,1,1,3,2,3,8,8,3,1,6,11,68,679,191,12
Beta_1.4,u_156,36,168,353,0,0,0,0,1,2,1,1,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,3,0,1,1,1,0,1,1,4,0,2,1,3,0,3,0,2,4,2,0,2,3,0,3,4,3,0,0,3,4,1,2,4,8,75,679,206,30
Beta_1.4,u_157,30,153,367,3,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,1,1,1,0,1,1,0,1,2,4,0,1,0,0,0,0,0,3,2,0,3,2,3,2,0,3,0,1,5,4,2,3,1,5,7,8,67,652,233,21
Beta_1.4,u_158,40,155,314,2,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,2,1,1,1,1,1,1,1,0,0,2,0,3,0,1,0,2,0,0,1,1,0,1,1,5,0,3,1,5,2,3,2,5,58,706,239,19
Beta_1.4,u_159,49,132,299,4,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,2,5,2,1,0,0,0,0,0,1,1,0,1,0,1,3,0,4,0,1,0,3,3,1,2,0,2,4,11,64,768,216,20
Beta_1.4,u_160,47,134,272,2,1,0,0,1,1,0,0,0,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,4,7,2,0,2,2,0,0,0,1,0,1,1,0,0,1,1,1,2,1,3,1,1,6,3,3,3,13,75,786,213,20
Beta_1.4,u_161,43,144,279,3,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,2,8,0,1,0,0,3,1,3,4,1,0,3,1,1,1,2,0,4,0,2,1,1,3,0,1,2,7,69,793,191,15
Beta_1.4,u_162,56,158,277,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,2,3,1,2,0,2,0,0,3,2,1,2,4,2,3,2,2,2,3,1,3,8,66,774,186,13
Beta_1.4,u_163,57,186,262,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7,7,4,4,0,1,0,0,1,0,0,2,0,0,2,4,4,1,0,1,2,1,2,7,4,3,5,13,73,751,158,6
Beta_1.4,u_164,49,146,303,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,3,8,0,0,3,2,6,4,0,2,3,3,0,1,2,2,0,1,2,1,3,0,0,7,6,3,1,8,73,715,152,19
Beta_1.4,u_165,41,189,310,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,2,1,0,0,1,2,4,5,0,0,0,2,3,1,1,0,1,3,2,8,4,4,0,3,4,5,3,0,1,1,1,3,10,56,685,197,12
Beta_1.4,u_166,42,173,344,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,1,0,0,0,1,0,2,0,0,1,0,4,3,3,1,2,2,4,0,0,5,1,2,1,0,0,4,0,1,4,1,1,3,3,12,5,1,3,17,72,678,200,16
Beta_1.4,u_167,38,153,350,1,0,0,1,2,0,1,1,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,2,1,0,1,1,0,4,1,0,3,1,0,4,1,0,3,3,2,4,0,1,4,2,3,3,0,1,4,3,3,10,73,689,213,34
Beta_1.4,u_168,31,148,361,2,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,1,1,0,1,2,2,2,0,1,0,0,0,0,0,1,5,3,0,1,3,1,0,3,1,2,3,6,5,2,2,8,7,68,656,237,26
Beta_1.4,u_169,39,147,312,2,2,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,2,1,1,0,2,1,1,1,0,1,0,2,0,2,1,1,0,4,0,0,2,1,0,0,2,4,2,2,3,3,0,3,12,61,732,215,27
Beta_1.4,u_170,49,132,303,4,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,0,2,6,2,1,2,0,0,0,1,1,0,1,1,0,0,1,4,0,2,2,2,2,6,0,1,4,0,1,16,59,769,229,19
Beta_1.4,u_171,48,150,276,1,0,0,0,2,0,0,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,7,1,2,0,2,1,0,0,1,2,2,0,0,0,0,3,1,1,3,1,2,1,2,4,2,4,7,77,783,194,22
Beta_1.4,u_172,42,154,284,3,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,2,2,8,0,1,0,0,2,1,3,1,3,0,1,0,3,2,0,2,2,4,2,2,0,0,3,1,0,10,68,785,193,17
Beta_1.4,u_173,55,146,284,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,2,1,6,1,1,1,0,0,2,4,1,3,0,4,3,1,2,4,1,1,3,5,68,776,169,12
Beta_1.4,u_174,50,182,265,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,11,4,4,1,1,1,0,0,1,0,1,1,1,1,2,1,4,2,1,1,0,3,8,2,5,1,10,69,751,159,7
Beta_1.4,u_175,49,169,300,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,3,7,1,1,0,5,2,5,4,3,1,6,0,2,2,1,1,0,1,2,2,1,2,4,2,5,4,4,69,724,156,25
Beta_1.4,u_176,42,172,336,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,1,2,0,0,0,0,3,6,3,2,0,1,1,3,2,0,2,0,0,5,5,7,1,4,3,2,7,2,2,1,1,1,2,13,63,680,198,11
Beta_1.4,u_177,39,162,347,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,4,3,2,1,0,4,2,1,0,1,5,1,1,1,0,0,5,2,1,2,1,0,6,8,6,3,4,15,75,678,204,15
Beta_1.4,u_178,35,158,358,0,0,0,1,2,1,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,2,1,1,0,1,1,0,1,3,0,1,4,0,0,3,0,0,2,3,5,2,1,0,6,4,1,1,0,2,6,0,11,66,678,194,29
Beta_1.4,u_179,31,159,347,1,2,1,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,0,3,0,2,1,2,0,0,0,0,0,4,3,1,0,2,3,0,0,4,1,1,5,3,6,0,4,13,70,661,252,20
Beta_1.4,u_180,42,148,317,2,2,0,0,0,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,2,2,1,1,1,0,2,1,1,0,1,2,0,0,0,1,0,2,2,2,3,0,1,0,2,0,0,3,6,2,1,3,1,1,11,62,734,210,24
Beta_1.4,u_181,49,139,299,1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,8,2,1,1,0,0,0,0,1,0,0,2,1,1,0,0,1,1,1,3,4,4,2,1,2,2,2,9,63,773,211,16
Beta_1.4,u_182,46,132,275,2,0,0,1,1,0,0,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,3,6,3,2,0,1,1,1,0,1,1,1,2,0,1,0,1,1,2,0,4,3,0,2,2,3,2,11,75,803,181,22
Beta_1.4,u_183,44,145,285,5,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,2,2,5,3,0,1,0,2,0,2,3,0,4,0,0,3,1,1,2,2,4,3,1,0,0,1,2,1,6,80,786,182,18
Beta_1.4,u_184,51,151,299,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,0,0,0,0,2,3,5,1,0,1,0,0,3,2,2,2,1,3,3,3,3,2,1,2,7,73,774,176,14
Beta_1.4,u_185,52,163,274,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,9,5,0,4,1,0,0,1,1,0,1,0,2,1,0,2,2,5,2,0,2,3,1,7,3,5,7,67,752,161,10
Beta_1.4,u_186,49,167,285,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,3,7,1,1,0,1,2,5,3,3,3,2,5,2,1,1,0,2,2,0,1,1,5,1,3,2,8,4,63,700,172,24
Beta_1.4,u_187,45,172,334,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,2,7,1,4,0,2,0,0,4,2,1,0,0,3,2,6,5,3,3,3,2,5,3,1,1,2,1,10,62,680,200,16
Beta_1.4,u_188,43,163,366,2,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,1,0,2,0,0,1,0,0,3,3,1,1,2,1,1,4,0,1,3,2,1,1,1,1,1,4,2,3,0,2,1,4,9,5,7,10,82,683,203,15
Beta_1.4,u_189,28,180,349,2,0,0,3,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,1,1,1,0,1,1,0,0,3,2,1,1,2,0,1,1,0,1,0,3,6,1,4,3,2,2,1,1,1,4,4,8,64,680,191,33
Beta_1.4,u_190,27,155,342,1,1,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,1,0,2,1,0,2,2,0,0,0,1,0,1,3,2,1,0,2,3,0,2,3,1,1,0,6,4,4,10,70,662,242,20
Beta_1.4,u_191,46,140,313,1,2,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,2,1,0,1,1,1,3,1,1,0,1,0,0,0,0,0,1,0,0,2,5,0,0,1,0,2,0,2,4,5,0,1,4,3,7,59,738,219,27
Beta_1.4,u_192,45,141,304,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,7,3,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2,0,3,8,1,0,3,2,10,57,776,211,23
Beta_1.4,u_193,42,141,293,3,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,3,6,3,0,2,0,1,1,1,1,1,0,2,1,0,0,1,2,2,1,2,1,3,0,0,6,4,3,70,804,179,19
Beta_1.4,u_194,44,156,284,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,2,4,3,1,1,0,0,3,1,4,1,0,3,2,2,0,3,3,2,2,1,3,0,0,0,2,3,7,70,786,175,18
Beta_1.4,u_195,51,163,274,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,1,1,0,0,0,3,2,1,4,1,1,0,0,3,1,0,5,0,1,5,2,5,1,3,2,11,74,771,168,13
Beta_1.4,u_196,52,190,282,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,13,3,5,4,1,1,0,0,1,1,1,1,0,1,1,2,1,2,4,2,4,1,0,4,4,6,6,74,759,149,11
Beta_1.4,u_197,44,175,286,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,3,4,4,1,1,0,0,9,4,0,4,4,5,3,0,1,1,0,2,1,1,3,1,1,2,5,3,12,69,696,168,21
Beta_1.4,u_198,43,180,331,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,2,0,0,0,2,0,1,7,1,3,2,1,0,1,0,4,0,1,2,1,0,3,10,4,0,3,5,6,4,2,0,1,2,9,67,666,197,20
Beta_1.4,u_199,39,170,362,2,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,1,0,2,0,0,0,0,1,0,2,0,0,1,0,0,3,4,0,1,2,1,1,2,1,1,0,5,1,1,1,1,1,1,4,1,4,1,0,0,10,11,1,13,80,686,212,15
Beta_1.4,u_200,30,174,340,2,0,2,1,1,1,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,1,1,2,0,0,2,1,0,0,0,4,2,1,1,0,0,1,1,0,1,1,6,5,2,1,5,1,1,2,1,2,6,12,68,662,221,36
Beta_1.4,u_201,34,150,348,1,2,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1,0,2,0,1,0,5,1,0,1,0,0,0,1,4,1,1,1,3,2,3,1,2,1,0,2,7,4,10,71,657,237,24
Beta_1.4,u_202,45,146,320,3,1,0,0,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,1,2,0,0,2,1,0,4,1,1,0,0,1,0,0,0,0,0,1,1,0,4,4,0,0,1,1,1,1,2,5,1,2,4,5,7,61,727,232,31
Beta_1.4,u_203,46,147,288,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,8,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,1,7,5,0,3,2,6,48,783,208,21
Beta_1.4,u_204,44,139,304,3,0,0,3,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,3,6,3,0,0,3,1,0,1,1,0,1,1,1,1,0,1,1,1,3,0,2,2,1,4,3,1,5,65,814,179,19
Beta_1.4,u_205,45,164,278,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,4,4,0,5,1,0,0,3,1,1,4,0,0,2,4,2,3,2,2,1,1,1,2,0,0,2,2,4,54,797,184,11
Beta_1.4,u_206,51,154,273,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,1,1,0,1,0,3,1,1,1,5,0,1,0,0,4,0,2,4,0,2,4,6,2,1,4,11,76,775,171,12
Beta_1.4,u_207,55,169,272,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,11,2,3,9,1,0,1,0,0,1,1,2,1,0,0,3,2,1,2,7,4,0,0,4,2,5,11,62,744,143,10
Beta_1.4,u_208,45,171,307,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,3,4,3,0,2,0,0,2,7,4,3,2,10,1,2,2,0,1,0,1,4,2,1,0,3,5,1,9,67,699,154,21
Beta_1.4,u_209,43,189,322,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,2,0,0,0,2,0,1,7,1,1,4,0,2,0,0,2,2,2,2,0,0,1,6,8,3,3,2,11,1,2,3,0,1,11,66,669,200,26
Beta_1.4,u_210,37,172,346,3,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,2,0,0,0,0,1,0,1,1,0,2,0,0,0,4,3,1,1,1,2,0,1,4,2,0,3,4,0,0,2,0,1,3,5,2,1,0,1,4,12,6,9,77,675,212,19
Beta_1.4,u_211,30,176,350,1,0,3,1,1,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,1,1,1,0,0,3,2,0,0,0,1,4,1,1,1,0,0,2,1,1,2,2,6,4,1,4,3,1,2,0,2,9,8,74,683,199,31
Beta_1.4,u_212,33,152,339,3,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,1,1,2,0,0,1,1,4,1,0,0,0,0,1,0,4,1,1,3,3,1,0,3,1,1,0,6,4,11,71,659,246,24
Beta_1.4,u_213,46,142,328,2,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,3,3,1,0,0,1,1,0,0,0,1,0,0,0,1,3,5,1,0,1,3,0,2,1,3,3,2,5,8,68,734,219,23
Beta_1.4,u_214,46,139,299,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,8,2,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,3,0,2,0,3,7,6,1,2,6,59,773,235,20
Beta_1.4,u_215,46,131,295,3,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3,3,6,1,2,0,0,4,1,0,0,1,1,2,0,1,1,1,1,2,1,2,0,3,3,4,2,1,7,57,799,194,8
Beta_1.4,u_216,46,149,294,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,5,3,1,1,4,1,0,2,1,1,3,1,0,1,1,9,1,2,0,1,1,3,0,3,1,1,1,4,55,807,177,8
Beta_1.4,u_217,54,159,275,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,0,1,1,1,2,0,2,0,1,1,6,1,0,0,3,1,0,3,3,0,2,5,5,3,2,12,73,781,161,8
Beta_1.4,u_218,58,173,269,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,10,4,3,6,4,1,1,0,0,0,2,2,0,1,1,0,4,1,2,4,6,1,1,0,5,0,15,61,756,146,11
Beta_1.4,u_219,44,174,312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,3,4,0,4,1,0,0,0,7,4,5,3,2,8,2,2,2,0,0,3,2,2,1,1,2,4,1,11,72,688,176,29
Beta_1.4,u_220,43,192,323,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,2,1,0,0,0,2,1,1,4,4,0,3,3,0,1,0,0,4,1,2,1,0,1,1,8,3,6,2,3,8,3,3,1,3,8,71,670,209,28
Beta_1.4,u_221,35,176,356,5,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,2,1,0,0,0,0,1,0,2,0,1,1,0,0,0,3,3,1,1,2,0,2,0,1,4,0,1,3,3,0,1,1,1,2,6,0,2,0,3,1,8,6,12,74,677,204,15
Beta_1.4,u_222,31,165,356,1,2,1,1,1,1,0,2,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,4,0,0,0,1,2,1,1,2,1,0,0,4,4,1,0,1,6,1,1,5,3,1,2,3,2,13,72,675,223,41
