Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33
Beta_1.2,u_242,46,283,51,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,6,0,1,2,4,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,3,2,3,0,5,2,4,8,18,237,582,39
Beta_1.2,u_243,50,278,38,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,6,0,1,1,0,2,0,0,0,1,2,4,0,0,1,1,1,1,3,2,0,0,3,4,1,1,4,5,15,240,598,33
Beta_1.2,u_244,55,266,47,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,6,1,0,0,1,1,0,0,0,1,2,0,2,0,1,1,1,1,1,4,3,0,2,3,3,5,2,0,20,289,518,39
Beta_1.2,u_245,69,268,40,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,3,8,1,1,0,0,1,1,3,1,0,0,3,1,1,1,1,1,1,2,0,2,0,1,2,0,2,7,2,18,280,503,39
Beta_1.2,u_246,60,297,29,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,2,3,6,0,4,4,2,1,1,1,0,0,0,2,0,1,2,0,0,1,5,1,1,2,0,4,4,0,7,17,297,501,39
Beta_1.2,u_247,55,310,41,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,3,0,4,0,0,0,0,1,4,1,2,1,4,4,3,1,0,0,1,1,2,0,3,3,2,4,1,1,4,4,22,286,503,49
Beta_1.2,u_248,53,312,37,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,2,2,6,0,0,0,1,0,0,0,1,0,1,2,3,4,3,3,2,1,7,2,4,2,1,4,0,0,3,16,258,488,30
Beta_1.2,u_249,53,319,38,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,3,2,0,0,1,0,3,3,0,1,0,1,2,4,2,3,1,3,1,0,1,0,6,4,1,1,7,6,21,242,490,49
Beta_1.2,u_250,60,303,45,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,1,4,2,1,1,0,0,0,4,1,2,1,1,0,1,4,3,1,0,0,2,3,3,2,2,2,4,1,2,23,238,512,38
Beta_1.2,u_251,54,290,48,0,0,1,2,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,2,0,0,5,1,0,3,1,2,0,1,1,3,0,3,1,2,1,2,1,2,4,3,1,1,4,3,18,207,520,64
Beta_1.2,u_252,47,298,53,1,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,1,2,5,0,0,0,1,0,1,2,0,2,0,3,3,0,2,3,1,2,1,1,2,1,2,3,2,1,2,2,14,206,603,39
Beta_1.2,u_253,53,289,50,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,3,5,1,0,0,0,2,0,1,0,0,1,1,1,1,1,2,1,0,0,3,5,2,2,3,3,1,0,6,20,224,623,31
Beta_1.2,u_254,48,285,55,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,5,0,1,6,0,0,0,1,0,0,0,0,0,2,2,0,0,1,2,1,2,3,1,3,2,2,6,7,20,221,585,37
Beta_1.2,u_255,53,273,38,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,7,0,2,0,2,0,0,0,0,2,5,0,0,1,0,1,0,1,1,3,1,3,2,3,0,4,1,6,17,230,584,31
Beta_1.2,u_256,61,267,45,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,1,1,0,1,1,0,3,0,1,0,1,0,3,3,2,0,2,2,3,3,2,4,1,21,266,531,45
Beta_1.2,u_257,67,264,35,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,3,8,1,0,0,1,0,2,1,0,1,2,1,2,1,0,0,2,2,0,3,0,0,2,0,2,2,8,2,18,275,511,42
Beta_1.2,u_258,64,291,29,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2,1,1,2,6,2,0,6,1,2,0,0,2,0,0,1,1,1,1,0,0,0,3,4,0,2,1,0,4,2,4,3,16,286,491,42
Beta_1.2,u_259,54,311,31,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,4,0,0,0,1,3,1,3,0,1,9,1,1,1,0,0,1,1,1,2,3,3,2,1,1,4,2,3,22,275,497,30
Beta_1.2,u_260,54,307,32,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,5,3,0,0,1,0,0,0,0,1,0,1,1,8,2,3,1,2,9,0,5,2,2,3,2,1,0,3,19,259,500,30
Beta_1.2,u_261,51,326,36,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,3,0,0,3,2,0,1,0,0,6,1,0,0,1,1,2,3,4,1,3,2,1,1,0,6,2,2,2,4,5,4,18,237,493,49
Beta_1.2,u_262,60,300,41,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,2,0,0,3,1,2,2,0,0,0,3,1,1,0,3,0,1,3,3,1,1,1,1,3,1,2,4,0,2,4,1,2,23,238,509,41
Beta_1.2,u_263,54,288,45,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,2,1,1,2,1,2,0,3,3,0,3,0,1,2,1,1,1,0,5,2,0,1,3,0,1,5,3,1,1,2,7,2,19,205,511,70
Beta_1.2,u_264,51,308,54,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,3,3,1,0,1,0,1,2,0,0,1,2,4,2,0,4,0,1,2,2,2,1,1,5,3,0,0,3,6,18,215,593,28
Beta_1.2,u_265,49,294,50,3,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,5,1,0,0,0,1,2,0,0,0,2,0,2,0,2,1,1,0,0,7,3,0,5,0,1,3,3,3,18,208,598,32
Beta_1.2,u_266,46,280,42,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,4,0,4,3,0,0,1,1,0,0,0,0,2,1,1,0,0,2,1,2,2,1,3,1,2,3,8,7,23,224,591,37
Beta_1.2,u_267,50,270,48,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,6,1,1,2,0,0,0,0,2,5,0,0,1,0,2,0,0,1,1,1,4,3,3,0,2,3,3,4,19,250,574,26
Beta_1.2,u_268,56,259,37,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,6,0,1,0,1,1,0,0,2,0,2,1,0,1,0,0,2,4,3,0,1,0,4,1,4,3,2,4,20,276,522,49
Beta_1.2,u_269,62,259,36,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,8,1,0,0,1,2,0,0,1,1,2,0,1,2,0,0,3,0,2,2,0,1,1,0,3,6,1,4,24,270,527,43
Beta_1.2,u_270,65,273,40,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,3,1,2,6,1,0,6,1,1,1,1,1,0,1,1,1,1,0,0,0,2,2,1,3,1,0,3,2,1,5,3,16,276,511,52
Beta_1.2,u_271,60,294,36,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,1,0,4,3,0,1,4,3,3,1,1,0,1,0,1,0,4,1,5,1,0,2,4,2,4,21,298,488,22
Beta_1.2,u_272,53,316,33,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,0,1,0,2,8,1,0,0,1,0,0,0,1,0,1,0,4,6,2,0,2,5,4,5,1,1,3,2,3,0,4,3,26,265,477,30
Beta_1.2,u_273,55,298,34,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,1,0,6,0,0,1,0,5,2,0,0,0,1,2,2,3,2,2,4,2,1,1,2,6,2,0,1,11,5,0,13,245,503,38
Beta_1.2,u_274,61,307,36,2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,1,0,3,3,0,2,0,0,0,4,0,2,0,2,3,3,3,1,0,0,2,4,1,2,3,1,2,3,1,2,8,18,231,504,45
Beta_1.2,u_275,56,294,43,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,1,2,0,2,2,0,0,5,1,2,0,1,1,1,1,1,1,5,2,1,0,0,4,1,3,6,1,0,2,2,5,3,22,211,517,63
Beta_1.2,u_276,55,291,49,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,2,1,3,5,0,0,1,1,1,1,0,0,0,7,0,1,4,0,1,1,2,0,3,2,5,2,0,1,2,2,6,17,217,581,40
Beta_1.2,u_277,45,284,62,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,7,0,0,0,1,2,0,0,0,1,1,2,0,2,0,1,1,0,5,3,1,5,0,1,1,3,2,2,21,203,593,36
Beta_1.2,u_278,47,271,51,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,2,4,0,0,1,1,0,0,0,0,1,1,1,0,0,1,2,2,1,1,3,1,1,1,6,7,5,16,218,584,46
Beta_1.2,u_279,49,275,37,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,5,1,0,2,0,0,0,1,6,0,0,1,0,2,0,0,0,2,0,1,3,4,2,0,4,2,3,3,14,232,603,25
Beta_1.2,u_280,57,266,48,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,6,0,1,0,1,1,0,2,0,1,1,0,1,0,1,1,5,2,0,2,0,3,1,2,2,2,4,4,15,266,533,44
Beta_1.2,u_281,61,274,35,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,7,0,0,1,1,0,0,0,1,1,1,2,0,0,0,3,0,1,3,1,2,1,0,2,5,1,3,3,23,288,510,29
Beta_1.2,u_282,71,282,37,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,3,0,2,6,0,4,2,1,1,1,1,0,1,2,0,2,0,0,0,2,1,1,1,2,1,0,5,0,4,2,5,20,296,494,51
Beta_1.2,u_283,58,279,46,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,4,0,0,1,2,3,1,0,2,6,2,1,1,1,1,0,0,0,4,1,3,2,2,0,3,4,0,4,14,282,502,24
Beta_1.2,u_284,58,305,34,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,1,0,1,7,1,0,1,0,0,0,0,1,1,0,3,4,3,2,0,3,8,2,3,1,2,3,2,1,5,0,4,20,270,492,36
Beta_1.2,u_285,56,321,38,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,0,0,5,0,0,1,4,1,1,0,0,0,1,2,3,2,1,2,2,3,1,1,6,3,0,0,5,7,5,1,19,255,484,32
Beta_1.2,u_286,60,307,39,0,3,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,1,0,1,0,2,0,1,3,1,1,0,0,4,1,0,0,3,3,3,3,0,1,0,1,1,3,2,3,1,1,4,1,1,3,9,21,235,510,43
Beta_1.2,u_287,59,308,46,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,2,1,2,2,0,3,2,0,2,0,1,2,0,1,2,3,2,1,2,0,0,4,3,4,0,2,0,3,4,2,6,14,210,516,56
Beta_1.2,u_288,54,303,50,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,2,0,3,4,0,1,0,1,2,0,0,0,5,2,1,2,1,0,1,2,0,3,2,3,3,1,0,0,3,3,6,21,206,583,41
Beta_1.2,u_289,46,289,65,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,7,0,0,1,1,1,0,0,0,1,1,2,2,0,1,0,0,6,2,0,1,3,1,1,2,4,2,5,13,230,570,34
Beta_1.2,u_290,46,286,43,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,4,5,1,0,0,2,0,0,0,0,1,1,1,0,0,0,1,3,1,2,2,1,1,1,0,10,5,7,15,211,590,51
Beta_1.2,u_291,47,272,42,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,4,1,2,0,0,0,0,5,1,0,1,0,1,1,0,0,0,1,2,0,4,3,1,2,3,3,2,6,11,214,610,24
Beta_1.2,u_292,56,270,37,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,6,1,0,0,1,0,1,0,0,3,0,0,0,1,0,6,2,1,1,0,1,3,1,3,1,2,3,9,22,254,528,32
Beta_1.2,u_293,59,266,42,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,3,5,0,1,0,1,0,0,1,0,2,0,1,1,0,1,0,1,3,1,1,3,0,0,6,1,3,0,8,19,284,518,35
Beta_1.2,u_294,64,278,37,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,2,1,2,5,0,5,2,0,3,0,0,1,2,1,1,0,0,0,1,2,1,0,1,2,1,2,1,2,3,1,5,19,283,506,54
Beta_1.2,u_295,53,289,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,4,0,1,2,3,1,0,1,5,2,2,1,1,2,0,0,0,3,1,1,2,2,1,4,1,2,4,3,22,297,479,23
Beta_1.2,u_296,56,321,28,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,0,1,3,5,0,0,1,0,0,0,0,2,0,1,1,5,2,0,3,4,4,5,0,2,3,0,2,2,5,2,2,17,266,491,36
Beta_1.2,u_297,55,313,27,1,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,5,0,0,3,4,0,1,0,0,1,1,2,3,1,0,3,1,4,1,2,5,2,0,2,7,3,1,3,18,258,487,32
Beta_1.2,u_298,60,292,36,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,1,0,2,0,1,3,2,0,0,1,2,0,0,0,4,3,4,1,1,0,1,1,2,1,4,2,1,0,3,2,0,4,7,18,255,488,42
Beta_1.2,u_299,59,304,37,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,2,1,2,2,0,5,0,2,0,1,2,0,1,1,1,4,0,0,0,2,3,1,6,2,1,1,2,0,4,6,2,20,221,508,55
Beta_1.2,u_300,52,311,47,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,4,2,0,1,0,2,0,0,0,4,1,0,2,4,0,1,2,0,0,4,1,4,2,0,0,0,5,5,3,22,198,582,43
Beta_1.2,u_301,48,279,56,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,7,0,0,1,2,0,0,0,1,0,2,2,0,1,0,0,3,3,2,0,5,0,2,2,0,3,3,6,13,223,581,32
Beta_1.2,u_302,49,286,49,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,4,5,0,0,1,1,0,0,0,1,0,2,1,0,0,1,2,1,2,2,2,1,0,1,6,4,4,5,21,217,581,42
Beta_1.2,u_303,52,274,44,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,4,0,2,0,0,0,2,3,0,1,0,1,1,0,0,0,1,0,1,3,3,3,0,4,4,1,2,4,18,238,590,27
Beta_1.2,u_304,56,267,38,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,5,1,0,1,0,1,0,0,3,0,0,0,0,1,4,1,1,1,1,0,2,3,1,1,2,2,4,8,14,258,545,31
Beta_1.2,u_305,56,262,39,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,3,5,0,1,1,0,0,1,0,0,1,2,0,0,2,0,0,3,1,1,1,1,2,4,1,0,2,1,7,16,285,509,37
Beta_1.2,u_306,72,279,38,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,3,2,5,1,6,0,0,2,0,0,3,0,2,0,0,0,1,2,0,1,1,1,2,2,2,0,3,2,2,2,24,297,492,46
Beta_1.2,u_307,58,299,31,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,4,0,1,2,3,1,0,2,6,2,0,0,3,0,1,0,2,1,2,0,0,1,5,4,1,1,7,0,18,284,494,23
Beta_1.2,u_308,58,295,36,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,1,2,4,0,1,0,0,0,0,1,1,0,2,4,1,2,0,5,5,5,0,2,3,1,1,0,5,4,4,0,13,270,497,34
Beta_1.2,u_309,60,313,33,1,0,2,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,2,0,4,0,1,4,0,1,0,0,1,0,2,2,1,1,2,1,3,0,5,6,1,1,0,3,6,4,1,5,17,245,506,36
Beta_1.2,u_310,53,331,36,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,3,2,0,1,0,0,1,0,0,3,5,1,0,2,2,0,1,2,2,3,1,1,1,2,1,3,5,3,14,253,483,36
Beta_1.2,u_311,58,286,49,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,1,1,2,2,3,0,0,3,0,2,1,0,1,0,3,2,1,0,0,2,3,4,2,1,1,2,1,3,2,4,2,22,224,494,37
Beta_1.2,u_312,51,304,49,2,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,4,2,1,0,1,0,1,0,3,0,0,0,5,1,0,3,0,0,3,1,2,4,0,1,0,3,4,3,1,24,206,581,54
Beta_1.2,u_313,49,281,55,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,5,0,1,2,0,0,0,1,0,1,2,1,1,1,0,3,2,0,1,4,1,1,2,2,0,4,4,4,12,219,584,30
Beta_1.2,u_314,50,288,51,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,5,2,0,1,1,0,0,0,0,1,1,1,0,0,0,3,1,1,1,4,0,1,0,3,4,2,5,3,26,209,590,38
Beta_1.2,u_315,52,281,43,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,4,1,0,0,0,1,4,0,1,0,1,0,1,0,0,0,1,2,1,2,2,1,4,2,5,1,3,3,15,233,589,36
Beta_1.2,u_316,53,276,40,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,6,0,0,1,0,1,0,2,1,0,0,0,0,3,3,0,2,0,0,2,2,1,3,1,1,3,6,2,17,262,559,30
Beta_1.2,u_317,54,272,44,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,2,5,1,0,1,0,1,0,0,1,0,1,1,1,0,1,2,1,1,1,1,0,5,3,0,2,0,3,6,15,286,535,33
Beta_1.2,u_318,68,280,31,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,3,2,5,4,4,0,1,0,1,2,0,2,0,1,0,2,1,1,1,0,1,0,3,1,1,4,1,1,2,2,15,272,501,51
Beta_1.2,u_319,55,301,40,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,4,1,2,2,2,0,2,4,6,0,0,0,2,0,0,3,1,1,1,1,0,2,5,2,3,3,3,2,18,285,484,34
Beta_1.2,u_320,52,317,35,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,1,3,0,1,0,0,0,0,2,0,2,2,3,0,0,4,4,9,1,1,2,2,0,2,2,3,3,3,2,22,279,496,29
Beta_1.2,u_321,60,308,32,0,1,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,1,3,0,4,1,0,1,0,0,1,1,2,1,1,1,2,2,1,3,6,3,1,0,3,6,5,1,2,2,24,236,519,37
Beta_1.2,u_322,54,313,32,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,1,0,2,3,2,1,0,1,0,0,1,0,1,4,3,0,2,2,1,0,2,3,2,0,2,1,1,2,2,4,4,3,21,253,479,45
Beta_1.2,u_323,56,301,58,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,2,2,1,3,0,3,0,1,2,0,1,0,1,2,1,0,1,1,1,7,1,0,2,3,0,0,6,3,2,3,21,217,523,37
Beta_1.2,u_324,52,301,55,2,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,3,2,1,0,2,0,0,1,3,0,0,3,1,2,2,1,0,3,1,1,3,0,1,1,1,3,4,1,5,21,214,560,48
Beta_1.2,u_325,45,304,48,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,4,0,2,0,0,0,0,1,1,1,2,0,1,1,1,2,0,0,4,1,1,3,1,0,4,3,5,3,15,225,573,25
Beta_1.2,u_326,52,274,50,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,6,0,0,1,1,0,0,0,1,1,0,0,0,0,1,2,2,1,2,1,2,0,1,3,0,3,5,2,34,204,596,21
Beta_1.2,u_327,52,274,45,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,4,1,0,0,1,4,0,1,0,1,0,1,0,0,0,0,1,2,0,1,1,2,5,2,2,5,1,2,18,240,571,40
Beta_1.2,u_328,57,265,46,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,2,6,0,1,0,1,0,0,2,0,0,0,0,3,2,1,1,0,1,1,1,2,2,1,2,1,2,3,3,21,244,570,25
Beta_1.2,u_329,54,272,40,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,5,1,1,0,0,1,0,0,1,1,0,2,0,0,1,2,1,0,0,1,4,3,2,2,0,2,2,4,20,282,512,29
Beta_1.2,u_330,66,269,32,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,1,5,6,2,0,1,0,1,2,1,1,1,0,3,1,1,0,1,1,0,1,1,3,1,3,0,1,2,3,19,277,495,25
Beta_1.2,u_331,55,301,36,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,1,0,1,3,1,4,0,0,1,3,7,2,1,0,1,0,1,2,2,1,1,0,1,2,1,3,2,2,4,2,4,15,274,497,40
Beta_1.2,u_332,50,310,36,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,0,1,3,1,0,0,0,0,2,0,2,2,1,2,0,0,5,7,3,3,1,2,1,1,2,3,2,3,3,3,28,272,486,37
Beta_1.2,u_333,57,312,32,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,3,0,6,0,0,0,0,1,1,2,1,0,1,2,2,2,2,4,2,5,0,1,3,8,3,1,1,0,25,254,493,37
Beta_1.2,u_334,57,321,27,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,1,0,1,1,2,3,0,1,0,0,0,0,1,5,1,1,2,3,1,0,3,4,1,1,1,0,2,2,1,2,4,5,1,14,258,484,41
Beta_1.2,u_335,58,296,53,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,3,0,3,0,0,1,2,3,0,0,1,1,1,5,3,1,0,3,2,0,4,5,2,1,3,17,230,511,39
