Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44
Beta_1.4,u_048,17,49,327,124,3,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,3,1,0,2,1,0,2,0,0,1,2,1,4,1,2,2,2,7,0,3,0,2,1,1,3,1,4,6,15,65,443,375,64,20
Beta_1.4,u_049,19,59,302,125,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,1,0,1,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,2,2,2,0,2,1,1,0,4,3,2,1,4,8,11,59,469,410,52,14
Beta_1.4,u_050,28,49,287,116,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5,3,1,0,1,0,1,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,1,3,1,0,0,1,3,4,3,2,3,5,10,56,530,406,55,13
Beta_1.4,u_051,25,51,271,115,5,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,2,5,1,3,0,3,2,0,0,0,1,0,0,0,2,1,1,0,2,4,1,0,0,0,2,3,2,1,1,3,1,1,0,4,2,2,3,11,69,563,371,61,5
Beta_1.4,u_052,27,61,254,120,2,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,2,7,1,0,1,0,0,0,0,1,3,1,1,3,1,2,4,1,1,1,0,1,1,0,0,1,1,0,5,1,2,3,2,1,0,1,3,16,69,550,374,37,3
Beta_1.4,u_053,29,80,258,125,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,7,5,0,0,0,2,3,1,2,2,0,0,0,1,0,2,1,0,0,0,1,3,1,2,3,2,5,5,0,0,0,1,1,1,0,4,14,62,537,362,32,8
Beta_1.4,u_054,31,70,275,118,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,9,1,2,3,0,1,0,1,1,2,3,0,2,0,0,1,1,3,0,1,2,2,0,0,1,5,0,2,1,0,1,2,2,4,4,4,16,61,505,362,43,11
Beta_1.4,u_055,26,60,300,117,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,7,5,0,1,0,3,2,2,1,3,1,0,3,4,1,0,0,0,2,2,0,5,2,1,2,0,1,1,4,5,1,2,3,2,1,5,12,65,488,335,66,16
Beta_1.4,u_056,25,62,312,135,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,2,1,2,0,2,1,3,2,2,1,0,0,4,1,3,2,2,2,0,0,0,2,3,4,3,1,2,4,1,0,5,1,3,0,0,1,3,2,2,6,1,1,11,65,482,347,78,7
Beta_1.4,u_057,16,59,340,132,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,3,1,1,4,4,2,1,2,0,0,1,0,2,2,1,1,0,5,1,1,6,2,2,1,0,1,0,3,1,3,2,4,8,3,2,5,12,63,486,354,61,11
Beta_1.4,u_058,17,54,329,133,2,1,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,2,1,2,2,1,1,0,1,1,5,0,1,1,3,6,1,0,1,2,2,1,1,3,0,2,2,1,1,1,5,3,3,8,2,4,1,14,69,467,357,78,6
Beta_1.4,u_059,18,57,314,120,3,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1,1,1,0,1,2,2,0,2,0,0,0,2,5,3,0,2,1,4,7,1,0,0,4,1,1,3,3,6,13,64,445,396,62,13
Beta_1.4,u_060,22,58,316,108,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,2,0,2,3,3,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,3,0,0,3,1,3,1,2,0,0,2,2,6,0,4,3,19,57,467,422,59,20
Beta_1.4,u_061,25,56,284,112,3,1,1,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,4,1,0,0,1,1,0,1,0,2,1,1,0,1,1,0,0,1,1,0,0,0,1,4,0,0,1,0,1,2,3,2,3,1,6,3,12,58,519,416,47,17
Beta_1.4,u_062,24,56,279,111,5,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,4,2,2,2,1,4,0,0,0,0,1,1,0,0,1,1,1,1,0,2,0,3,2,3,1,1,2,1,1,3,2,0,1,3,2,2,14,55,554,386,63,7
Beta_1.4,u_063,28,71,256,130,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,2,6,3,0,1,0,0,0,0,0,1,1,3,3,1,3,0,4,1,1,1,0,1,2,0,0,0,4,1,2,0,3,0,2,4,3,3,12,71,550,378,51,2
Beta_1.4,u_064,25,73,258,132,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,4,1,0,0,0,2,2,0,1,3,0,0,1,2,0,1,0,1,0,0,1,1,1,6,0,5,1,4,1,0,1,0,3,0,3,18,64,531,364,47,11
Beta_1.4,u_065,31,70,287,116,2,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,7,3,0,4,2,0,0,0,2,0,3,1,1,1,0,0,0,1,2,1,0,4,1,0,1,3,2,2,1,1,1,0,2,3,3,3,16,71,508,321,40,11
Beta_1.4,u_066,26,64,300,117,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,5,4,3,0,0,1,2,2,1,1,2,2,1,4,1,1,1,0,0,3,0,3,4,1,0,1,0,2,2,2,2,1,2,5,3,4,15,75,490,326,54,14
Beta_1.4,u_067,22,58,321,139,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,1,1,2,1,0,0,4,4,1,1,2,0,1,2,3,0,1,5,2,0,0,0,2,5,0,2,3,1,1,2,4,2,3,1,2,1,0,2,4,0,7,1,2,11,62,479,352,69,9
Beta_1.4,u_068,17,58,350,126,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,2,3,1,0,7,2,0,1,1,0,0,0,3,2,0,0,3,1,3,2,1,3,3,2,2,0,0,2,3,1,4,3,3,2,6,5,17,68,476,345,55,8
Beta_1.4,u_069,20,48,342,130,2,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,2,2,0,3,1,1,1,0,0,1,4,2,0,0,3,6,0,0,0,3,2,0,0,0,4,3,0,1,1,5,3,2,4,7,4,3,12,64,466,349,99,9
Beta_1.4,u_070,15,60,308,133,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0,2,2,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,1,0,3,0,3,3,3,0,0,3,5,1,0,1,3,1,0,4,6,17,68,446,388,75,15
Beta_1.4,u_071,22,58,303,122,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,2,0,2,4,2,0,3,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2,2,0,1,1,2,2,1,1,1,0,3,2,7,2,0,16,62,474,402,68,6
Beta_1.4,u_072,23,59,297,105,2,0,1,0,0,2,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4,5,0,1,0,1,0,1,0,0,1,0,2,2,0,1,1,0,0,1,2,1,1,1,1,1,0,0,2,2,0,1,2,4,3,4,2,9,60,528,415,49,17
Beta_1.4,u_073,26,56,257,117,5,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,1,2,1,2,1,2,0,1,0,0,2,0,0,1,1,0,1,0,0,1,1,1,4,6,0,0,3,1,2,1,3,1,0,3,5,9,59,546,395,60,9
Beta_1.4,u_074,26,73,246,134,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,1,2,7,1,2,0,2,0,0,0,0,1,0,2,3,3,1,2,4,2,0,1,0,1,0,2,1,2,1,0,1,1,1,0,2,1,5,5,10,65,544,383,42,3
Beta_1.4,u_075,28,68,266,129,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,4,1,0,0,0,1,1,2,0,2,2,0,1,2,0,1,0,0,1,0,1,0,2,2,4,3,3,4,1,1,1,1,1,3,4,11,64,515,367,36,12
Beta_1.4,u_076,33,64,264,114,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,8,1,3,2,3,1,1,0,2,2,3,1,1,0,1,0,0,1,1,0,2,0,2,5,1,2,3,0,2,1,0,2,3,0,1,5,12,71,512,335,49,11
Beta_1.4,u_077,26,66,303,109,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,7,2,4,0,0,0,1,0,3,1,0,1,2,1,5,0,1,1,0,1,5,1,3,0,1,1,2,2,1,2,1,2,2,4,6,3,15,61,468,330,56,15
Beta_1.4,u_078,23,65,323,140,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,1,1,1,0,0,4,5,0,0,3,0,0,1,3,3,0,2,1,4,2,1,1,0,5,0,1,3,1,1,0,4,1,5,1,1,1,1,4,3,4,1,3,15,50,474,351,68,8
Beta_1.4,u_079,18,58,350,117,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,4,0,2,1,2,7,1,0,2,0,0,0,0,4,2,0,0,1,4,3,1,1,1,2,3,4,0,0,1,5,2,3,2,1,3,6,20,59,499,322,67,8
Beta_1.4,u_080,20,48,346,133,1,0,1,0,3,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,1,3,0,0,3,1,1,1,0,0,0,4,1,2,0,1,7,1,1,1,2,0,0,1,0,5,1,1,1,2,5,2,4,3,4,8,11,56,459,336,98,11
Beta_1.4,u_081,16,59,310,134,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,1,1,1,2,0,2,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1,2,1,2,2,0,1,1,3,2,1,1,0,2,7,2,1,3,0,2,0,7,18,62,451,412,80,14
Beta_1.4,u_082,23,60,287,113,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,1,1,0,1,5,2,0,0,0,3,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,4,1,1,2,0,1,2,0,3,1,2,2,3,3,1,11,67,469,414,65,12
Beta_1.4,u_083,24,59,276,114,1,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,5,0,1,0,1,0,1,0,0,0,1,0,0,0,2,2,2,1,0,0,3,1,0,0,1,2,1,1,1,0,0,2,4,7,1,1,9,57,547,398,74,13
Beta_1.4,u_084,26,54,266,124,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,6,1,0,3,0,3,3,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,5,0,1,0,2,4,4,1,0,3,2,1,1,5,13,58,555,391,54,7
Beta_1.4,u_085,24,63,268,132,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,5,2,3,0,2,0,0,0,0,0,4,0,0,2,2,3,2,4,0,1,1,1,0,2,1,1,1,1,0,1,0,2,1,3,0,2,14,80,552,372,49,2
Beta_1.4,u_086,29,70,268,121,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,1,2,1,0,1,0,0,1,1,2,4,2,0,0,2,0,2,0,0,0,1,3,0,0,2,3,4,1,6,0,0,3,1,3,6,13,62,529,352,30,16
Beta_1.4,u_087,31,66,280,118,3,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,5,3,2,4,1,2,0,1,1,2,1,4,0,1,0,0,2,0,0,0,1,2,2,5,2,2,0,3,1,2,3,1,1,1,1,1,14,65,517,351,46,11
Beta_1.4,u_088,23,69,310,107,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,7,2,1,1,1,0,1,0,0,3,2,2,0,2,4,2,2,1,3,0,2,3,0,3,1,2,1,1,3,1,0,2,0,4,4,6,12,62,498,312,58,18
Beta_1.4,u_089,23,63,320,144,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,0,2,0,1,1,0,0,6,4,2,0,0,3,0,0,2,4,1,1,1,2,3,2,0,0,2,1,2,1,3,0,2,0,1,7,2,2,1,3,2,4,0,5,1,14,57,482,341,66,9
Beta_1.4,u_090,16,60,350,137,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,2,4,0,2,1,1,2,5,1,1,1,0,0,0,1,4,1,0,0,3,3,2,2,1,0,3,2,2,1,2,2,3,2,3,2,3,2,21,69,479,356,70,5
Beta_1.4,u_091,20,51,334,133,2,1,0,2,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,1,3,0,0,0,2,0,2,1,0,0,2,2,2,0,1,3,5,1,1,1,2,0,0,0,1,6,2,0,2,3,5,1,4,3,4,15,68,465,336,86,18
Beta_1.4,u_092,16,60,307,131,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1,3,0,0,2,2,2,0,1,0,0,0,0,0,0,3,0,1,0,0,1,2,2,2,0,2,1,0,3,1,2,0,1,4,6,1,2,2,1,1,2,21,58,446,416,76,14
Beta_1.4,u_093,25,53,300,111,2,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,1,1,0,1,4,3,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,3,2,1,1,1,0,2,1,4,0,3,0,4,5,10,56,480,426,55,9
Beta_1.4,u_094,23,65,271,109,2,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,5,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5,3,0,1,1,0,0,1,3,0,0,2,0,2,0,3,6,3,1,10,52,533,408,62,12
Beta_1.4,u_095,25,51,259,123,1,0,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,6,0,1,0,2,1,1,3,0,1,0,0,2,0,1,1,0,0,2,0,1,2,1,1,0,0,1,2,0,7,3,2,1,3,1,5,9,65,545,377,68,7
Beta_1.4,u_096,28,69,266,139,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,5,0,2,3,0,2,0,0,0,1,2,1,0,0,1,5,1,1,5,0,0,1,2,1,1,1,1,1,0,1,1,1,2,1,1,3,14,63,544,386,38,2
Beta_1.4,u_097,26,70,276,119,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,2,3,0,1,0,1,0,0,0,2,3,1,3,0,2,0,1,0,0,0,1,3,0,1,0,1,3,2,4,4,1,3,3,1,3,14,62,547,336,37,7
Beta_1.4,u_098,31,66,283,115,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,4,6,3,1,3,1,3,0,1,2,2,2,0,0,0,1,0,1,0,0,0,3,0,4,1,3,1,3,2,2,1,2,0,3,0,3,13,73,511,344,49,9
Beta_1.4,u_099,24,75,307,116,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0,7,2,1,0,1,1,0,1,0,1,3,2,2,2,2,5,1,3,1,1,2,1,3,3,1,1,2,1,1,2,1,0,1,1,4,5,8,67,484,314,57,16
Beta_1.4,u_100,18,72,341,142,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,1,2,0,0,2,0,0,0,2,7,2,0,0,2,1,0,1,3,1,2,2,1,1,2,0,2,0,2,2,0,2,2,3,3,2,1,7,0,5,1,1,4,3,5,2,16,61,463,362,57,14
Beta_1.4,u_101,16,58,355,134,2,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,3,0,1,2,1,1,2,3,2,2,0,0,0,0,2,3,1,1,1,1,3,1,2,2,0,2,3,2,2,1,2,1,1,5,2,7,14,67,455,371,81,6
Beta_1.4,u_102,21,53,320,136,1,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,2,1,1,0,1,0,2,1,1,1,1,4,1,4,1,2,1,0,1,0,2,5,4,0,3,3,1,4,2,4,14,69,486,325,87,16
Beta_1.4,u_103,14,56,318,128,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,1,6,1,0,0,1,0,0,0,0,0,1,2,0,0,2,0,1,1,3,2,0,1,1,0,3,1,1,2,2,3,2,3,3,3,1,0,12,72,435,415,77,14
Beta_1.4,u_104,27,51,304,110,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,5,3,0,0,0,0,1,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,3,3,0,1,2,0,1,2,2,4,0,3,2,6,10,62,499,419,47,8
Beta_1.4,u_105,27,56,258,120,4,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,8,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,1,2,5,0,2,1,0,0,2,0,1,3,1,1,2,2,4,2,14,59,547,405,48,13
Beta_1.4,u_106,23,58,251,116,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,6,0,1,0,1,2,0,3,1,0,2,0,0,1,0,1,1,1,0,2,1,1,1,0,0,2,1,2,2,2,1,5,4,2,1,0,9,64,531,412,71,5
Beta_1.4,u_107,23,71,266,130,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,1,0,3,2,2,0,0,0,2,1,1,1,0,1,2,4,1,2,2,1,2,1,2,1,1,0,3,0,1,1,1,1,1,1,3,10,56,564,361,47,2
Beta_1.4,u_108,23,71,269,118,1,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,2,2,0,0,1,0,0,1,1,0,2,2,0,3,0,2,1,0,0,2,1,0,2,1,0,0,1,4,2,6,4,0,4,0,4,11,68,535,349,47,5
Beta_1.4,u_109,32,66,282,109,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,5,3,2,5,1,3,0,2,0,3,0,1,2,0,0,0,1,0,1,2,0,0,1,2,1,1,3,3,2,3,1,0,3,1,3,3,18,74,509,327,42,9
Beta_1.4,u_110,25,73,316,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,1,1,0,1,5,4,0,1,1,1,0,2,2,0,0,2,1,5,1,4,3,0,2,1,0,4,2,4,5,1,0,1,2,0,0,2,0,1,2,3,14,72,488,329,51,11
Beta_1.4,u_111,21,67,328,140,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,2,5,5,0,0,0,2,1,0,1,4,2,0,4,0,0,3,0,0,2,2,1,0,1,3,1,4,3,3,5,3,2,1,3,3,6,4,10,65,479,347,50,16
Beta_1.4,u_112,13,58,353,147,1,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,2,0,1,2,2,1,2,1,0,0,0,1,3,0,4,0,0,5,1,1,1,2,0,3,3,1,0,4,1,2,1,5,5,17,67,464,356,73,8
Beta_1.4,u_113,20,50,325,124,2,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,3,1,0,0,1,1,1,0,1,3,1,2,1,3,2,1,2,0,2,4,1,4,0,2,6,2,1,5,17,59,475,348,81,22
Beta_1.4,u_114,14,60,318,123,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,1,1,5,1,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,0,4,2,0,1,0,1,3,1,0,1,3,4,0,6,2,2,1,7,71,437,424,59,7
Beta_1.4,u_115,27,57,286,117,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,1,0,0,3,0,2,1,0,1,2,1,1,1,4,3,3,0,3,9,60,521,411,59,11
Beta_1.4,u_116,30,59,270,125,3,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,8,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,2,0,2,4,2,0,0,1,2,1,1,2,2,1,0,5,2,13,61,529,403,55,10
Beta_1.4,u_117,25,57,248,123,2,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,1,0,0,3,6,0,1,0,0,1,2,2,2,1,2,0,0,0,1,0,2,2,0,1,1,1,0,0,1,0,3,3,0,2,1,2,2,4,4,1,12,65,538,404,59,5
Beta_1.4,u_118,23,70,268,129,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,4,1,2,0,1,1,0,0,1,2,1,1,1,2,2,4,1,0,4,1,0,0,2,1,1,2,2,1,1,0,2,0,12,62,560,355,63,3
Beta_1.4,u_119,27,69,274,121,2,0,0,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,2,2,0,0,1,0,1,1,0,0,2,0,2,3,0,2,0,1,2,0,0,1,1,1,0,1,2,3,5,3,2,4,1,2,16,61,538,324,54,5
