Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38
Beta_1.4,u_213,39,49,405,24,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,1,0,2,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,7,1,0,0,1,2,1,2,0,1,4,3,1,5,1,22,184,710,117,18
Beta_1.4,u_214,36,74,357,18,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,3,7,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,2,0,2,0,1,3,9,3,0,3,4,18,203,736,119,13
Beta_1.4,u_215,33,73,348,21,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,5,6,1,3,0,0,0,2,3,0,0,1,0,1,2,0,1,1,1,0,1,2,1,2,0,2,2,3,3,2,1,1,21,181,757,97,8
Beta_1.4,u_216,32,85,345,29,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,5,1,0,2,3,1,0,0,3,0,2,2,1,0,1,0,6,5,0,2,0,1,1,3,0,1,2,1,1,1,2,14,192,758,82,3
Beta_1.4,u_217,37,88,344,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,1,1,1,1,0,2,1,0,1,6,1,0,0,0,3,1,0,3,1,2,1,1,6,4,3,2,7,31,190,741,61,5
Beta_1.4,u_218,45,79,355,23,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,6,4,1,6,4,1,0,1,0,0,0,2,2,0,1,1,0,0,4,1,2,2,5,4,1,0,0,5,0,11,20,185,700,63,10
Beta_1.4,u_219,30,86,395,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,1,6,0,2,2,1,0,0,0,2,7,3,4,3,2,8,2,1,1,2,0,0,3,1,3,0,2,1,1,3,2,4,26,183,637,102,24
Beta_1.4,u_220,35,68,437,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,3,0,0,0,1,1,1,0,5,4,0,0,4,2,0,1,0,0,0,4,1,2,0,1,1,0,3,6,3,5,2,2,8,2,3,3,1,1,5,19,186,646,109,23
Beta_1.4,u_221,28,78,437,29,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,2,4,1,0,1,2,0,2,0,0,4,1,1,0,3,2,1,1,0,1,1,2,4,2,1,1,1,2,1,8,5,8,21,192,632,120,10
Beta_1.4,u_222,23,70,435,25,0,3,0,1,1,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,1,4,0,0,0,0,1,1,1,2,0,2,1,0,0,4,1,4,0,0,2,5,1,0,4,4,1,1,2,2,2,9,27,192,632,136,29
Beta_1.4,u_223,20,71,434,19,3,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,2,2,0,0,0,1,0,1,2,2,1,0,0,0,0,1,1,2,3,2,2,2,3,0,0,3,1,2,0,0,8,3,27,182,660,127,19
Beta_1.4,u_224,41,48,390,30,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2,0,1,0,1,5,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,3,2,1,1,2,2,0,1,2,4,1,3,4,5,17,183,735,118,24
Beta_1.4,u_225,31,77,354,23,1,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,3,7,0,0,1,2,0,1,0,0,0,0,0,2,0,0,2,1,0,1,1,1,2,0,0,2,0,3,7,3,2,4,18,202,755,104,15
Beta_1.4,u_226,32,78,343,18,0,1,2,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,5,5,2,1,2,0,0,0,3,4,0,0,1,1,1,2,0,1,1,2,1,1,1,1,0,4,2,3,3,2,0,2,25,186,764,107,7
Beta_1.4,u_227,34,88,332,19,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,5,1,0,0,3,4,0,0,2,2,0,2,1,0,3,1,2,3,7,0,1,0,1,1,3,0,1,4,0,1,2,17,186,762,87,4
Beta_1.4,u_228,38,90,346,19,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,0,0,2,1,1,0,0,1,1,0,1,0,7,1,0,1,2,1,0,1,3,0,4,1,0,5,9,3,2,23,194,709,80,5
Beta_1.4,u_229,43,79,362,15,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,5,1,4,1,7,1,0,2,0,0,0,1,2,1,1,0,0,1,1,3,2,3,0,5,4,0,1,3,2,5,27,186,693,71,11
Beta_1.4,u_230,28,84,395,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0,0,1,6,0,0,4,1,0,0,0,1,5,2,4,3,0,8,3,1,0,4,0,2,1,1,2,2,0,1,2,0,4,4,23,180,641,108,13
Beta_1.4,u_231,36,65,437,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,1,0,0,0,2,0,2,1,5,2,2,0,4,1,1,0,0,1,1,1,4,1,2,0,1,0,0,6,4,0,6,0,5,6,2,2,4,4,4,29,186,654,112,18
Beta_1.4,u_232,25,84,433,26,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,2,4,1,2,1,0,4,1,1,0,2,3,1,0,2,4,1,1,0,1,2,2,2,3,2,4,1,0,0,4,8,7,23,186,647,122,12
Beta_1.4,u_233,25,70,447,25,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,3,0,0,0,0,1,3,1,1,1,1,1,1,4,2,1,1,0,0,4,2,1,2,7,3,1,2,2,1,9,25,197,626,112,28
Beta_1.4,u_234,23,72,421,20,1,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,1,0,1,0,0,1,3,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,1,4,1,2,1,1,3,0,1,4,1,1,0,7,6,18,183,665,130,21
Beta_1.4,u_235,40,53,382,22,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,2,0,1,0,0,2,5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,4,1,1,2,2,1,0,2,3,7,1,6,19,178,714,106,21
Beta_1.4,u_236,33,71,350,19,2,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,5,3,0,0,1,2,0,0,0,0,0,1,0,1,0,0,3,0,1,1,1,1,1,0,1,2,4,1,4,3,6,25,199,759,106,13
Beta_1.4,u_237,29,84,336,22,0,1,2,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,6,5,2,0,3,0,1,0,1,2,3,0,0,0,1,3,0,1,0,0,3,1,1,1,2,2,2,5,0,1,1,5,21,186,762,96,13
Beta_1.4,u_238,41,80,352,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3,5,0,1,0,0,4,2,0,2,2,0,1,2,2,0,3,1,1,0,8,0,1,0,1,3,1,2,0,2,0,3,18,181,772,85,5
Beta_1.4,u_239,36,92,342,17,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,1,2,1,0,0,0,1,1,0,1,0,6,3,0,0,3,0,0,3,1,1,4,2,2,5,7,3,28,190,726,69,2
Beta_1.4,u_240,43,78,376,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,3,2,4,2,7,1,1,1,1,0,1,0,1,4,0,1,0,1,0,4,0,2,2,1,5,4,0,3,3,1,29,183,692,69,11
Beta_1.4,u_241,28,83,388,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,1,0,0,0,7,0,1,1,4,0,1,0,0,2,5,1,6,1,2,6,2,1,3,3,1,0,2,0,2,3,0,2,2,2,4,15,181,642,101,8
Beta_1.4,u_242,34,64,436,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,1,0,0,0,2,0,1,2,4,1,3,2,0,5,0,1,0,0,2,1,2,4,1,2,0,0,0,2,7,1,3,3,2,7,2,3,6,4,4,27,200,642,98,14
Beta_1.4,u_243,23,79,450,26,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,2,3,3,1,0,1,3,0,2,0,4,0,1,0,4,2,1,2,1,2,1,0,3,7,0,2,0,0,0,10,3,34,186,637,115,14
Beta_1.4,u_244,22,66,437,27,2,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,3,0,2,0,0,0,1,0,4,0,1,1,2,3,0,3,2,0,1,0,2,2,3,1,5,3,3,1,2,2,4,33,191,626,123,26
Beta_1.4,u_245,22,69,416,21,1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,2,0,3,2,1,2,0,3,1,2,4,0,2,4,5,24,191,671,126,23
Beta_1.4,u_246,42,54,395,17,2,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,2,4,2,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,2,1,2,3,1,1,1,2,1,1,7,1,1,20,178,726,107,17
Beta_1.4,u_247,36,67,350,23,1,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,6,1,2,0,0,3,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,2,2,1,0,2,1,2,4,2,9,27,206,751,98,10
Beta_1.4,u_248,27,88,334,27,1,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,3,8,2,0,2,1,1,0,1,1,0,4,0,0,0,1,4,0,0,1,1,2,2,2,1,1,4,2,1,0,1,7,21,188,757,110,15
Beta_1.4,u_249,41,85,362,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,5,0,1,0,0,0,4,2,1,2,1,0,3,2,0,3,2,1,0,0,7,1,1,0,2,5,0,0,0,1,4,24,195,753,96,6
Beta_1.4,u_250,37,89,348,21,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,0,2,2,0,0,0,0,1,0,1,1,2,4,2,0,2,1,1,1,2,1,3,4,3,1,6,7,20,197,719,74,4
Beta_1.4,u_251,41,81,370,19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,7,0,5,2,2,5,3,1,2,1,1,1,0,1,1,4,0,1,0,2,0,3,1,1,1,3,4,3,2,3,2,25,176,690,61,14
Beta_1.4,u_252,28,87,407,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,7,0,1,1,3,2,1,0,1,0,4,4,2,2,1,5,3,0,4,3,3,2,0,0,2,3,1,3,0,0,3,14,183,653,107,9
Beta_1.4,u_253,32,69,436,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,1,0,0,0,0,2,1,1,1,5,1,4,0,0,4,1,0,1,1,0,2,1,2,4,2,0,1,0,0,4,5,0,3,2,5,4,5,5,6,3,13,203,634,98,11
Beta_1.4,u_254,24,87,440,20,0,1,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,1,2,4,1,1,1,1,2,2,0,1,1,3,0,1,0,6,1,1,3,0,2,2,1,2,5,2,0,0,1,3,10,26,197,652,115,17
Beta_1.4,u_255,21,71,442,24,1,1,2,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,3,0,0,1,0,0,1,0,0,4,0,4,0,2,1,1,4,1,0,1,1,3,1,3,2,6,1,2,2,1,4,22,197,622,120,29
Beta_1.4,u_256,24,65,414,26,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,0,0,2,0,0,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,1,0,3,1,2,1,0,3,3,4,2,1,4,5,21,194,685,102,22
Beta_1.4,u_257,41,61,396,20,3,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,6,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,2,1,4,1,3,2,18,176,740,100,15
Beta_1.4,u_258,41,65,349,25,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,7,0,3,0,0,0,4,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,1,3,2,1,0,4,0,4,4,25,212,747,95,11
Beta_1.4,u_259,29,90,325,22,2,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,3,8,0,1,1,2,0,1,1,1,0,0,4,0,0,0,2,4,1,1,1,1,2,2,1,3,2,0,2,2,1,3,23,187,759,100,15
Beta_1.4,u_260,38,82,353,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,5,0,0,1,0,0,1,4,2,1,2,1,0,4,2,0,1,1,2,1,1,3,3,2,1,1,5,0,0,0,8,23,200,736,96,8
Beta_1.4,u_261,36,92,350,25,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,3,4,0,0,1,3,0,0,0,0,1,0,0,1,1,1,4,3,1,3,0,0,4,2,0,2,6,3,2,10,16,189,721,73,4
Beta_1.4,u_262,38,82,387,21,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,4,7,0,4,1,3,3,5,0,0,3,3,1,1,1,1,0,4,1,1,0,2,1,1,0,1,3,1,6,3,3,5,26,173,706,68,15
Beta_1.4,u_263,32,89,405,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,1,7,0,1,0,2,3,2,1,0,0,2,5,1,2,2,4,4,1,0,6,2,5,0,1,1,0,6,1,0,0,4,20,188,642,111,10
Beta_1.4,u_264,37,64,438,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,2,5,0,4,2,0,2,4,0,1,1,1,0,1,1,3,3,3,0,0,0,0,7,3,3,2,4,6,2,3,8,5,19,197,635,106,12
Beta_1.4,u_265,24,79,444,23,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,3,1,3,2,0,1,2,3,0,0,2,1,2,0,1,5,2,1,1,2,3,1,0,2,1,5,2,0,1,0,13,28,201,655,100,16
Beta_1.4,u_266,18,72,451,20,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,3,0,1,0,2,0,0,1,0,1,5,0,2,0,2,1,3,3,0,0,2,1,3,1,3,4,3,1,1,3,7,24,194,622,120,31
Beta_1.4,u_267,29,58,412,22,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,4,0,2,3,2,0,1,3,1,2,0,2,2,3,6,0,2,2,24,186,704,113,18
Beta_1.4,u_268,34,55,374,30,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,5,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,0,1,4,2,3,4,3,1,1,3,22,182,744,109,9
Beta_1.4,u_269,38,58,355,22,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,7,1,0,3,0,0,0,4,0,0,0,0,2,1,0,2,1,0,2,0,0,0,1,3,2,0,2,1,3,3,6,25,208,756,78,12
Beta_1.4,u_270,29,90,343,22,1,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,5,4,2,0,2,1,1,0,1,1,0,0,2,2,1,0,2,5,0,1,2,0,1,5,3,1,0,1,1,1,5,26,190,753,111,15
Beta_1.4,u_271,42,73,353,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,5,0,0,1,0,0,2,0,2,5,1,1,1,2,3,0,1,0,1,1,0,1,3,5,1,0,1,5,0,2,2,28,201,741,100,8
Beta_1.4,u_272,39,89,359,22,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,1,3,2,0,1,0,3,0,0,0,0,1,0,0,0,3,0,3,3,4,1,2,2,2,1,2,1,4,2,4,23,184,739,76,7
Beta_1.4,u_273,36,85,361,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,4,7,0,1,4,2,3,5,1,1,0,3,5,1,0,2,0,1,3,1,1,1,0,2,0,2,0,3,2,6,5,3,23,189,684,71,19
Beta_1.4,u_274,33,83,402,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,2,0,8,0,1,0,2,2,2,1,1,0,0,5,1,2,1,4,6,3,2,0,3,4,3,1,2,1,1,3,1,0,4,21,186,657,110,15
Beta_1.4,u_275,36,65,434,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,5,1,1,4,0,0,6,1,1,0,2,0,0,1,2,3,4,1,0,0,0,4,5,3,1,6,8,2,4,2,8,16,181,620,115,11
Beta_1.4,u_276,23,89,445,28,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2,3,1,3,1,1,0,2,3,2,0,1,1,3,0,1,1,7,2,1,1,2,0,3,0,2,3,4,1,2,1,11,26,197,650,101,22
Beta_1.4,u_277,17,65,449,19,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,2,1,1,0,2,0,0,2,1,2,0,3,1,1,0,2,2,3,2,2,1,0,4,1,1,2,8,1,0,3,4,27,185,639,110,29
Beta_1.4,u_278,30,59,418,23,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,4,0,1,1,3,0,1,1,3,4,4,4,1,3,30,182,700,102,27
Beta_1.4,u_279,34,64,380,18,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,6,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,2,1,2,4,3,3,4,0,1,7,17,181,727,109,11
Beta_1.4,u_280,38,59,363,22,1,1,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,7,1,0,0,2,0,0,2,2,0,1,0,2,0,1,1,1,0,1,1,0,0,3,0,2,2,2,1,3,0,5,23,195,751,93,12
Beta_1.4,u_281,29,87,342,22,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,2,5,2,3,0,1,2,0,1,1,0,1,0,0,1,3,3,1,2,4,0,0,1,3,2,2,1,1,0,2,2,4,21,196,754,98,18
Beta_1.4,u_282,43,78,353,21,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,4,1,0,0,1,0,0,2,1,2,4,1,1,2,2,1,0,1,0,1,2,0,2,2,2,3,0,3,3,1,6,25,194,761,78,6
Beta_1.4,u_283,41,87,368,20,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,1,1,4,0,1,0,0,3,0,0,0,0,1,0,0,0,3,0,2,5,5,2,0,2,3,0,3,1,3,2,23,187,735,72,6
Beta_1.4,u_284,34,83,389,15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,3,9,0,0,4,3,0,5,3,0,1,1,2,3,2,1,2,0,1,4,1,0,0,1,3,1,0,2,4,1,6,5,28,191,664,73,23
Beta_1.4,u_285,33,81,401,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,0,1,0,0,3,8,0,1,0,1,2,2,3,0,0,0,0,6,1,2,1,9,4,0,0,1,2,5,4,2,3,0,0,4,1,2,30,184,663,93,20
Beta_1.4,u_286,34,68,433,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,5,2,1,2,2,0,3,5,0,0,1,1,0,1,1,1,4,4,0,1,0,0,7,2,3,3,10,6,0,1,3,27,182,620,128,9
Beta_1.4,u_287,22,84,436,30,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,2,4,1,0,2,1,1,2,2,1,3,1,0,2,2,0,2,5,6,0,0,0,2,2,2,2,1,4,8,0,1,4,27,175,661,105,26
Beta_1.4,u_288,15,66,435,32,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,2,1,0,1,0,2,1,3,1,1,0,1,3,1,0,2,4,3,0,3,2,1,0,4,0,2,6,4,0,1,3,26,186,647,112,18
Beta_1.4,u_289,33,58,412,22,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,3,1,2,3,2,0,0,4,1,1,2,6,2,4,2,1,34,180,721,96,21
Beta_1.4,u_290,32,66,380,22,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,5,1,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,5,1,1,5,3,3,2,1,5,21,177,745,101,6
Beta_1.4,u_291,34,57,357,30,1,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,7,1,0,0,0,1,0,0,3,0,1,1,3,0,0,1,0,1,0,0,1,1,0,4,2,2,2,2,0,3,7,21,191,742,106,10
Beta_1.4,u_292,31,81,355,22,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,2,4,1,4,3,0,3,0,1,0,1,0,1,0,1,3,2,1,1,2,2,1,1,3,3,0,1,1,1,2,2,2,22,190,753,92,14
Beta_1.4,u_293,45,76,358,23,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,2,0,0,1,0,0,1,2,0,3,5,2,1,1,2,0,1,0,2,0,1,0,1,3,2,2,0,6,4,5,26,194,761,81,8
Beta_1.4,u_294,46,88,361,19,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,11,0,0,1,2,1,0,0,0,3,0,0,0,0,1,0,0,1,1,5,0,6,5,0,1,3,2,1,2,0,6,24,192,733,61,4
