Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38
Beta_1.2,u_118,41,178,173,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,3,0,1,1,3,0,5,2,1,0,1,0,1,0,0,1,3,2,1,0,1,1,1,1,0,4,5,2,1,8,5,1,9,45,432,295,31
Beta_1.2,u_119,40,184,172,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,0,0,5,1,4,0,0,0,1,2,1,0,2,1,2,1,3,5,1,2,1,1,0,2,0,0,0,3,1,1,0,1,3,2,7,51,430,353,23
Beta_1.2,u_120,32,189,181,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,4,2,1,0,1,0,0,0,2,5,1,0,0,1,1,1,1,1,1,3,0,2,2,1,6,3,1,0,1,1,3,2,3,49,489,323,26
Beta_1.2,u_121,33,191,167,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,2,0,1,2,1,0,1,0,1,0,0,1,0,0,0,0,1,6,0,2,1,1,2,4,1,0,1,4,5,4,4,12,50,507,309,20
Beta_1.2,u_122,32,189,143,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,5,1,2,0,0,1,1,0,1,0,1,0,0,3,0,0,1,0,2,0,1,3,1,1,4,2,2,6,3,3,2,3,9,40,524,274,19
Beta_1.2,u_123,44,191,124,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,6,3,0,0,1,0,0,0,2,1,0,0,0,2,2,0,1,0,4,0,0,3,0,0,2,1,4,3,1,4,3,7,38,512,268,23
Beta_1.2,u_124,56,197,122,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,2,3,4,0,1,0,0,0,2,4,3,1,0,0,0,1,0,0,0,5,1,0,0,0,1,2,0,1,1,2,1,3,3,8,42,519,248,32
Beta_1.2,u_125,45,237,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,2,2,2,3,7,2,1,0,0,0,1,0,1,0,0,0,1,1,4,2,0,0,0,0,2,2,1,1,7,2,1,1,3,7,35,511,278,24
Beta_1.2,u_126,37,245,118,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,1,2,1,1,0,0,0,1,0,3,1,8,1,0,3,0,1,0,0,0,0,0,1,1,1,2,2,6,4,0,2,2,3,7,53,506,274,16
Beta_1.2,u_127,36,227,134,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,4,5,1,1,0,0,0,1,0,0,0,0,1,2,2,2,2,3,5,5,2,3,2,1,0,3,1,1,1,1,1,4,51,470,281,14
Beta_1.2,u_128,38,209,166,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,1,0,1,3,3,1,0,6,1,1,2,3,2,0,2,2,1,2,2,1,2,1,2,3,2,8,1,2,1,4,48,473,261,23
Beta_1.2,u_129,46,167,175,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,2,1,3,3,1,0,0,0,0,2,0,1,0,2,1,2,0,5,3,2,0,7,0,3,0,3,3,0,0,4,1,3,2,3,7,52,426,319,21
Beta_1.2,u_130,43,182,170,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,3,0,2,2,1,4,0,2,1,1,0,1,0,0,0,1,4,1,1,2,1,1,1,1,4,3,1,1,8,4,1,3,8,42,427,304,30
Beta_1.2,u_131,42,181,171,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,2,0,1,5,4,0,0,0,1,0,1,0,3,0,2,2,2,3,0,2,0,3,0,1,1,0,0,1,4,0,0,2,2,0,2,8,36,438,356,25
Beta_1.2,u_132,31,188,178,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,5,1,0,1,0,0,1,1,5,1,1,0,0,1,1,0,1,0,2,2,0,3,0,7,1,2,0,1,0,2,2,1,9,42,462,332,26
Beta_1.2,u_133,35,176,169,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,1,1,0,3,0,1,0,1,0,0,1,0,0,1,0,1,5,1,2,0,1,2,2,2,2,1,2,2,4,5,7,9,46,501,304,22
Beta_1.2,u_134,35,185,148,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5,2,0,0,0,2,0,1,0,1,0,0,4,0,1,0,0,1,1,0,2,2,1,2,3,3,6,1,3,4,2,2,5,44,535,272,18
Beta_1.2,u_135,43,201,132,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,8,1,0,1,0,0,0,1,0,0,0,0,2,0,1,1,1,2,1,0,3,2,0,1,1,2,2,3,4,2,2,7,47,508,269,23
Beta_1.2,u_136,57,184,122,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,3,4,0,1,0,0,0,4,3,1,1,1,0,1,0,0,1,3,0,1,0,0,1,1,1,0,1,3,0,0,6,2,7,43,520,261,31
Beta_1.2,u_137,46,235,107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,3,1,0,2,2,3,6,1,3,0,0,0,0,0,2,0,0,0,1,1,3,2,1,0,0,0,1,1,1,3,5,2,1,1,1,2,2,41,520,255,24
Beta_1.2,u_138,32,257,106,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,1,2,2,6,1,1,2,0,1,1,0,0,0,1,0,0,0,2,2,4,5,2,1,1,4,3,8,59,501,262,18
Beta_1.2,u_139,33,233,146,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,4,5,1,0,0,0,1,0,0,0,0,1,0,1,2,4,2,4,5,1,4,2,1,1,2,1,1,3,0,1,2,4,49,459,293,19
Beta_1.2,u_140,36,215,158,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,1,3,0,1,0,3,3,3,3,2,0,1,2,2,2,1,2,1,1,5,0,1,3,1,1,2,2,6,4,1,3,0,8,49,450,274,30
Beta_1.2,u_141,43,174,183,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,2,2,3,1,0,0,0,1,1,0,0,3,0,0,4,3,3,2,1,7,0,2,1,3,2,1,0,1,1,4,2,3,1,5,48,452,299,18
Beta_1.2,u_142,49,171,173,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,1,2,2,0,3,3,0,1,2,1,1,0,1,0,0,2,3,0,0,1,3,1,1,2,3,3,3,0,8,4,2,4,2,5,39,405,306,28
Beta_1.2,u_143,41,190,183,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,4,5,0,0,1,0,0,1,2,0,0,3,2,4,0,1,2,1,0,2,2,0,0,1,1,3,0,1,3,0,0,6,9,45,429,360,16
Beta_1.2,u_144,32,200,178,3,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,5,1,0,0,0,0,0,5,0,1,1,0,1,0,1,1,0,2,1,0,3,1,3,1,2,4,0,1,1,1,0,3,9,43,464,338,24
Beta_1.2,u_145,38,192,163,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,4,2,0,3,1,1,0,1,0,0,1,0,0,0,1,1,4,1,1,1,0,1,2,2,1,1,4,1,1,5,5,3,9,53,495,308,20
Beta_1.2,u_146,38,176,143,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,5,3,0,0,2,0,0,1,1,0,0,3,1,1,0,0,1,1,0,1,1,0,2,3,2,7,1,2,2,3,4,2,2,42,504,293,12
Beta_1.2,u_147,40,187,143,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,4,1,0,1,0,0,2,2,0,0,0,2,0,0,0,2,2,1,0,3,2,1,1,0,2,2,1,4,2,4,3,12,34,533,249,28
Beta_1.2,u_148,55,204,112,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,2,3,4,1,0,0,0,3,1,2,1,0,1,1,1,0,0,2,2,1,0,1,1,1,0,0,2,3,0,0,4,3,2,7,38,515,264,28
Beta_1.2,u_149,45,239,101,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,1,0,2,3,3,5,2,2,0,0,0,0,1,0,1,0,1,1,3,1,1,1,0,0,1,1,1,1,4,3,1,0,2,3,1,7,43,516,259,23
Beta_1.2,u_150,36,255,109,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,3,2,3,3,2,1,0,0,0,1,1,0,1,0,0,0,1,0,2,6,4,2,0,2,5,4,9,46,488,279,12
Beta_1.2,u_151,35,237,137,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,6,4,0,1,0,0,1,0,0,0,0,1,0,0,2,3,2,4,4,1,3,2,2,2,1,1,1,3,0,2,0,4,7,50,479,270,19
Beta_1.2,u_152,31,214,159,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,2,3,0,0,3,3,3,2,3,0,1,1,1,2,2,2,0,1,5,0,3,2,0,1,5,2,2,6,3,2,2,0,7,41,450,279,40
Beta_1.2,u_153,43,177,172,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,1,3,2,0,0,0,0,2,0,0,1,0,1,2,5,3,2,3,3,0,4,1,3,2,0,2,0,0,3,1,3,2,2,10,46,450,308,15
Beta_1.2,u_154,45,189,173,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,2,1,2,0,2,2,0,4,0,1,0,2,0,0,2,1,2,0,0,1,1,1,2,4,3,4,2,4,0,4,4,2,3,5,51,405,298,30
Beta_1.2,u_155,40,189,192,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1,1,9,0,0,0,1,0,1,2,0,0,3,0,2,1,2,4,0,1,0,3,1,0,1,1,2,1,2,1,0,1,5,3,8,53,427,369,20
Beta_1.2,u_156,31,187,178,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,0,2,0,0,2,0,2,1,0,2,2,2,1,0,4,2,1,0,2,0,1,3,7,44,452,349,25
Beta_1.2,u_157,38,184,155,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,2,0,4,1,0,1,0,0,1,0,0,0,0,3,2,0,2,1,0,1,1,1,2,2,2,2,1,5,3,3,4,7,44,494,325,30
Beta_1.2,u_158,40,176,157,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,4,3,0,1,1,0,1,1,0,0,3,1,1,0,1,0,0,0,2,1,0,0,0,3,9,1,2,2,3,2,1,4,5,45,516,304,12
Beta_1.2,u_159,40,183,140,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,1,1,0,0,1,2,0,0,1,2,0,0,0,1,2,1,0,3,2,1,2,1,2,0,2,3,2,2,4,3,9,44,533,256,21
Beta_1.2,u_160,55,182,119,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,3,5,0,0,0,1,3,0,2,0,1,1,1,0,1,2,1,0,0,1,1,3,0,0,0,4,1,0,4,2,3,1,10,47,513,272,30
Beta_1.2,u_161,45,230,102,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,1,2,4,5,3,2,0,1,0,0,1,0,0,1,1,1,2,1,1,0,1,0,1,2,0,0,2,5,1,0,1,3,2,0,13,37,532,254,31
Beta_1.2,u_162,40,248,113,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,4,0,0,0,0,3,2,2,4,3,0,2,0,0,0,0,1,2,0,0,0,1,0,1,4,1,4,2,2,3,3,3,7,49,495,254,12
Beta_1.2,u_163,39,240,130,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,3,6,1,0,0,1,0,0,0,0,1,0,0,1,3,2,4,5,3,2,4,1,2,1,2,0,2,2,1,1,2,5,8,45,488,258,17
Beta_1.2,u_164,33,232,145,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,3,2,0,1,2,3,3,2,0,1,1,0,1,1,4,0,2,2,2,2,1,3,0,5,3,1,6,2,2,6,0,0,5,46,453,269,33
Beta_1.2,u_165,40,181,178,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,4,2,0,0,0,1,1,1,1,0,1,1,4,2,2,6,1,0,2,0,5,2,1,2,0,0,3,0,2,3,0,5,8,48,457,306,18
Beta_1.2,u_166,43,183,182,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,2,2,1,2,1,0,3,1,1,0,1,0,1,2,1,0,3,1,1,0,0,4,2,3,2,4,4,1,2,4,3,2,3,6,46,413,299,41
Beta_1.2,u_167,44,182,174,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,2,9,0,0,1,0,1,2,0,0,0,2,1,1,1,3,1,1,1,1,2,0,2,1,1,2,2,2,0,0,4,4,3,10,47,412,370,17
Beta_1.2,u_168,32,188,176,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,5,0,0,0,1,5,0,0,0,1,1,0,1,2,0,2,1,0,0,2,2,1,1,3,1,2,1,1,1,0,2,3,6,36,460,337,27
Beta_1.2,u_169,35,179,168,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,3,2,3,2,0,1,0,0,0,0,0,0,1,3,3,0,1,2,0,1,1,0,0,2,3,2,0,2,6,1,2,4,8,45,480,323,29
Beta_1.2,u_170,40,189,143,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,7,1,1,2,0,0,2,0,0,4,0,3,0,1,0,0,0,1,1,1,0,0,2,7,2,3,2,4,1,2,1,2,7,41,522,294,17
Beta_1.2,u_171,44,189,155,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,3,1,0,0,0,2,0,0,1,1,1,0,0,0,2,1,1,3,1,2,2,1,2,0,3,2,1,0,3,5,9,3,47,517,254,22
Beta_1.2,u_172,50,203,116,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,3,5,0,0,1,3,0,0,2,0,1,1,1,0,0,3,0,0,0,1,3,0,1,0,4,0,1,3,1,5,0,4,5,40,506,273,16
Beta_1.2,u_173,47,221,115,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,3,2,1,4,6,3,1,1,0,1,1,0,0,0,1,2,2,1,0,1,1,1,2,1,0,0,0,4,0,2,0,2,2,2,0,10,38,529,246,29
Beta_1.2,u_174,36,244,102,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,4,0,0,0,1,5,2,1,4,2,2,0,0,0,0,0,1,2,0,0,1,1,0,3,0,3,3,3,5,2,1,4,9,53,505,260,14
Beta_1.2,u_175,42,238,134,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,2,6,2,1,0,1,0,0,0,0,1,0,0,1,2,3,2,3,4,3,5,1,0,1,4,1,1,0,1,3,1,3,4,7,55,472,266,18
Beta_1.2,u_176,37,223,142,2,0,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,4,2,1,0,4,0,4,0,1,0,0,0,2,1,2,3,1,0,2,3,2,2,3,3,2,3,3,3,5,1,1,1,5,45,460,253,26
Beta_1.2,u_177,40,183,176,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,2,0,1,4,2,0,0,1,0,3,0,1,1,1,2,2,2,6,2,0,0,2,3,2,3,1,1,1,2,0,1,1,2,3,4,8,47,452,283,24
Beta_1.2,u_178,44,183,169,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,2,3,0,2,1,1,2,2,0,0,1,0,1,2,1,2,1,0,1,1,1,2,4,2,2,5,2,0,3,5,4,2,1,9,33,419,300,29
Beta_1.2,u_179,48,189,163,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,3,7,0,1,0,1,1,1,0,0,2,1,0,2,2,1,2,0,0,2,2,2,0,2,1,3,0,1,2,0,2,5,6,9,41,406,379,21
Beta_1.2,u_180,30,188,191,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,5,0,0,0,6,1,0,0,0,0,2,0,1,2,2,1,0,0,1,2,0,1,3,1,2,0,1,3,0,2,2,1,7,38,444,340,21
Beta_1.2,u_181,34,194,162,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,4,1,3,2,1,0,0,0,0,0,0,0,4,3,0,1,0,1,1,2,0,0,1,2,3,1,0,3,3,2,2,2,9,42,479,327,36
Beta_1.2,u_182,43,163,142,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,4,1,3,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,0,1,1,2,6,0,1,4,4,3,2,0,2,4,8,42,492,315,11
Beta_1.2,u_183,41,180,134,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,3,2,0,0,2,0,0,1,0,2,0,0,0,2,0,0,4,2,2,1,0,2,2,1,1,3,0,1,3,9,2,9,33,528,261,23
Beta_1.2,u_184,50,182,129,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,4,4,0,1,3,0,0,0,1,3,0,0,0,2,2,0,1,1,0,2,0,1,0,4,1,0,1,4,4,1,2,1,9,46,507,281,13
Beta_1.2,u_185,50,220,112,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,0,1,4,7,4,0,1,0,1,0,1,0,1,1,2,2,0,1,0,1,3,1,0,0,0,3,1,0,0,3,2,1,1,5,6,49,506,257,36
Beta_1.2,u_186,38,255,98,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,4,0,0,1,3,3,1,4,3,3,0,0,0,0,0,1,0,1,1,1,1,0,3,0,1,2,3,5,3,1,0,7,3,55,501,271,13
Beta_1.2,u_187,44,229,128,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,1,2,6,2,0,1,0,0,1,0,0,1,0,1,2,3,2,1,3,4,5,1,1,0,1,3,3,1,0,0,3,3,5,3,3,58,472,289,24
Beta_1.2,u_188,35,231,145,1,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,2,3,0,3,1,5,0,0,1,0,0,1,0,2,3,2,1,2,1,3,3,2,2,5,1,5,3,3,1,0,3,1,5,54,475,266,21
Beta_1.2,u_189,39,197,160,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,2,0,2,3,2,0,0,1,0,2,1,0,0,1,3,2,5,1,1,1,3,2,3,1,1,2,3,1,0,1,1,1,1,5,4,7,54,441,272,29
Beta_1.2,u_190,44,180,182,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,2,0,2,2,0,1,0,3,1,1,0,1,0,1,0,1,2,4,1,0,1,0,1,2,3,4,3,0,1,2,4,4,3,1,4,4,48,426,293,37
Beta_1.2,u_191,49,182,164,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,4,2,0,1,0,0,3,0,0,0,1,0,0,4,0,2,0,1,2,0,2,1,1,2,3,3,0,1,0,1,3,4,6,3,52,420,333,23
Beta_1.2,u_192,35,191,172,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,5,0,0,3,3,0,0,0,0,1,1,1,0,3,2,0,0,0,2,0,1,1,3,1,1,0,2,1,3,0,1,6,5,43,439,365,10
Beta_1.2,u_193,34,189,162,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,4,4,1,1,0,0,0,0,0,0,0,4,3,0,0,1,1,0,2,1,0,1,1,3,0,1,2,2,1,2,5,2,4,47,474,321,35
Beta_1.2,u_194,41,175,159,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,3,2,2,0,0,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,2,6,3,0,2,2,4,5,1,1,0,6,3,39,497,317,14
Beta_1.2,u_195,42,184,139,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,3,1,0,0,2,0,1,0,2,0,0,0,1,0,0,3,1,3,1,0,1,1,2,2,1,0,1,2,7,6,2,6,43,533,258,20
Beta_1.2,u_196,50,197,129,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,4,0,2,1,0,0,0,3,0,1,0,0,2,2,0,1,0,3,0,0,0,2,3,0,1,4,3,2,2,0,3,7,41,518,283,16
Beta_1.2,u_197,50,213,102,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,3,2,6,6,1,0,0,2,0,0,0,2,1,2,1,0,1,1,0,3,2,0,0,0,1,2,1,0,1,3,1,0,5,1,4,44,525,239,33
Beta_1.2,u_198,35,254,114,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,3,1,4,4,3,2,1,0,0,0,0,1,0,0,0,3,1,0,3,1,0,1,1,4,4,2,2,0,6,4,45,511,271,12
Beta_1.2,u_199,43,240,113,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,1,2,4,2,0,1,0,1,0,0,0,1,1,2,2,3,0,4,3,4,1,2,0,2,1,1,3,1,1,1,1,5,4,1,5,52,467,286,18
