Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35
Beta_1.4,u_317,45,120,359,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,4,7,1,1,0,4,3,2,6,1,0,1,0,2,3,2,2,2,1,1,5,0,1,1,2,2,1,3,4,14,96,742,111,17
Beta_1.4,u_318,43,112,396,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,3,8,1,1,1,3,1,1,2,3,1,1,0,6,2,2,2,3,5,1,1,0,1,4,3,2,0,3,5,10,103,686,138,23
Beta_1.4,u_319,34,109,405,4,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,5,0,2,0,3,3,1,4,3,0,0,0,0,4,1,1,0,4,5,4,0,3,6,3,2,7,2,0,13,106,687,170,14
Beta_1.4,u_320,26,116,428,2,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,1,0,1,3,3,0,1,3,1,1,4,0,1,2,3,0,3,2,0,2,6,0,1,0,1,3,3,3,1,7,6,11,95,701,157,19
Beta_1.4,u_321,26,90,438,9,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,3,0,1,0,0,0,0,2,3,2,0,1,1,4,0,0,3,4,1,1,2,0,3,2,2,4,6,1,11,105,688,167,25
Beta_1.4,u_322,37,82,394,4,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,1,1,0,2,0,2,0,2,3,1,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,2,5,4,1,0,2,3,3,0,5,5,1,11,98,756,171,21
Beta_1.4,u_323,36,89,379,3,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,5,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,2,2,1,1,0,1,3,1,0,4,9,2,14,104,798,157,14
Beta_1.4,u_324,36,84,352,5,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,4,6,1,0,0,0,0,0,0,3,3,1,0,2,1,0,0,1,2,1,0,3,3,0,1,1,4,1,5,7,84,809,152,12
Beta_1.4,u_325,39,103,323,13,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,1,2,4,0,0,2,4,3,1,0,1,1,1,0,2,1,0,1,2,1,2,6,1,2,2,2,0,1,2,3,8,97,818,150,12
Beta_1.4,u_326,46,116,347,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,3,0,2,1,0,0,1,0,0,1,2,5,4,0,3,3,0,1,1,0,0,0,0,3,1,5,4,7,12,103,814,119,7
Beta_1.4,u_327,48,121,338,7,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13,1,0,0,0,3,1,0,0,0,3,0,0,1,0,3,1,2,0,2,5,2,4,2,5,1,2,2,10,97,791,104,15
Beta_1.4,u_328,43,117,368,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,4,5,3,1,0,3,3,3,3,3,1,1,0,1,0,4,2,1,0,2,3,2,1,2,0,2,3,2,0,17,106,741,128,11
Beta_1.4,u_329,42,120,394,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,3,6,4,2,0,0,4,0,1,2,2,2,0,1,5,3,2,2,8,0,0,1,0,3,5,0,4,1,5,9,106,694,126,23
Beta_1.4,u_330,30,121,438,3,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,3,4,1,1,1,1,4,1,3,5,1,0,0,0,0,5,0,2,1,8,6,1,1,4,4,0,5,5,2,14,101,695,164,14
Beta_1.4,u_331,26,107,438,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,3,0,0,1,1,4,1,0,1,4,0,3,3,0,3,1,1,0,4,1,2,5,1,1,1,0,0,6,4,1,3,9,13,99,699,147,18
Beta_1.4,u_332,28,88,435,7,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,1,4,2,1,1,0,1,5,0,2,3,2,0,1,2,1,2,4,4,5,1,16,99,698,159,22
Beta_1.4,u_333,35,77,403,8,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,1,1,0,2,0,1,4,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,2,2,5,2,2,1,3,4,1,3,6,0,10,97,758,177,10
Beta_1.4,u_334,36,83,385,2,0,1,0,0,1,0,2,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,5,1,0,2,0,2,1,0,0,1,0,0,1,0,1,0,0,1,2,1,0,1,3,0,2,3,3,6,4,17,106,792,151,21
Beta_1.4,u_335,35,89,359,6,0,0,0,2,0,0,2,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,3,7,0,1,0,0,0,0,1,0,0,3,1,1,2,0,2,0,0,2,2,4,1,0,2,0,0,4,3,15,102,814,155,14
Beta_1.4,u_336,43,106,346,8,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,2,5,0,0,2,4,0,3,2,0,1,1,2,0,0,2,0,0,2,1,4,2,2,5,0,1,1,1,2,11,105,821,139,14
Beta_1.4,u_337,45,122,337,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,3,5,0,1,2,0,0,1,0,0,2,0,4,2,4,0,3,4,0,1,1,0,1,0,2,3,3,3,4,13,110,815,126,9
Beta_1.4,u_338,54,121,343,3,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,5,0,0,0,2,0,1,0,0,0,3,1,0,1,2,2,1,2,0,1,5,2,4,4,5,2,2,6,94,796,104,25
Beta_1.4,u_339,41,122,363,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,4,4,3,1,2,1,4,2,1,6,1,0,0,0,2,3,1,2,1,0,0,4,2,2,0,1,5,1,0,13,106,730,153,10
Beta_1.4,u_340,45,119,370,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,0,0,2,7,6,0,0,0,1,5,0,1,2,4,4,1,2,5,1,5,5,1,0,0,1,2,1,5,3,5,0,15,98,687,116,18
Beta_1.4,u_341,35,108,417,3,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,6,1,2,1,1,2,0,5,3,2,0,0,0,0,1,6,2,2,4,5,3,3,0,5,3,2,6,3,15,96,700,152,14
Beta_1.4,u_342,24,104,431,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,2,3,3,0,0,3,3,2,4,2,1,0,2,1,2,1,2,1,6,1,0,1,1,1,8,3,2,7,16,95,685,162,18
Beta_1.4,u_343,32,80,444,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,1,1,0,2,0,1,1,0,1,0,0,2,5,1,0,1,0,2,4,0,4,3,1,1,1,3,2,3,3,5,3,9,99,712,157,31
Beta_1.4,u_344,35,79,393,8,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,1,0,1,0,2,0,2,3,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,5,4,2,2,1,0,7,2,5,3,10,98,762,162,11
Beta_1.4,u_345,37,79,388,3,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,1,1,0,5,1,0,1,1,3,0,0,1,0,2,0,1,1,0,0,1,1,0,1,1,2,1,1,2,3,1,3,10,17,113,783,161,20
Beta_1.4,u_346,38,88,343,5,0,0,2,0,0,1,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,3,7,1,1,0,0,0,1,0,0,0,0,4,1,4,0,0,1,0,0,7,1,2,1,0,1,1,1,5,13,103,818,147,24
Beta_1.4,u_347,45,101,346,7,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,2,0,0,1,2,5,0,0,2,1,3,0,3,1,1,2,1,0,0,0,2,0,0,5,0,3,3,3,1,1,2,0,4,12,100,819,154,10
Beta_1.4,u_348,47,125,345,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,5,1,1,1,1,0,0,1,1,1,0,1,4,1,4,0,3,3,0,2,1,0,0,1,4,1,6,2,16,108,826,116,14
Beta_1.4,u_349,50,126,338,5,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,10,5,1,0,0,1,1,1,1,0,1,2,1,2,2,0,2,3,0,0,1,4,2,4,3,6,2,5,7,92,797,101,25
Beta_1.4,u_350,43,126,376,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,3,7,1,2,1,2,3,3,3,6,1,0,0,1,1,1,3,1,2,1,0,2,4,2,2,1,3,1,0,8,112,737,151,9
Beta_1.4,u_351,46,118,394,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,2,1,0,1,8,7,0,0,0,0,2,3,1,1,6,2,2,2,4,4,4,0,5,1,1,0,0,5,4,4,2,1,9,114,681,136,16
Beta_1.4,u_352,32,110,417,3,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,6,2,1,2,2,0,3,2,2,4,1,0,0,0,2,2,5,3,1,2,6,2,3,3,5,2,5,4,12,98,709,146,14
Beta_1.4,u_353,25,108,456,6,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,3,1,1,1,0,0,4,4,4,1,0,2,0,2,1,2,0,5,3,4,0,0,1,1,2,7,3,4,16,100,680,163,15
Beta_1.4,u_354,32,79,435,10,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,2,0,1,1,1,0,2,0,0,2,0,0,1,0,0,4,2,2,0,1,0,2,4,4,3,1,2,1,2,3,2,1,4,7,11,94,711,154,26
Beta_1.4,u_355,33,81,396,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,1,0,1,0,1,1,0,2,4,1,1,1,1,0,0,0,0,1,0,0,2,0,0,1,2,0,0,2,4,3,4,1,1,3,5,6,2,12,97,762,178,18
Beta_1.4,u_356,38,74,377,3,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,4,2,0,0,2,2,2,0,0,1,0,1,2,1,1,0,1,0,0,0,2,0,4,0,4,3,0,1,12,18,106,787,164,17
Beta_1.4,u_357,35,98,357,2,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,7,3,1,0,0,0,0,1,0,0,0,3,3,2,2,0,0,1,3,4,2,1,2,0,2,0,3,1,14,108,804,156,25
Beta_1.4,u_358,43,106,338,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,2,4,1,0,1,1,1,3,0,2,5,2,0,0,0,0,1,1,1,2,2,2,4,4,3,1,1,1,3,9,103,829,148,13
Beta_1.4,u_359,48,123,331,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,5,1,1,1,0,2,0,0,3,0,0,0,3,2,1,4,1,2,4,2,0,0,1,2,2,3,0,6,7,115,828,108,10
Beta_1.4,u_360,46,124,336,3,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,11,5,1,0,0,0,1,1,1,1,0,0,3,0,3,2,2,1,1,1,1,2,2,4,3,3,3,6,14,92,786,100,24
Beta_1.4,u_361,44,113,376,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,2,6,2,2,0,2,3,5,3,0,5,1,1,0,1,2,2,1,0,1,1,1,3,2,2,4,0,2,1,9,106,746,146,14
Beta_1.4,u_362,41,117,399,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,1,2,0,0,2,8,4,3,0,0,0,2,1,1,1,2,6,2,1,2,9,2,0,5,1,1,1,1,2,7,1,0,5,7,107,693,156,13
Beta_1.4,u_363,32,119,414,4,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,2,6,3,0,3,0,2,4,0,3,4,3,0,1,1,0,3,2,3,2,2,3,5,0,2,8,4,0,7,13,107,697,155,13
Beta_1.4,u_364,27,106,443,6,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,2,4,0,0,4,3,5,1,1,0,2,0,2,3,1,1,3,5,2,1,0,0,2,3,7,3,17,97,696,157,13
Beta_1.4,u_365,32,74,421,13,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0,2,0,0,1,2,0,0,1,0,0,0,1,1,2,3,3,1,1,0,1,2,6,5,0,2,3,1,4,1,2,3,9,13,90,705,166,26
Beta_1.4,u_366,34,75,403,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,1,0,2,0,0,3,5,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,4,5,3,3,1,2,3,7,5,11,91,779,167,21
Beta_1.4,u_367,39,66,391,7,1,0,0,2,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,4,2,0,0,1,3,2,1,0,0,1,2,1,2,1,1,0,0,0,0,2,1,2,1,2,1,2,4,5,18,101,785,164,17
Beta_1.4,u_368,36,92,341,3,0,2,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,7,1,4,0,0,0,0,0,1,0,0,1,2,2,4,1,0,2,2,3,2,2,1,1,1,2,2,1,15,106,807,158,23
Beta_1.4,u_369,46,102,337,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,4,1,0,0,2,1,0,3,2,3,4,0,0,0,0,0,1,4,0,1,1,1,5,4,3,0,2,1,13,103,826,135,14
Beta_1.4,u_370,50,115,335,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,3,2,0,1,0,0,1,1,2,0,0,2,1,3,0,2,2,1,5,1,1,1,1,2,2,1,3,11,110,832,102,13
Beta_1.4,u_371,44,125,342,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,11,1,4,0,0,0,1,0,2,2,1,0,1,3,2,1,2,0,3,1,0,1,4,4,0,3,3,6,14,107,776,94,19
Beta_1.4,u_372,44,128,357,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,0,0,2,6,1,1,3,3,2,6,3,0,6,0,1,1,1,1,1,1,1,0,3,3,0,4,2,2,1,1,2,11,100,746,129,16
Beta_1.4,u_373,39,118,397,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,0,0,2,8,2,6,0,0,0,0,3,0,1,2,3,3,2,2,6,5,2,0,5,2,1,1,4,2,2,3,3,9,96,703,150,16
Beta_1.4,u_374,32,123,426,4,0,1,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,3,3,6,1,0,2,3,1,3,1,3,5,2,1,2,0,0,2,0,1,5,1,5,3,1,6,7,0,5,15,88,713,149,17
Beta_1.4,u_375,24,107,446,5,2,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,1,1,2,3,2,0,2,4,7,0,2,1,1,2,2,3,1,1,5,5,1,0,0,0,5,3,4,13,105,695,162,14
Beta_1.4,u_376,35,80,418,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,1,0,2,0,0,1,2,0,0,0,1,0,0,0,1,1,1,3,3,1,1,0,2,3,9,0,2,2,2,1,4,3,2,7,20,93,699,188,24
Beta_1.4,u_377,30,84,404,4,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,0,0,2,5,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,4,2,3,4,3,0,2,5,11,6,93,784,180,21
Beta_1.4,u_378,36,73,374,7,0,0,0,2,2,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,4,2,0,0,0,2,3,2,0,0,1,0,3,0,3,0,0,0,1,1,0,0,2,2,2,0,2,6,4,14,108,791,172,20
Beta_1.4,u_379,36,96,342,3,1,1,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,3,6,1,4,1,0,0,0,0,1,0,0,0,1,2,4,2,2,1,4,0,1,2,1,2,1,2,2,2,12,104,821,158,26
Beta_1.4,u_380,47,113,346,6,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,2,3,1,1,0,1,0,1,2,2,3,3,2,0,0,0,0,2,2,2,0,0,1,5,2,5,3,0,2,17,97,836,140,6
Beta_1.4,u_381,48,124,324,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0,1,0,0,0,2,2,0,0,0,3,2,1,1,2,2,0,7,1,1,1,2,1,2,1,9,112,820,97,7
Beta_1.4,u_382,43,123,350,9,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,12,0,5,0,0,0,2,0,0,2,2,0,0,4,2,2,0,2,2,1,1,0,5,0,3,0,5,4,21,95,784,107,15
Beta_1.4,u_383,44,119,360,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,2,0,0,1,2,5,2,2,1,5,1,4,5,2,1,5,0,1,0,0,2,0,1,3,3,1,2,1,5,1,1,1,4,14,101,753,140,16
Beta_1.4,u_384,41,125,400,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,1,0,0,1,9,1,7,2,0,0,0,0,3,0,3,0,4,4,2,3,6,5,0,5,1,4,3,0,2,3,1,2,10,101,693,154,7
Beta_1.4,u_385,31,120,434,2,1,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,4,3,4,2,0,1,2,2,5,1,2,6,3,3,0,0,0,0,3,1,1,4,3,3,4,3,7,3,4,13,93,693,165,13
Beta_1.4,u_386,26,94,449,7,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,1,1,5,2,0,2,0,8,1,1,1,1,2,2,2,3,1,4,6,2,0,0,0,1,5,3,13,105,695,173,18
Beta_1.4,u_387,34,76,422,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,1,2,0,0,0,1,0,0,0,1,1,2,0,1,4,2,1,3,0,2,8,2,3,1,0,3,3,4,8,18,94,700,180,26
Beta_1.4,u_388,29,85,398,3,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,2,0,0,2,3,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4,3,3,0,4,4,3,2,2,11,6,90,776,192,19
Beta_1.4,u_389,39,70,376,9,0,0,2,1,1,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,3,3,0,0,0,0,3,1,1,1,0,1,1,1,1,2,1,0,0,1,0,0,1,4,0,1,3,5,3,16,110,791,159,20
Beta_1.4,u_390,35,108,337,4,2,0,0,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,3,4,2,2,4,0,0,0,0,0,1,0,0,0,1,5,3,1,6,0,0,1,2,2,2,2,3,3,2,10,97,824,158,19
Beta_1.4,u_391,45,111,354,7,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,3,0,2,1,1,0,1,1,4,1,2,4,1,0,0,1,1,2,1,1,0,0,1,5,5,3,2,1,15,106,845,142,5
Beta_1.4,u_392,52,109,342,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,3,1,0,1,0,1,0,1,1,2,0,3,1,3,0,0,2,3,3,5,2,1,1,2,1,3,8,94,834,93,8
Beta_1.4,u_393,43,122,361,5,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,10,3,5,0,0,1,1,0,0,1,0,4,2,0,3,3,2,0,1,2,2,1,3,1,3,0,3,3,21,104,779,103,11
Beta_1.4,u_394,43,112,374,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,2,0,0,1,1,6,2,0,2,6,2,3,4,4,2,4,2,1,0,0,1,1,2,2,1,3,2,0,4,4,0,2,2,17,101,755,127,16
Beta_1.4,u_395,39,120,396,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,1,7,2,4,4,0,0,0,0,2,2,0,1,3,6,5,0,7,6,0,1,9,2,1,1,1,2,3,1,9,103,696,155,11
Beta_1.4,u_396,28,125,431,5,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,5,2,1,5,1,2,1,1,2,4,1,4,5,2,0,0,0,0,0,3,2,0,4,5,6,0,7,5,4,16,85,697,155,13
Beta_1.4,u_397,30,95,446,8,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,0,3,0,0,4,2,1,1,3,5,1,2,1,1,1,2,4,2,2,4,5,1,0,0,1,3,3,16,103,693,179,19
Beta_1.4,u_398,33,80,414,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,2,0,1,1,1,3,0,0,0,0,2,0,0,0,1,1,2,0,1,4,2,2,2,0,8,3,2,1,1,0,3,7,7,14,105,704,163,21
Beta_1.4,u_399,31,80,404,6,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,2,0,0,2,3,2,0,0,0,1,2,2,1,0,0,0,0,0,1,1,0,0,3,1,4,2,3,0,4,4,2,4,5,17,92,782,196,18
Beta_1.4,u_400,39,69,367,9,0,0,2,2,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,2,4,0,0,0,0,2,1,0,1,1,0,0,2,1,2,3,0,1,0,0,1,0,1,5,1,3,3,3,23,99,798,172,19
Beta_1.4,u_401,34,103,343,2,2,0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3,5,2,0,4,3,0,0,0,0,0,1,0,0,0,4,2,3,1,1,0,0,1,3,1,4,3,3,1,8,90,822,144,24
Beta_1.6,u_001,32,91,311,112,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,3,6,1,2,0,1,2,0,1,0,2,2,4,3,1,2,4,1,7,5,6,3,6,4,3,4,1,2,11,51,463,455,89,23
Beta_1.6,u_002,39,79,318,89,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,2,1,1,1,1,0,0,1,5,2,1,0,4,2,0,2,2,2,0,2,1,1,1,3,0,1,1,2,6,6,5,4,5,1,6,13,48,435,491,77,11
Beta_1.6,u_003,29,83,337,91,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,2,0,0,4,3,3,3,5,1,0,1,2,0,4,0,0,1,4,4,3,0,2,4,3,0,2,2,0,1,6,4,3,50,449,494,70,24
Beta_1.6,u_004,32,78,310,105,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,2,0,0,1,1,3,1,0,1,0,2,3,4,0,0,2,1,2,1,3,1,0,7,2,3,0,0,2,3,1,3,2,1,1,5,3,4,4,7,45,463,509,90,14
