Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35
Beta_1.0,u_090,80,225,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,3,0,1,0,1,0,1,1,9,55,468,121
Beta_1.0,u_091,68,199,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,5,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,2,4,46,500,125
Beta_1.0,u_092,68,208,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,2,3,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,0,0,1,2,0,2,0,1,3,46,540,120
Beta_1.0,u_093,57,225,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,4,3,0,2,2,3,49,537,82
Beta_1.0,u_094,62,232,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,4,0,0,0,0,0,1,2,4,0,0,1,0,0,1,2,0,2,2,2,0,2,8,62,529,90
Beta_1.0,u_095,62,219,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,6,2,0,0,2,0,2,0,4,2,1,1,1,0,3,64,493,119
Beta_1.0,u_096,67,212,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,1,1,0,3,1,4,0,0,2,2,2,5,60,487,121
Beta_1.0,u_097,68,204,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,1,1,2,0,2,4,3,10,74,484,100
Beta_1.0,u_098,74,236,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,4,2,2,2,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,0,2,0,2,1,3,2,79,490,121
Beta_1.0,u_099,76,261,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,3,0,0,0,5,0,2,3,0,1,1,0,3,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,5,85,510,112
Beta_1.0,u_100,68,257,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,3,1,3,2,0,1,0,2,4,0,1,2,3,2,0,0,0,2,3,1,0,2,1,1,0,7,64,527,113
Beta_1.0,u_101,69,263,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,1,4,0,1,2,1,2,0,1,7,1,1,3,4,3,1,2,3,3,2,60,519,107
Beta_1.0,u_102,76,228,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,7,0,1,3,2,2,4,1,0,3,6,2,5,7,60,493,98
Beta_1.0,u_103,67,230,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,1,1,0,1,1,1,1,1,3,1,2,4,2,3,6,66,481,123
Beta_1.0,u_104,70,225,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,2,1,1,0,0,1,0,2,7,54,464,129
Beta_1.0,u_105,75,214,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,3,7,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,2,4,2,1,60,526,111
Beta_1.0,u_106,68,211,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,1,0,3,0,5,1,2,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,1,0,0,2,1,0,2,1,1,0,6,43,548,113
Beta_1.0,u_107,64,236,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,2,3,3,0,0,0,0,0,0,1,0,1,0,0,2,0,3,3,2,1,2,3,3,51,549,93
Beta_1.0,u_108,67,229,5,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,4,0,0,0,3,1,1,0,2,0,1,1,8,61,525,91
Beta_1.0,u_109,61,217,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,1,1,0,1,1,1,7,6,1,1,0,0,3,68,502,97
Beta_1.0,u_110,66,207,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,2,0,0,3,0,1,2,2,2,2,9,66,501,97
Beta_1.0,u_111,86,216,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,6,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,1,0,2,0,3,1,2,3,3,70,490,113
Beta_1.0,u_112,82,224,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,3,0,4,0,0,1,0,1,2,1,1,0,0,1,0,0,1,0,2,0,0,0,1,2,1,2,0,2,76,502,122
Beta_1.0,u_113,75,259,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,4,0,1,3,1,0,2,0,0,4,1,0,0,2,2,0,1,2,0,0,0,0,0,1,0,1,2,7,63,543,93
Beta_1.0,u_114,70,260,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,3,1,1,3,1,1,0,2,3,0,0,3,0,2,2,0,0,4,2,1,0,4,0,3,3,58,535,98
Beta_1.0,u_115,62,257,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,2,0,0,6,0,3,4,0,3,2,0,3,7,61,547,99
Beta_1.0,u_116,68,245,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3,3,1,2,1,5,1,3,2,4,0,2,5,0,8,61,507,93
Beta_1.0,u_117,71,224,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,1,1,0,0,1,0,1,3,1,0,2,0,0,3,0,0,3,1,2,1,4,3,8,60,489,99
Beta_1.0,u_118,75,222,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2,2,0,1,1,0,2,1,6,45,494,110
Beta_1.0,u_119,79,209,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,5,1,0,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,2,0,0,1,2,3,4,2,50,538,106
Beta_1.0,u_120,76,236,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,3,0,0,1,0,2,1,0,0,3,1,1,0,0,0,1,0,0,0,2,1,0,1,1,1,1,1,0,2,1,6,46,564,101
Beta_1.0,u_121,52,251,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,2,1,0,0,0,0,1,0,0,3,1,0,0,0,2,2,1,1,1,0,1,1,1,3,2,2,2,4,53,548,89
Beta_1.0,u_122,74,221,4,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,5,1,1,1,0,4,1,2,0,2,4,61,539,79
Beta_1.0,u_123,71,209,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,1,1,1,1,1,3,2,2,7,0,0,3,68,507,93
Beta_1.0,u_124,78,221,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,0,3,0,0,0,3,2,2,1,0,2,6,64,507,106
Beta_1.0,u_125,81,212,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,3,0,0,2,1,0,2,0,5,0,0,7,78,513,109
Beta_1.0,u_126,76,240,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,3,0,2,0,0,0,1,1,0,1,0,1,1,0,1,0,2,0,0,0,0,0,4,0,1,1,7,70,526,102
Beta_1.0,u_127,67,265,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,4,1,4,0,0,3,1,0,2,1,0,3,0,0,0,1,2,1,0,1,0,1,0,0,1,1,2,0,3,63,557,85
Beta_1.0,u_128,63,266,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,3,1,1,1,3,1,0,3,2,0,0,3,0,1,3,1,0,2,1,2,1,1,5,5,57,551,109
Beta_1.0,u_129,57,269,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,2,3,3,1,3,2,0,0,7,2,0,3,1,0,3,0,7,70,529,103
Beta_1.0,u_130,67,239,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,2,0,2,2,1,4,2,2,3,3,2,4,1,1,67,504,103
Beta_1.0,u_131,87,228,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,2,0,2,2,1,0,2,1,1,2,2,5,6,63,502,91
Beta_1.0,u_132,81,226,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,3,2,0,1,0,2,1,2,4,58,494,112
Beta_1.0,u_133,79,220,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,1,4,0,2,0,0,0,1,0,0,3,0,0,2,0,1,1,0,0,0,0,0,2,1,0,0,0,2,0,4,1,5,45,527,125
Beta_1.0,u_134,81,230,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,3,0,1,2,2,0,0,1,1,0,2,0,1,5,50,577,102
Beta_1.0,u_135,71,239,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,0,1,0,3,3,3,4,1,1,2,53,562,82
Beta_1.0,u_136,77,223,6,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,2,1,1,3,1,1,0,1,1,2,2,6,59,563,74
Beta_1.0,u_137,67,232,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,1,1,2,1,2,1,3,1,0,1,3,4,56,514,100
Beta_1.0,u_138,69,222,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,4,0,0,1,3,1,1,3,1,5,68,508,127
Beta_1.0,u_139,62,235,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,1,1,3,1,3,0,5,81,530,106
Beta_1.0,u_140,64,229,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,1,0,2,0,2,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,2,0,4,82,547,101
Beta_1.0,u_141,69,269,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,1,4,0,0,1,1,1,1,2,0,0,2,0,1,1,0,2,1,0,0,0,2,0,1,2,1,2,71,566,101
Beta_1.0,u_142,60,253,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,4,1,1,3,1,0,2,1,0,0,3,1,2,3,0,0,2,0,3,4,0,3,66,550,104
Beta_1.0,u_143,64,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,1,2,1,2,8,0,2,1,4,2,2,3,1,1,3,1,0,3,6,67,531,91
Beta_1.0,u_144,78,244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,1,3,1,0,2,2,0,5,8,1,2,5,0,3,4,58,523,101
Beta_1.0,u_145,87,231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,2,1,1,0,1,3,0,1,2,2,4,11,60,495,115
Beta_1.0,u_146,68,235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,2,0,1,0,1,4,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,3,1,0,2,0,2,1,4,49,521,110
Beta_1.0,u_147,83,218,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,4,0,0,0,2,0,0,1,0,0,2,0,1,1,0,6,0,1,0,1,0,1,1,0,0,1,0,1,1,5,3,50,535,118
Beta_1.0,u_148,79,226,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,3,5,0,1,2,0,1,1,4,47,577,77
Beta_1.0,u_149,69,236,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,2,1,3,2,2,1,8,4,54,561,85
Beta_1.0,u_150,67,240,5,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1,0,0,2,0,3,1,1,1,3,7,63,537,86
Beta_1.0,u_151,64,227,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,2,1,2,1,1,2,1,1,0,2,5,64,522,128
Beta_1.0,u_152,61,222,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,2,2,0,1,2,3,0,1,5,63,530,111
Beta_1.0,u_153,65,223,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,2,1,2,2,2,2,81,546,97
Beta_1.0,u_154,73,255,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,1,3,0,0,2,0,1,2,0,1,0,1,2,0,0,2,0,1,0,0,0,1,0,0,1,2,0,1,3,87,547,108
Beta_1.0,u_155,56,276,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,3,0,4,0,0,3,1,1,0,2,0,0,4,0,0,2,0,1,2,0,0,0,2,1,2,1,0,73,557,103
Beta_1.0,u_156,56,257,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,5,1,0,3,2,0,1,2,1,1,3,2,1,1,3,0,3,3,3,0,3,67,560,91
Beta_1.0,u_157,66,261,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,4,0,5,1,2,2,6,0,0,4,1,1,3,1,1,5,64,546,84
Beta_1.0,u_158,88,256,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,3,0,1,0,2,2,1,2,5,2,2,4,0,9,67,512,89
Beta_1.0,u_159,83,245,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,0,7,0,2,0,0,0,0,0,0,0,1,0,3,0,1,1,1,1,1,0,2,0,0,2,1,3,12,58,512,102
Beta_1.0,u_160,77,228,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,2,1,1,0,2,1,0,0,1,4,3,0,0,0,1,1,0,0,0,1,1,0,1,1,2,0,1,1,1,3,44,542,92
Beta_1.0,u_161,74,206,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,2,1,0,0,2,1,1,0,0,2,0,7,0,1,1,0,2,0,0,1,1,1,3,4,47,564,109
Beta_1.0,u_162,68,235,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,1,3,0,4,4,1,0,3,7,53,588,75
Beta_1.0,u_163,59,237,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,3,2,2,2,1,4,6,56,560,84
Beta_1.0,u_164,52,233,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,1,0,2,1,1,1,1,0,0,2,5,5,62,524,104
Beta_1.0,u_165,61,233,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,3,2,1,2,0,2,1,2,0,5,56,525,122
Beta_1.0,u_166,63,221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3,0,1,3,0,1,2,2,3,3,69,571,106
Beta_1.0,u_167,73,224,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,1,0,2,2,0,0,0,0,1,1,0,0,0,1,0,1,2,0,3,0,0,2,0,3,2,2,79,545,98
Beta_1.0,u_168,66,254,3,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,4,1,1,0,0,3,0,0,3,0,1,0,0,3,2,0,1,0,1,0,2,0,0,0,0,1,2,1,4,76,558,118
Beta_1.0,u_169,54,277,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,3,0,0,3,1,1,0,3,0,0,3,0,0,2,0,2,1,0,1,1,3,1,1,4,69,571,108
Beta_1.0,u_170,58,269,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,5,1,0,2,3,0,1,4,1,1,0,4,1,1,3,2,3,0,4,4,62,566,92
Beta_1.0,u_171,71,261,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,3,0,3,5,3,0,5,1,0,4,1,1,3,1,4,62,546,81
Beta_1.0,u_172,91,233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,1,0,0,2,1,0,2,0,0,0,2,2,2,0,0,0,2,2,2,2,5,2,3,2,6,65,515,81
Beta_1.0,u_173,83,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,0,2,5,0,0,0,0,0,0,2,0,0,1,2,2,0,1,0,1,0,3,1,1,0,1,5,7,56,518,93
Beta_1.0,u_174,81,224,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,4,0,0,0,1,3,0,1,0,1,0,0,0,5,0,1,1,0,0,1,1,1,0,0,3,0,2,0,0,1,7,52,534,94
Beta_1.0,u_175,71,218,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,1,4,1,2,0,1,1,0,3,1,0,5,46,571,107
Beta_1.0,u_176,60,247,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,3,0,0,5,3,1,11,46,576,80
Beta_1.0,u_177,53,245,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,2,0,4,3,2,4,63,570,88
Beta_1.0,u_178,55,241,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,2,0,0,2,2,2,1,0,0,1,1,1,2,56,530,114
