Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47
Beta_1.2,u_036,20,72,266,32,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2,3,0,1,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,2,1,0,0,0,3,1,5,3,4,1,0,2,3,2,7,24,148,568,120,16
Beta_1.2,u_037,24,59,254,32,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,3,1,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,1,1,0,1,3,3,0,3,2,1,1,4,3,1,1,0,5,31,148,542,125,6
Beta_1.2,u_038,27,72,238,33,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,3,4,2,1,1,1,3,0,0,1,1,1,2,4,3,1,2,4,24,159,523,102,21
Beta_1.2,u_039,33,68,226,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,2,3,5,0,0,1,1,0,0,2,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,6,2,2,0,3,7,26,172,507,119,15
Beta_1.2,u_040,28,109,234,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,1,6,5,5,0,1,2,0,0,0,0,0,0,2,0,2,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,3,1,1,3,18,172,507,123,18
Beta_1.2,u_041,26,97,259,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,1,0,1,1,2,2,3,4,1,3,0,0,0,2,0,0,0,0,1,0,2,1,0,1,1,1,1,2,2,0,0,2,3,2,2,4,4,26,191,495,104,9
Beta_1.2,u_042,22,89,276,26,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,3,2,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,2,2,4,4,0,2,2,4,1,1,1,3,1,2,0,0,4,2,1,3,0,8,35,202,506,90,6
Beta_1.2,u_043,21,82,288,26,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,0,1,3,2,0,0,1,0,2,1,1,1,3,3,2,3,1,1,1,2,1,2,5,3,7,0,3,2,0,2,0,11,33,183,455,112,13
Beta_1.2,u_044,26,70,269,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,2,3,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,1,2,0,4,4,3,2,0,2,3,2,0,0,0,1,2,4,1,1,0,2,1,9,32,166,450,119,14
Beta_1.2,u_045,35,73,261,18,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2,1,1,1,2,5,1,0,1,1,1,1,2,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,2,1,1,0,2,1,1,4,4,1,1,4,4,0,6,30,154,446,128,36
Beta_1.2,u_046,28,74,270,25,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,3,2,0,1,1,0,0,3,2,3,1,0,0,1,0,1,1,1,1,1,2,0,1,0,0,1,0,0,1,2,0,1,3,0,0,0,1,1,2,1,8,27,134,514,157,10
Beta_1.2,u_047,20,71,281,22,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,3,2,4,0,1,1,0,1,0,1,1,1,2,2,0,1,1,0,0,0,2,2,1,25,139,552,136,14
Beta_1.2,u_048,20,75,294,28,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3,3,2,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1,0,1,0,2,1,0,0,1,1,3,2,3,3,4,0,1,0,3,4,5,27,160,553,129,12
Beta_1.2,u_049,22,63,272,37,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,2,2,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,3,2,2,4,1,0,2,3,3,0,2,4,4,22,161,539,134,6
Beta_1.2,u_050,26,67,236,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,3,2,2,2,0,1,2,1,0,1,0,0,4,3,2,2,4,0,6,20,163,515,105,19
Beta_1.2,u_051,37,79,230,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,3,4,0,2,0,0,0,2,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,4,3,2,3,1,2,0,7,20,189,486,109,23
Beta_1.2,u_052,25,109,225,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,1,0,1,8,4,2,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,4,0,0,5,23,197,500,120,12
Beta_1.2,u_053,26,92,275,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1,0,1,1,1,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,2,1,1,1,1,1,1,3,2,2,1,6,26,176,494,114,7
Beta_1.2,u_054,23,88,281,26,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,2,5,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,2,2,2,3,1,2,1,3,0,1,0,1,0,2,1,2,0,4,2,1,2,5,10,31,210,496,94,4
Beta_1.2,u_055,23,75,291,22,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,4,0,0,2,0,0,1,0,1,4,2,0,1,0,0,0,1,0,2,1,4,3,1,0,3,0,1,2,3,2,4,5,1,4,2,2,0,0,0,3,21,191,459,118,8
Beta_1.2,u_056,29,61,280,23,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,2,3,0,0,0,1,0,0,2,0,0,0,0,3,2,0,0,1,0,1,4,5,4,1,0,3,2,1,0,0,0,1,2,4,1,0,1,1,2,3,8,33,165,452,132,22
Beta_1.2,u_057,30,76,263,23,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,2,2,5,0,2,0,2,0,1,1,0,1,1,1,0,1,1,2,0,0,3,0,0,0,0,0,3,0,0,1,1,1,1,6,4,0,0,4,2,0,1,5,46,147,459,153,20
Beta_1.2,u_058,27,75,265,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,3,2,0,2,0,1,1,3,3,0,1,0,3,0,1,2,0,2,0,3,0,1,1,0,0,0,0,3,1,0,2,1,0,1,0,0,3,1,1,0,3,28,135,477,173,11
Beta_1.2,u_059,21,73,301,25,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,3,0,0,0,0,2,0,1,1,1,2,2,3,0,2,1,0,3,0,1,2,1,0,1,2,2,1,1,0,0,2,2,1,6,21,140,550,127,17
Beta_1.2,u_060,21,66,288,34,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,1,1,2,0,1,0,1,2,4,1,2,2,3,4,0,1,3,1,11,22,141,575,132,15
Beta_1.2,u_061,27,57,253,39,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,1,0,1,2,0,0,0,0,1,1,3,0,0,0,1,0,0,1,1,0,0,1,2,2,0,0,1,1,2,5,2,0,0,3,3,3,0,2,5,6,29,152,539,106,12
Beta_1.2,u_062,28,84,238,30,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3,1,1,1,1,3,0,0,2,1,0,4,1,3,0,3,2,7,2,22,155,503,101,20
Beta_1.2,u_063,29,90,231,26,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,3,4,0,1,0,1,3,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,3,5,1,1,1,3,0,2,8,26,175,512,128,9
Beta_1.2,u_064,22,117,220,23,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,2,1,0,2,9,2,2,0,0,1,0,0,0,0,0,2,0,1,1,2,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,2,2,1,1,6,26,182,496,105,14
Beta_1.2,u_065,33,81,268,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,1,2,1,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,4,2,0,0,0,2,2,2,1,3,1,1,2,30,186,498,99,13
Beta_1.2,u_066,22,82,285,18,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,6,1,0,0,0,0,1,0,0,1,0,0,1,2,1,2,2,2,2,2,0,2,3,1,0,2,0,1,0,1,0,3,3,2,1,2,1,5,4,9,30,201,489,103,2
Beta_1.2,u_067,22,77,281,21,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,1,3,0,2,0,0,1,0,3,2,0,0,2,0,0,0,0,0,2,0,1,7,1,1,0,2,2,1,2,5,1,3,2,2,4,3,1,1,0,0,4,19,203,462,88,13
Beta_1.2,u_068,32,61,275,21,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,5,3,1,0,2,5,3,0,1,0,0,1,2,2,2,0,0,2,1,2,5,11,32,170,435,138,7
Beta_1.2,u_069,26,77,266,28,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2,5,2,0,3,1,2,1,1,0,0,0,0,1,0,3,2,0,3,0,1,0,0,0,1,2,0,0,1,0,1,2,6,4,1,0,4,1,0,1,1,8,34,152,456,156,20
Beta_1.2,u_070,29,71,272,26,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,2,4,1,0,2,0,2,0,6,0,1,0,3,0,1,2,0,1,1,1,0,1,0,2,0,0,0,2,1,1,1,3,0,0,0,2,2,1,0,1,3,8,21,135,479,184,15
Beta_1.2,u_071,23,71,293,27,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,3,0,0,0,0,1,2,0,0,1,1,4,3,0,1,1,2,2,0,1,2,0,1,0,2,0,1,2,0,1,1,2,1,1,6,30,124,566,119,17
Beta_1.2,u_072,17,79,273,34,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,1,0,1,3,0,0,1,0,6,1,2,0,1,5,2,2,2,1,2,3,20,140,569,138,13
Beta_1.2,u_073,29,62,260,38,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,3,2,0,2,1,0,0,0,2,0,3,0,0,0,1,0,0,1,1,0,1,1,0,2,0,1,1,1,3,2,0,2,2,1,1,4,1,3,0,9,7,19,143,564,126,4
Beta_1.2,u_074,26,79,224,38,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,4,0,0,1,2,3,0,1,1,1,1,3,2,2,1,1,3,3,3,7,25,164,529,100,15
Beta_1.2,u_075,31,75,231,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,3,5,0,1,0,4,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,2,1,0,0,1,0,2,4,0,3,1,1,1,2,2,2,2,4,28,181,511,123,9
Beta_1.2,u_076,25,104,220,26,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,2,0,0,3,7,2,0,1,0,0,1,1,0,0,0,2,1,0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,1,2,2,3,4,31,189,496,113,14
Beta_1.2,u_077,30,85,259,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,0,0,2,2,3,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,5,1,1,0,0,1,1,1,3,1,0,4,0,3,19,211,466,127,12
Beta_1.2,u_078,19,95,275,23,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,2,1,3,2,2,2,2,0,4,0,1,1,0,0,2,1,0,0,2,0,3,3,3,0,6,3,1,6,37,188,488,117,5
Beta_1.2,u_079,21,71,288,22,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,1,3,1,3,0,1,0,4,1,0,0,1,0,1,0,0,0,1,0,2,3,1,2,2,2,1,3,2,3,2,4,1,4,1,1,1,1,1,2,1,3,20,205,472,96,9
Beta_1.2,u_080,23,64,296,21,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,1,1,2,1,2,0,1,1,6,1,1,0,2,2,2,1,1,0,3,0,3,1,3,0,0,1,2,2,3,4,8,32,172,442,128,14
Beta_1.2,u_081,26,75,264,23,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,5,2,3,1,2,1,0,1,0,0,0,0,0,1,2,0,1,1,1,1,0,2,1,2,2,0,1,0,0,4,6,0,2,1,3,2,0,0,1,2,4,32,152,466,143,14
Beta_1.2,u_082,29,71,286,22,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,2,3,1,1,1,0,0,5,1,2,0,3,0,1,1,1,1,0,1,1,0,0,2,0,1,1,1,0,0,1,1,1,0,1,2,3,3,1,0,0,7,7,25,147,474,180,10
Beta_1.2,u_083,23,69,283,26,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,3,2,0,0,0,3,0,0,0,0,1,1,0,1,1,0,3,3,1,1,0,4,2,1,1,2,0,1,0,2,0,0,1,1,0,2,3,0,1,1,6,19,136,570,127,10
Beta_1.2,u_084,19,69,271,33,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,6,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1,0,0,1,0,2,1,0,0,1,2,0,5,1,2,0,1,5,0,3,4,2,0,2,1,23,162,561,128,14
Beta_1.2,u_085,28,61,263,27,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,2,2,1,1,0,0,1,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,2,2,3,2,0,0,1,2,4,1,1,2,3,7,1,9,30,136,573,124,4
Beta_1.2,u_086,30,66,224,32,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,2,2,0,1,1,1,0,3,2,0,0,0,3,3,3,0,3,1,6,3,0,8,29,150,548,96,13
Beta_1.2,u_087,30,73,227,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,5,0,1,4,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,2,0,5,2,0,2,1,2,3,0,1,5,25,176,494,124,11
Beta_1.2,u_088,26,97,227,17,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1,1,0,4,9,0,0,0,1,0,1,1,0,0,1,2,1,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,4,1,1,1,3,7,24,193,503,102,19
Beta_1.2,u_089,31,86,265,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,1,3,2,5,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,3,0,1,0,1,1,1,0,2,1,3,0,3,1,2,30,190,479,121,13
Beta_1.2,u_090,20,90,269,21,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,0,1,0,0,0,0,0,1,0,2,3,1,5,2,1,1,3,0,0,0,1,1,0,0,2,1,1,0,2,0,5,2,6,3,0,1,6,27,189,465,112,9
Beta_1.2,u_091,22,69,288,20,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,1,3,3,1,1,0,3,1,0,0,1,0,0,0,1,1,0,0,2,1,2,0,1,3,1,3,4,3,3,1,3,4,1,1,1,1,1,0,1,2,1,29,191,485,99,16
Beta_1.2,u_092,26,63,282,24,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,0,1,4,0,1,1,1,2,3,1,2,1,3,2,0,0,1,1,1,1,3,1,1,1,1,2,1,3,2,5,3,5,29,180,455,125,18
Beta_1.2,u_093,27,75,277,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,4,3,2,3,0,1,0,1,0,0,0,0,0,1,1,0,2,0,2,1,0,0,5,4,0,1,0,0,5,3,0,1,4,2,2,1,0,1,0,3,3,23,162,466,142,13
Beta_1.2,u_094,31,66,277,27,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,2,1,2,0,0,0,3,2,2,0,3,2,0,4,1,1,0,0,1,0,1,0,2,0,1,2,0,0,2,0,0,1,2,0,3,6,1,0,0,7,3,3,34,138,473,167,10
Beta_1.2,u_095,24,64,279,28,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,3,2,0,0,3,0,0,0,1,1,1,0,0,1,0,4,2,0,1,1,4,2,0,3,2,0,1,0,2,0,0,0,1,1,1,1,1,1,2,1,6,22,137,563,145,16
Beta_1.2,u_096,23,70,271,29,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,5,0,1,1,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,1,1,1,0,1,0,1,4,2,1,1,1,5,0,1,4,2,2,3,0,2,24,150,550,140,13
Beta_1.2,u_097,25,64,282,27,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,1,2,1,0,0,1,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,7,1,4,0,0,1,1,2,0,2,4,0,5,6,2,4,29,153,570,116,4
Beta_1.2,u_098,28,66,244,34,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,2,1,0,0,1,1,1,2,0,1,2,2,0,2,3,2,2,0,7,3,0,3,5,21,142,550,103,12
Beta_1.2,u_099,26,84,239,23,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,4,0,2,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3,2,0,1,0,0,0,2,0,1,3,0,2,1,3,1,2,0,2,4,3,25,151,521,128,3
Beta_1.2,u_100,30,95,229,26,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,4,8,0,0,0,0,2,0,0,0,2,2,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,2,2,0,1,1,1,1,2,3,7,22,185,516,102,9
Beta_1.2,u_101,32,96,262,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,1,2,1,1,4,5,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,0,1,0,1,1,2,0,1,1,2,1,2,0,4,4,28,183,487,117,9
Beta_1.2,u_102,19,95,267,25,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,0,1,0,0,0,0,0,1,0,1,5,1,4,1,2,2,1,0,0,0,0,0,1,1,0,1,3,0,0,1,2,2,8,2,1,1,0,8,17,203,472,123,12
