Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47
Beta_1.4,u_396,9,56,252,265,7,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,2,1,5,0,1,1,2,0,1,2,3,1,1,3,3,3,1,1,0,0,0,0,0,1,2,1,1,1,3,3,4,4,0,4,5,3,2,8,15,84,577,225,51,8
Beta_1.4,u_397,13,50,246,262,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,1,2,0,0,2,4,0,0,2,0,2,5,1,1,2,0,2,0,0,3,2,3,1,0,5,2,4,1,0,0,0,1,0,3,3,7,18,105,569,226,76,9
Beta_1.4,u_398,18,46,202,261,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,0,1,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,1,4,2,2,1,1,0,3,7,1,1,2,0,1,0,3,2,5,4,7,28,91,573,239,60,12
Beta_1.4,u_399,19,38,214,244,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,4,1,2,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,2,2,3,0,1,3,4,2,2,2,4,10,13,95,648,270,59,11
Beta_1.4,u_400,23,42,173,236,10,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,2,2,1,0,1,0,0,0,1,0,1,3,2,1,1,3,2,2,12,22,92,654,271,51,10
Beta_1.4,u_401,16,58,178,228,2,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,4,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,2,0,1,0,0,0,1,3,0,1,4,2,3,1,0,2,11,89,699,235,41,12
Beta_1.6,u_001,13,65,59,286,121,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2,6,1,0,2,0,1,0,2,0,1,0,0,1,3,1,3,2,1,2,1,4,0,4,4,5,4,5,0,6,0,6,1,3,1,2,4,4,25,68,443,390,113,42,4
Beta_1.6,u_002,8,64,72,284,94,4,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,5,2,1,0,0,3,2,1,0,1,2,1,1,1,1,2,0,1,0,1,3,0,1,0,1,2,4,2,3,4,5,3,2,4,1,5,9,23,73,412,420,102,35,1
Beta_1.6,u_003,5,63,77,298,93,5,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,3,3,3,0,4,4,0,1,1,0,2,0,0,4,0,0,0,0,4,3,3,2,0,0,2,4,1,2,0,1,3,0,0,1,5,2,3,2,15,75,439,417,95,40,7
Beta_1.6,u_004,12,57,68,273,114,2,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,2,1,2,1,0,1,0,0,1,2,2,3,1,0,0,1,2,0,2,1,1,2,1,0,3,4,2,3,0,0,0,2,0,3,1,0,4,1,1,0,3,4,2,3,1,4,5,20,74,436,421,138,31,3
Beta_1.6,u_005,7,61,74,256,108,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,2,5,3,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,1,1,2,1,4,0,3,0,3,2,3,8,3,5,3,1,0,3,5,3,20,90,461,441,91,32,7
Beta_1.6,u_006,5,66,69,271,104,5,2,0,2,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,1,0,1,0,0,1,3,7,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,1,0,1,2,0,2,0,3,1,3,1,4,2,0,1,6,2,3,6,3,3,17,102,477,384,110,28,3
Beta_1.6,u_007,7,66,85,280,80,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,4,4,3,3,2,0,3,1,2,0,2,0,0,3,0,2,0,0,1,1,3,3,1,2,3,0,3,0,1,3,1,1,2,2,1,1,9,20,71,468,409,98,34,3
Beta_1.6,u_008,16,71,64,294,70,2,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,3,1,3,2,3,2,0,0,5,2,1,4,1,0,2,3,3,2,0,0,3,3,2,0,1,3,1,1,4,1,2,0,1,1,1,3,1,5,22,83,486,403,83,29,2
Beta_1.6,u_009,8,76,63,301,66,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,6,5,5,1,3,0,0,1,0,2,0,2,0,1,3,2,1,1,1,1,2,5,4,0,1,2,3,1,4,4,3,3,2,2,6,3,4,6,11,68,476,369,98,36,1
Beta_1.6,u_010,9,58,67,334,97,1,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,3,0,1,2,2,1,1,1,0,3,3,2,2,1,3,1,3,1,2,1,3,0,2,3,3,1,2,2,4,3,2,4,1,0,8,5,3,9,17,74,438,393,116,23,3
Beta_1.6,u_011,8,64,64,307,109,6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,4,2,2,1,1,0,0,2,1,0,0,0,1,2,4,0,3,1,4,1,2,2,4,4,3,3,2,2,3,6,0,4,3,1,1,3,2,4,23,74,427,392,115,29,5
Beta_1.6,u_012,14,61,68,286,80,4,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,1,1,5,1,1,1,0,0,2,0,4,0,0,1,2,2,1,1,2,1,1,2,1,1,0,0,0,0,5,7,2,4,4,3,3,5,3,4,7,11,64,407,438,100,36,1
Beta_1.6,u_013,4,69,73,274,90,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0,1,4,2,1,3,3,3,2,1,1,0,0,2,1,2,0,0,1,2,0,1,2,2,2,0,2,0,1,4,1,1,1,2,1,3,1,4,1,4,18,74,437,419,93,40,7
Beta_1.6,u_014,12,60,62,280,110,3,0,1,1,0,0,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,1,1,3,0,1,0,0,1,2,5,1,0,0,0,1,1,1,0,1,2,0,2,4,3,2,0,3,2,1,1,1,0,1,3,0,2,2,3,2,2,2,3,1,1,1,5,22,72,405,453,126,32,0
Beta_1.6,u_015,9,60,67,286,94,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,6,1,0,0,0,1,1,0,0,2,1,1,0,0,1,0,1,0,1,1,1,0,0,1,2,2,6,5,4,3,2,4,3,4,0,3,8,18,68,514,419,91,20,6
Beta_1.6,u_016,9,69,69,282,77,4,0,1,1,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,5,6,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,0,2,4,3,1,2,1,3,2,1,1,3,3,2,1,2,10,17,80,499,367,128,22,5
Beta_1.6,u_017,8,74,64,285,74,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,4,3,5,5,0,1,0,1,4,2,0,0,2,0,0,4,1,0,0,3,0,1,1,2,1,4,2,1,1,2,0,1,2,1,0,5,5,5,17,78,446,412,111,32,3
Beta_1.6,u_018,10,83,57,299,91,3,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,3,1,1,4,3,0,1,0,0,4,4,2,2,1,2,3,2,1,0,1,0,2,5,1,1,0,1,4,2,2,3,0,0,0,3,1,2,1,5,19,76,436,450,93,25,2
Beta_1.6,u_019,5,74,66,301,78,5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,8,4,2,1,1,0,1,0,0,0,1,0,2,2,3,1,0,0,1,2,2,5,3,3,1,0,3,1,8,2,1,3,0,2,7,1,5,3,24,82,428,417,104,22,2
Beta_1.6,u_020,11,50,70,334,88,3,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,3,1,0,1,3,1,0,3,3,2,0,0,2,2,1,2,2,1,1,0,1,3,1,2,4,3,5,1,0,2,3,4,3,5,5,3,27,78,438,398,100,30,4
Beta_1.6,u_021,9,65,60,315,99,7,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,3,1,4,1,0,0,1,0,0,0,1,1,2,2,2,0,1,3,3,0,5,1,4,4,3,4,0,1,3,2,4,2,2,0,0,1,3,5,19,69,415,410,115,39,4
Beta_1.6,u_022,10,70,58,297,91,4,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,2,0,0,0,1,2,5,1,3,1,0,1,2,2,0,1,0,2,1,4,0,1,1,3,1,1,0,0,2,1,0,3,1,4,6,4,1,5,2,2,7,9,7,13,74,430,412,107,33,3
Beta_1.6,u_023,5,68,62,289,95,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,3,0,0,1,4,3,2,1,2,3,0,3,0,0,1,3,1,0,1,3,2,0,2,2,0,1,2,1,1,0,2,4,2,1,0,3,2,1,1,3,1,6,19,60,459,422,93,42,5
Beta_1.6,u_024,10,57,63,291,99,3,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,1,1,3,1,0,0,0,4,4,1,1,0,2,0,0,1,1,2,1,1,1,2,2,2,0,3,2,1,1,0,0,2,3,1,2,2,3,4,2,2,2,1,1,1,1,20,70,448,410,119,43,1
Beta_1.6,u_025,11,58,63,280,104,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,5,2,0,0,0,2,0,0,4,0,0,2,0,1,0,0,1,1,0,1,0,1,1,2,2,3,4,5,3,2,1,4,4,2,4,3,7,21,68,474,457,94,29,5
Beta_1.6,u_026,9,70,68,272,95,3,0,0,1,0,3,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,4,5,2,3,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,2,0,1,6,2,2,2,0,1,4,3,1,2,1,3,2,2,3,9,19,92,446,425,128,25,6
Beta_1.6,u_027,8,72,78,293,84,3,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,3,4,8,1,0,1,0,2,3,1,0,1,1,0,2,5,0,0,2,2,0,1,1,1,3,4,1,0,2,2,1,2,2,0,1,5,2,8,19,76,422,456,102,40,2
Beta_1.6,u_028,9,82,61,309,78,2,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,4,0,2,3,1,1,1,1,3,2,4,1,1,8,2,0,0,0,0,1,2,3,0,2,1,0,4,2,3,3,4,1,1,2,2,1,0,3,4,11,65,462,441,93,34,2
Beta_1.6,u_029,6,79,68,302,79,6,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,3,7,2,5,0,2,0,0,1,0,0,0,3,2,0,2,1,0,2,2,0,5,2,3,2,1,3,5,2,3,1,1,2,5,3,2,3,2,8,16,84,477,390,95,22,2
Beta_1.6,u_030,11,45,79,337,86,5,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,3,0,1,0,2,3,2,1,2,0,2,0,1,4,0,0,2,1,4,0,1,0,3,4,2,4,3,1,0,3,4,4,3,3,2,5,28,74,466,390,92,33,6
Beta_1.6,u_031,9,64,56,316,103,4,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,2,3,3,2,0,1,1,1,0,0,0,0,2,2,3,0,0,3,1,4,2,4,2,2,0,5,0,4,1,2,4,1,1,3,3,0,0,0,9,18,72,407,416,111,34,3
Beta_1.6,u_032,11,66,62,312,74,4,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2,0,0,0,1,2,5,2,1,0,3,1,1,0,0,1,1,0,3,2,0,1,3,2,1,0,0,1,1,0,3,2,3,3,4,2,7,5,2,1,4,4,5,16,79,436,400,110,30,3
Beta_1.6,u_033,4,67,71,319,92,2,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,3,2,0,4,2,1,4,1,2,0,2,3,0,0,2,3,1,0,3,1,1,1,0,1,2,1,1,0,4,2,0,2,3,2,1,0,3,1,5,18,64,445,433,78,38,5
Beta_1.6,u_034,8,66,56,292,94,1,0,0,1,0,1,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,0,4,1,0,0,0,5,2,3,1,1,1,0,1,1,0,2,2,1,2,2,1,1,2,3,1,2,0,0,4,1,0,0,5,2,2,3,2,1,2,0,0,3,2,16,73,452,425,83,48,1
Beta_1.6,u_035,10,57,67,284,96,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,2,6,1,0,0,0,2,0,1,2,0,1,0,1,2,1,1,0,0,0,1,1,0,1,4,1,3,5,3,2,2,4,3,4,0,4,6,7,20,75,460,455,93,20,7
Beta_1.6,u_036,9,65,72,276,94,0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,4,5,1,5,0,1,0,0,2,1,0,0,1,0,0,0,1,0,1,1,2,0,2,3,2,2,1,3,4,2,2,0,1,4,1,2,4,10,19,87,480,393,106,35,3
Beta_1.6,u_037,7,73,73,303,83,1,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2,8,4,0,0,1,3,1,0,1,0,0,0,1,5,1,2,3,1,1,0,1,2,2,0,4,2,0,3,2,1,1,2,2,0,3,2,8,20,68,442,422,111,45,0
Beta_1.6,u_038,10,78,69,324,77,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,3,2,1,3,0,2,0,4,2,3,1,3,6,2,2,0,0,0,0,2,2,0,1,0,4,1,0,1,3,5,3,4,2,1,0,1,4,1,4,19,66,473,429,82,36,0
Beta_1.6,u_039,4,82,60,304,84,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,3,4,4,3,1,0,0,1,1,0,2,1,0,1,3,1,1,1,0,2,4,2,2,1,2,4,3,5,1,2,1,0,3,3,3,2,2,5,6,21,77,477,405,88,23,2
Beta_1.6,u_040,10,47,63,346,91,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3,2,1,0,2,4,2,0,2,3,1,0,0,3,0,1,0,1,3,1,2,0,4,3,1,2,6,1,2,0,5,3,4,4,1,4,11,14,75,476,380,97,34,3
Beta_1.6,u_041,8,61,65,307,94,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,3,3,2,0,0,4,0,0,0,0,1,3,2,2,0,2,1,3,4,6,3,1,0,3,5,1,1,0,4,4,0,1,5,0,1,2,6,2,20,70,419,401,105,36,1
Beta_1.6,u_042,9,72,70,300,80,3,1,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,1,3,3,2,1,1,0,1,1,0,0,1,1,1,2,1,2,1,3,4,0,0,0,2,0,3,3,3,1,3,5,5,2,5,7,1,3,5,4,15,64,423,410,106,37,3
Beta_1.6,u_043,3,70,68,313,84,1,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2,0,0,3,1,2,3,2,1,2,2,2,3,1,1,3,1,1,0,3,1,0,0,2,1,0,2,1,0,1,2,2,3,1,3,3,1,2,1,3,2,11,13,65,431,460,96,36,3
Beta_1.6,u_044,7,63,50,331,102,3,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,2,2,0,0,0,4,5,3,0,1,0,1,1,1,0,1,2,3,0,0,2,1,1,3,1,2,3,2,0,1,3,3,0,0,6,0,0,2,3,0,0,3,2,16,73,432,451,98,51,0
Beta_1.6,u_045,13,57,60,297,91,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,1,0,0,0,0,0,1,2,6,1,0,0,1,1,1,3,0,0,2,0,2,0,2,0,0,0,2,0,1,0,0,4,1,3,3,3,1,4,1,6,2,5,4,1,11,17,76,473,447,96,17,7
Beta_1.6,u_046,8,66,71,289,78,3,0,1,0,0,2,0,1,1,0,0,0,0,1,1,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,5,4,6,1,2,0,0,2,1,0,0,0,1,0,0,0,1,0,2,2,1,4,0,0,4,5,0,5,0,1,0,3,2,3,3,1,6,7,20,97,481,409,104,35,3
Beta_1.6,u_047,7,73,69,301,77,1,1,2,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,1,4,8,1,0,0,4,0,2,1,2,2,0,3,3,0,6,0,1,2,1,2,0,2,1,1,1,3,3,2,1,4,2,2,1,3,1,3,11,17,74,428,450,111,32,3
Beta_1.6,u_048,10,72,72,308,78,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,2,2,1,3,1,0,2,6,2,0,3,6,2,1,0,0,0,0,2,1,2,0,3,3,2,1,0,4,3,2,6,2,2,0,1,2,2,1,5,16,74,445,453,98,35,1
Beta_1.6,u_049,7,77,64,309,71,7,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,4,3,4,4,0,0,0,1,0,2,1,0,0,1,3,1,0,0,1,2,5,3,0,0,7,6,1,0,0,2,1,2,1,3,3,6,4,2,6,18,71,481,417,86,28,2
Beta_1.6,u_050,12,47,73,329,77,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,4,1,3,0,3,3,1,2,1,1,2,1,0,0,2,1,1,2,1,0,4,4,2,0,0,2,6,1,2,1,2,8,4,1,1,9,6,18,80,473,393,95,38,4
Beta_1.6,u_051,7,61,54,339,104,5,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,3,0,1,0,1,0,0,1,1,3,3,0,2,0,1,1,0,3,2,1,2,0,4,1,2,2,4,3,1,2,1,4,3,2,3,1,1,4,1,3,1,2,5,6,1,2,19,74,423,416,105,29,4
Beta_1.6,u_052,11,71,62,306,91,2,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,1,0,0,1,0,1,2,1,1,0,0,1,3,4,3,1,3,0,2,0,1,0,0,0,3,2,2,1,4,0,1,2,1,0,3,2,3,2,1,2,7,5,1,6,1,2,3,5,5,5,17,58,439,387,132,33,4
Beta_1.6,u_053,5,70,61,322,79,5,0,0,0,0,1,0,0,0,2,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,4,0,1,1,2,1,4,4,0,3,0,0,1,4,2,1,0,1,1,1,1,1,1,0,1,3,3,4,2,2,0,2,4,0,6,5,3,16,67,414,451,93,32,7
Beta_1.6,u_054,7,65,54,337,84,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,2,2,0,0,3,2,4,3,1,0,0,2,1,0,1,1,0,2,0,2,1,0,1,3,2,4,3,2,1,2,2,1,3,2,4,1,0,2,2,1,2,0,6,20,76,454,428,90,58,1
Beta_1.6,u_055,14,59,60,299,95,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,1,2,4,2,0,1,1,2,2,0,0,2,1,2,0,1,0,1,0,2,1,0,0,2,2,1,2,2,2,2,2,0,4,5,4,6,2,4,8,18,71,467,447,103,19,6
Beta_1.6,u_056,7,67,68,284,95,1,0,0,1,0,0,2,1,1,0,0,0,0,1,1,0,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,4,10,2,2,2,0,1,0,1,0,0,0,1,1,0,0,1,3,1,2,3,0,0,1,5,3,2,4,2,0,0,3,1,5,2,2,5,10,19,82,466,434,98,38,5
Beta_1.6,u_057,6,75,60,301,80,2,2,0,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,2,6,5,2,0,2,1,2,3,1,0,1,3,2,4,1,2,1,0,2,1,3,1,0,1,1,2,1,2,4,0,3,4,2,2,1,1,4,6,15,75,440,429,114,39,3
Beta_1.6,u_058,13,73,61,321,76,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,1,2,2,0,1,3,5,1,1,6,4,1,0,1,0,1,1,0,2,2,4,3,0,0,4,2,3,3,2,3,3,2,1,2,1,0,2,7,15,69,465,452,104,35,2
Beta_1.6,u_059,8,75,63,305,86,4,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,3,1,4,5,1,1,0,0,2,2,1,0,1,1,3,0,1,1,1,4,3,1,1,4,3,5,2,0,0,1,1,1,3,4,4,7,2,2,8,20,65,485,417,88,28,2
Beta_1.6,u_060,11,48,70,348,76,5,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,5,3,1,1,3,0,1,2,0,2,0,1,0,0,3,0,2,1,2,2,5,2,2,0,2,4,2,1,1,1,6,6,1,2,4,6,8,20,74,481,385,81,39,3
Beta_1.6,u_061,6,61,55,341,97,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,1,2,1,4,2,0,0,0,0,4,2,2,0,2,4,1,3,1,2,2,1,1,4,2,0,3,2,1,2,2,3,2,3,1,3,4,2,2,7,29,77,443,406,93,39,3
