Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B1_41,B1_42,B1_43,B1_44,B1_45,B1_46,B1_47,B1_48,B1_49,B1_50,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40,B2_41,B2_42,B2_43,B2_44,B2_45,B2_46,B2_47,B2_48,B2_49,B2_50
Beta_1.6,u_265,5,55,51,291,166,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,2,1,3,1,0,0,1,1,0,0,4,1,1,2,2,1,5,1,2,0,1,3,2,4,1,2,1,0,4,4,2,2,1,2,1,5,7,4,9,18,98,651,273,57,30,0
Beta_1.6,u_266,4,68,47,281,163,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,3,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,1,2,1,0,2,5,4,1,4,2,2,4,6,0,4,2,2,8,1,9,20,95,637,256,65,22,0
Beta_1.6,u_267,8,68,45,268,169,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,3,0,1,1,0,2,3,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,4,2,0,1,1,2,5,2,0,1,4,2,0,6,9,23,92,628,259,83,37,2
Beta_1.6,u_268,5,74,51,274,163,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,2,5,1,0,2,0,0,1,1,1,0,0,0,1,2,0,2,1,0,0,5,2,2,0,2,0,1,2,0,0,0,0,2,2,2,4,2,0,6,9,19,86,631,266,64,39,4
Beta_1.6,u_269,0,60,63,294,162,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,2,1,0,1,1,0,0,0,2,2,2,5,1,0,0,1,2,2,1,0,4,1,1,0,0,0,0,1,2,1,2,4,1,3,0,1,1,0,1,2,0,2,1,1,6,3,3,1,1,8,21,81,637,282,58,20,1
Beta_1.6,u_270,1,59,52,311,170,10,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,2,1,2,1,0,0,3,3,1,2,1,1,3,5,3,0,0,1,0,1,1,0,3,5,1,1,5,3,2,1,0,1,1,2,4,3,4,2,2,2,1,7,26,102,642,226,55,19,2
Beta_1.6,u_271,4,64,40,305,170,9,0,1,0,1,0,0,1,1,2,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,2,4,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,3,4,2,0,3,0,1,0,5,7,4,1,1,1,1,2,3,5,6,2,4,10,5,24,112,611,214,70,28,1
Beta_1.6,u_272,6,59,49,316,172,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,3,0,2,1,0,0,1,1,0,2,0,4,0,0,0,1,2,0,1,0,4,2,0,0,1,1,3,5,2,4,3,2,2,7,14,26,96,618,221,57,34,0
Beta_1.6,u_273,11,54,58,300,166,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,4,3,2,0,0,1,1,0,3,0,3,2,0,0,0,0,2,1,2,2,1,4,1,0,2,2,1,0,2,0,2,2,0,1,0,2,2,3,1,11,25,95,613,228,75,42,1
Beta_1.6,u_274,2,57,57,314,154,9,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,4,3,2,4,0,1,1,1,2,1,0,2,2,1,3,1,1,1,1,0,1,4,4,1,3,0,2,0,1,0,0,2,3,3,1,8,3,4,2,2,25,102,620,276,83,22,0
Beta_1.6,u_275,6,53,57,293,166,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,2,2,2,1,0,1,1,0,0,1,1,4,2,0,4,1,5,0,2,2,0,0,4,6,2,0,3,3,3,2,3,0,2,2,2,7,2,2,3,10,15,104,641,272,57,28,0
Beta_1.6,u_276,4,67,43,294,158,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,3,2,0,0,3,2,4,5,2,2,5,4,5,0,6,1,3,5,1,3,9,28,91,641,264,66,15,3
Beta_1.6,u_277,9,64,48,274,146,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,3,0,2,0,4,0,0,1,0,0,2,1,0,0,0,1,1,1,0,1,0,0,1,1,3,1,1,2,0,2,2,2,4,2,1,4,2,7,12,19,86,653,241,80,36,1
Beta_1.6,u_278,4,78,46,278,166,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,2,1,1,5,0,5,0,0,0,3,1,0,0,0,1,1,0,0,3,0,2,3,2,1,2,2,0,2,1,2,0,0,1,2,2,1,2,0,3,1,4,9,22,87,624,277,57,33,5
Beta_1.6,u_279,0,63,65,277,173,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2,3,0,1,0,2,0,0,2,2,2,4,0,1,2,1,2,0,0,5,1,0,1,0,0,1,3,0,0,0,3,4,4,0,0,2,0,2,1,0,3,1,1,5,2,2,6,0,4,8,24,102,634,279,64,22,1
Beta_1.6,u_280,2,59,58,309,171,7,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,2,2,0,3,0,2,2,4,2,0,0,0,1,2,0,1,3,1,1,3,4,5,0,0,1,1,2,3,2,4,2,3,6,2,1,3,9,21,90,665,246,60,20,1
Beta_1.6,u_281,3,61,43,305,174,4,0,1,0,0,1,0,0,1,1,1,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,3,1,0,1,1,0,0,1,0,0,0,0,1,1,1,3,3,2,0,0,3,1,2,2,2,6,1,2,0,1,2,2,1,5,4,0,4,7,5,6,23,103,613,210,72,24,2
Beta_1.6,u_282,4,64,40,316,165,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,1,3,0,0,1,0,2,0,1,3,1,0,0,0,2,0,0,1,2,1,2,2,0,3,2,6,2,0,4,2,3,4,5,7,20,98,615,238,55,27,4
Beta_1.6,u_283,11,52,58,300,164,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,2,3,0,1,1,3,1,1,1,1,1,0,1,0,1,2,2,0,1,0,5,5,1,1,1,0,2,1,1,1,1,2,1,0,2,0,2,2,1,10,12,93,625,215,91,38,0
Beta_1.6,u_284,3,56,62,306,162,4,1,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,3,0,5,4,4,1,0,1,0,5,1,1,0,3,1,1,0,1,0,3,3,1,1,4,2,3,0,0,1,0,2,3,2,1,1,1,6,7,3,3,5,4,26,92,614,274,92,22,0
Beta_1.6,u_285,8,52,53,311,162,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,0,0,1,1,1,1,0,0,3,1,4,1,4,4,0,0,2,1,2,5,0,1,4,2,5,1,1,2,1,0,4,4,3,7,3,1,4,6,21,106,651,277,57,21,1
Beta_1.6,u_286,7,61,45,278,150,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,2,0,3,0,1,5,2,2,7,1,7,2,2,2,1,6,5,0,3,2,13,25,95,636,286,69,21,3
Beta_1.6,u_287,7,66,46,289,163,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,3,0,2,4,0,1,2,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,2,0,2,1,2,1,0,0,2,6,2,3,2,2,5,8,6,32,90,642,252,73,38,2
Beta_1.6,u_288,2,74,44,280,147,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,1,0,0,1,1,1,5,4,0,1,0,4,0,1,0,0,0,1,0,0,2,0,5,0,0,1,4,1,3,0,1,1,1,1,0,4,0,1,2,1,1,2,2,2,11,13,83,647,268,62,33,4
Beta_1.6,u_289,1,57,61,302,155,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,1,0,1,2,3,0,1,2,0,0,3,1,2,4,0,2,2,1,1,0,2,3,0,0,1,0,4,0,1,0,0,1,5,1,1,2,1,1,3,0,0,2,2,3,3,2,1,3,2,4,1,8,20,103,627,269,67,22,1
Beta_1.6,u_290,4,57,54,317,165,5,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,3,0,0,1,2,0,2,5,2,0,2,0,0,2,1,2,2,1,0,1,4,4,0,1,0,0,3,5,2,3,0,1,8,2,2,0,3,7,17,89,659,238,48,18,1
Beta_1.6,u_291,2,61,40,317,176,7,0,0,1,0,0,1,0,1,0,1,1,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,1,0,7,1,1,1,2,2,2,1,2,6,2,2,3,0,0,3,1,4,4,2,0,2,4,3,5,1,27,102,638,210,59,24,1
Beta_1.6,u_292,5,61,42,305,165,9,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,1,1,2,3,1,0,0,4,0,0,0,0,1,1,1,3,0,1,0,0,0,1,0,1,1,0,3,1,1,5,4,0,4,2,3,2,3,6,4,1,9,21,98,618,223,67,19,5
Beta_1.6,u_293,9,59,45,308,175,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,3,2,1,0,3,1,1,1,0,0,0,1,0,2,2,1,0,1,0,4,4,2,4,2,0,1,0,1,1,3,1,1,0,1,2,1,2,2,0,4,17,86,620,235,77,35,1
Beta_1.6,u_294,1,60,61,325,163,9,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,0,0,3,1,6,6,1,0,1,0,1,1,3,0,5,0,0,0,2,0,1,1,3,2,3,2,1,0,1,0,0,0,3,2,1,3,2,2,8,4,3,2,5,5,25,98,623,258,85,26,0
Beta_1.6,u_295,5,51,58,297,158,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,1,1,1,0,1,0,5,3,1,5,1,1,0,2,1,1,2,1,2,0,6,3,2,2,2,0,1,2,3,4,4,3,2,2,0,3,26,97,662,297,54,17,1
Beta_1.6,u_296,6,62,41,299,156,8,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,1,0,1,0,4,0,6,2,2,5,6,3,3,0,2,3,5,3,1,4,6,3,26,108,628,268,67,16,1
Beta_1.6,u_297,6,65,49,281,169,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,4,2,1,5,0,0,1,1,1,0,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,2,3,0,1,1,0,3,3,3,0,3,4,6,6,9,29,84,674,233,59,34,0
Beta_1.6,u_298,4,69,48,290,159,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,2,1,1,6,1,0,0,3,1,1,0,0,0,1,0,1,0,3,2,0,1,0,1,1,2,3,0,0,3,1,2,1,0,1,2,1,1,0,1,2,4,8,19,87,637,278,62,36,3
Beta_1.6,u_299,0,58,55,303,154,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,2,2,2,1,2,0,0,3,1,2,5,0,2,3,2,0,2,3,0,0,0,2,3,2,0,0,0,1,3,1,3,2,1,1,1,3,0,2,3,5,1,0,0,4,3,3,2,1,8,21,97,649,245,65,27,0
Beta_1.6,u_300,4,51,59,325,156,6,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,4,1,1,1,0,1,1,6,0,0,1,1,1,1,1,6,0,1,0,4,1,1,3,1,0,2,1,5,5,1,0,0,3,4,2,4,0,4,9,19,90,646,241,61,21,2
Beta_1.6,u_301,2,63,43,299,166,9,0,0,1,1,0,0,0,1,1,0,1,0,1,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,4,0,1,1,0,0,0,1,0,0,0,0,3,3,2,2,1,2,1,0,2,2,7,0,0,4,1,3,0,1,6,5,1,2,2,3,2,2,4,11,24,102,625,226,55,29,0
Beta_1.6,u_302,4,61,38,320,149,10,2,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,5,0,1,0,2,2,3,0,0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1,1,1,5,5,0,4,4,1,1,2,5,7,1,2,1,20,101,608,221,79,24,2
Beta_1.6,u_303,9,52,51,312,156,5,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,0,1,1,3,1,0,0,0,0,0,3,2,0,2,1,0,2,5,4,3,0,1,2,0,0,1,2,2,1,1,0,0,3,2,1,1,2,6,24,102,604,226,79,27,1
Beta_1.6,u_304,1,62,56,303,179,5,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,3,4,6,4,1,0,2,1,1,1,2,3,3,0,0,0,0,3,0,1,3,2,1,0,1,0,1,0,1,3,0,1,1,2,3,7,6,4,2,3,3,8,27,86,636,254,71,33,0
Beta_1.6,u_305,4,51,51,301,177,9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,2,3,0,1,0,0,1,2,1,3,4,2,3,1,0,1,0,3,0,2,0,1,4,1,4,2,0,2,2,2,1,1,3,7,0,0,3,1,0,5,26,113,655,286,63,17,0
Beta_1.6,u_306,6,59,40,288,172,8,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,1,1,0,2,1,3,2,7,0,4,1,5,2,3,3,0,4,2,0,7,2,3,3,25,110,645,268,56,18,1
Beta_1.6,u_307,5,67,47,276,169,7,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,3,4,1,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,1,1,2,2,0,0,0,0,4,3,3,0,1,3,5,8,6,9,23,93,633,258,60,32,0
Beta_1.6,u_308,2,76,42,281,159,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,6,0,0,1,2,1,1,0,0,1,0,1,0,5,0,0,0,1,1,2,1,2,2,1,1,2,3,0,0,2,0,2,1,0,0,1,3,4,6,17,86,653,275,64,30,2
Beta_1.6,u_309,1,60,55,291,167,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,2,0,1,2,1,3,2,0,0,3,2,2,4,2,2,2,1,2,0,2,0,0,1,3,3,0,0,0,1,1,1,1,2,1,0,1,2,2,2,2,4,2,1,0,2,2,3,3,1,2,8,24,95,658,240,68,33,0
Beta_1.6,u_310,4,53,56,316,156,6,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,2,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,4,1,1,3,0,0,2,2,2,1,0,1,0,2,2,1,4,1,0,2,1,1,2,2,1,1,3,6,3,0,1,2,0,3,1,2,3,2,6,6,32,91,653,233,53,26,2
Beta_1.6,u_311,3,59,43,310,178,9,2,0,0,1,1,0,0,0,1,1,0,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0,1,0,0,0,3,1,3,2,3,0,1,0,1,3,3,3,1,0,3,2,1,4,5,2,4,3,4,1,0,2,1,2,12,25,96,644,209,57,30,0
Beta_1.6,u_312,6,61,39,323,152,6,1,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2,3,0,0,2,2,3,0,1,0,0,2,2,0,2,0,1,0,0,0,2,0,0,0,0,4,3,2,4,5,1,4,1,0,5,4,3,1,3,6,26,95,612,237,82,20,0
Beta_1.6,u_313,7,57,53,328,164,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,1,2,1,2,0,0,0,0,1,2,0,1,1,1,1,3,2,4,3,1,1,1,0,1,2,2,0,0,1,2,0,1,2,3,0,1,5,7,23,95,626,209,79,30,1
Beta_1.6,u_314,1,57,53,317,160,6,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,2,7,4,1,1,1,1,3,0,2,0,4,3,0,0,0,2,1,3,1,2,1,0,2,0,0,0,3,2,0,1,0,2,4,4,6,1,5,2,1,1,9,13,96,608,267,83,34,0
Beta_1.6,u_315,4,51,48,315,159,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,2,2,1,0,0,1,0,3,2,3,6,1,0,0,1,0,5,0,0,3,1,2,0,3,4,1,1,1,2,3,5,1,3,5,2,0,2,1,4,6,21,93,674,277,71,18,0
Beta_1.6,u_316,9,59,39,281,172,5,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,3,1,0,2,2,6,3,4,2,1,1,3,3,5,1,4,3,4,2,5,2,8,25,93,657,256,58,11,1
Beta_1.6,u_317,3,69,50,297,164,8,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,4,3,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,2,0,1,0,2,0,1,2,0,1,5,3,0,5,4,7,8,5,20,94,664,251,74,27,1
Beta_1.6,u_318,3,72,41,280,171,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,2,3,1,1,0,1,0,2,1,0,1,1,2,2,2,0,0,1,2,0,0,1,0,1,1,2,4,3,1,1,0,1,1,1,0,1,2,0,3,8,20,85,646,277,65,30,2
Beta_1.6,u_319,6,56,57,295,170,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2,0,1,3,1,2,0,0,3,1,2,6,1,0,2,1,0,2,1,0,3,2,0,1,0,1,0,0,1,0,2,0,2,2,1,4,0,5,3,1,0,1,5,0,1,0,1,2,5,11,20,88,644,268,75,34,0
Beta_1.6,u_320,4,52,61,327,164,6,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,2,0,0,1,0,2,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,4,3,2,0,0,3,0,0,2,1,1,0,0,2,4,0,1,5,2,0,0,2,0,2,3,6,3,0,3,0,1,1,2,3,2,1,3,2,8,6,31,101,661,246,42,26,1
Beta_1.6,u_321,1,62,43,317,180,6,2,1,1,1,0,2,0,0,0,1,1,0,0,1,2,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,5,0,0,0,1,0,0,1,0,3,0,0,2,4,3,0,0,1,2,2,0,1,1,3,2,2,1,4,4,2,2,5,5,1,0,4,0,1,10,6,17,101,647,206,56,30,1
Beta_1.6,u_322,4,62,41,321,170,8,1,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,2,3,0,1,2,1,4,2,0,0,1,3,0,1,0,1,1,0,1,0,1,0,0,1,2,2,1,4,4,3,1,1,5,5,1,1,3,3,0,6,26,88,612,248,76,26,0
Beta_1.6,u_323,3,58,50,309,170,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2,2,1,1,3,0,0,0,2,1,0,1,0,2,1,2,2,1,4,3,2,0,2,0,2,3,0,0,0,1,1,0,3,3,0,1,4,3,10,23,102,617,222,67,40,0
Beta_1.6,u_324,3,57,50,332,164,8,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,8,3,1,1,1,1,2,3,0,1,4,0,1,2,1,2,2,0,3,2,1,1,0,0,2,2,1,0,1,1,2,3,4,1,3,3,5,0,2,4,8,15,88,622,254,81,31,4
Beta_1.6,u_325,3,56,51,308,159,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,2,3,0,0,1,0,1,3,3,6,4,0,0,0,1,0,4,1,1,4,3,0,1,3,1,2,1,3,2,2,3,4,3,2,1,1,0,3,6,8,23,95,665,272,81,18,1
Beta_1.6,u_326,8,58,42,291,176,6,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,2,3,0,0,0,0,1,2,0,0,0,1,1,1,0,0,1,1,1,1,2,3,1,7,3,4,1,0,2,3,3,4,2,5,5,1,2,4,3,4,26,96,644,254,48,22,1
Beta_1.6,u_327,3,66,52,304,161,7,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,5,5,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,1,0,0,1,2,2,1,0,0,1,3,6,2,3,5,6,7,8,27,89,665,256,66,29,1
