Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40
Beta_1.4,u_171,35,72,333,34,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,7,3,1,1,0,1,1,1,0,0,1,0,3,1,0,0,0,0,3,0,1,1,3,0,3,0,1,1,5,0,3,3,7,34,310,643,71,18
Beta_1.4,u_172,27,83,324,48,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,2,6,3,0,1,0,0,1,1,1,3,1,1,2,1,0,0,2,2,1,0,2,2,1,4,2,1,0,0,2,1,1,0,8,36,294,653,70,12
Beta_1.4,u_173,38,76,328,44,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,2,1,6,1,1,0,1,0,0,1,3,2,1,3,0,1,4,2,1,2,3,2,1,0,3,5,29,284,641,60,11
Beta_1.4,u_174,38,80,340,40,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,9,4,4,3,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,2,3,2,0,1,1,0,3,4,6,2,3,1,6,32,281,618,56,3
Beta_1.4,u_175,33,75,366,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,2,7,2,1,0,0,5,1,5,1,3,2,3,2,4,0,2,1,1,1,1,0,1,2,1,1,1,2,1,5,1,5,4,2,35,272,575,73,20
Beta_1.4,u_176,28,68,401,54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,0,0,0,0,2,7,1,4,0,0,1,1,0,3,2,0,2,0,0,0,4,3,6,5,0,4,3,2,2,6,1,2,1,1,1,0,2,8,31,281,547,92,6
Beta_1.4,u_177,24,75,402,48,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,4,0,2,1,0,3,1,3,0,0,1,4,1,1,1,1,0,0,2,3,2,1,2,1,0,0,6,6,6,2,4,3,13,42,272,555,95,10
Beta_1.4,u_178,19,61,421,50,0,0,0,1,2,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,2,0,0,1,2,1,0,2,3,0,0,2,1,0,0,2,2,4,3,1,0,1,5,4,2,0,1,0,0,5,3,1,8,30,273,561,84,21
Beta_1.4,u_179,18,61,416,43,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,2,1,1,1,1,2,0,0,0,0,0,0,2,2,3,1,0,1,3,1,0,0,2,3,0,1,4,3,5,2,2,3,9,35,273,575,108,15
Beta_1.4,u_180,32,51,385,41,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,1,1,0,2,1,1,0,0,1,2,0,0,0,0,1,0,0,3,1,2,3,0,0,1,0,2,0,0,1,3,5,2,0,2,3,0,1,10,25,262,638,88,18
Beta_1.4,u_181,36,54,345,53,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6,4,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,2,5,2,5,0,1,2,0,3,1,7,25,283,661,87,9
Beta_1.4,u_182,33,66,319,36,1,0,0,0,2,0,0,0,0,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,7,2,1,2,0,0,1,1,1,0,0,2,0,2,1,0,0,1,0,1,1,2,0,1,3,3,0,2,1,1,3,2,8,35,311,646,76,16
Beta_1.4,u_183,27,84,317,47,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,5,2,2,0,1,0,0,2,0,2,3,0,0,4,0,0,2,2,1,1,1,2,3,2,3,0,0,0,0,2,1,1,3,39,288,661,67,14
Beta_1.4,u_184,38,74,344,46,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,1,0,0,0,0,0,2,3,5,1,0,1,0,0,0,1,4,0,2,2,1,0,4,3,2,2,2,1,2,2,6,33,280,637,76,11
Beta_1.4,u_185,37,81,332,40,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,10,3,4,0,4,0,1,0,0,1,0,1,0,1,0,2,1,0,2,0,2,5,2,0,1,2,2,0,6,3,3,4,3,34,283,613,56,8
Beta_1.4,u_186,34,72,352,43,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,2,5,4,0,1,0,1,2,2,4,1,3,3,2,4,2,1,2,1,0,1,1,0,2,0,1,2,3,1,1,3,4,6,2,33,276,550,85,17
Beta_1.4,u_187,33,67,403,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1,0,0,0,0,0,1,8,0,1,4,0,2,0,0,0,3,3,0,1,0,0,2,1,4,7,3,2,2,3,2,4,3,2,1,1,0,2,1,5,28,290,544,94,7
Beta_1.4,u_188,24,75,425,50,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,3,2,2,0,1,1,2,0,2,3,0,1,0,4,2,0,1,0,2,0,1,4,2,0,3,0,2,1,2,8,6,2,7,7,44,287,550,97,8
Beta_1.4,u_189,21,61,425,52,0,0,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,2,0,0,0,3,2,0,1,1,2,0,0,1,1,0,1,0,1,3,5,1,3,1,5,2,0,1,1,1,1,6,2,5,32,271,557,85,25
Beta_1.4,u_190,14,62,404,44,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,2,0,1,0,1,3,0,0,0,0,0,1,0,1,3,2,1,0,1,3,1,0,1,2,3,0,1,0,3,6,3,2,7,36,262,570,117,12
Beta_1.4,u_191,35,45,380,40,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,1,0,0,1,0,2,0,0,2,5,3,1,0,3,3,2,6,31,260,640,92,21
Beta_1.4,u_192,34,61,353,42,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,5,4,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,2,1,1,6,4,0,1,1,2,2,8,26,275,662,92,14
Beta_1.4,u_193,34,64,328,53,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,2,7,1,2,0,2,0,1,0,1,1,1,0,1,0,2,1,0,0,0,1,2,2,0,2,1,1,2,1,0,3,3,4,1,28,299,649,83,15
Beta_1.4,u_194,26,92,330,39,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,5,1,4,0,1,0,0,1,2,1,2,2,1,0,3,2,1,1,0,5,1,2,1,1,1,3,0,0,0,1,1,3,4,40,285,653,60,14
Beta_1.4,u_195,37,76,334,43,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,0,1,0,0,0,0,3,2,1,3,2,0,1,0,0,0,3,1,0,5,0,0,1,5,2,5,1,2,1,2,8,37,286,637,60,9
Beta_1.4,u_196,39,78,368,40,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11,4,3,4,4,1,0,1,0,0,1,0,1,1,1,0,0,2,0,2,1,2,3,3,0,4,1,0,3,4,3,4,3,33,307,593,52,11
Beta_1.4,u_197,30,71,364,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,6,1,3,1,1,0,0,2,7,4,0,3,3,3,4,2,1,1,0,1,0,2,0,1,2,3,0,0,3,4,2,2,12,35,266,562,77,14
Beta_1.4,u_198,32,63,413,47,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,1,0,0,0,2,0,1,4,3,1,3,1,1,1,0,1,0,4,0,0,1,2,1,0,0,6,7,4,0,3,3,3,5,4,1,1,1,0,2,6,30,268,560,80,15
Beta_1.4,u_199,22,74,429,48,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,2,2,0,1,1,1,1,1,3,0,1,0,2,3,1,1,1,0,1,1,1,4,1,2,2,1,0,0,3,11,8,2,9,45,287,551,101,11
Beta_1.4,u_200,22,67,411,46,0,0,2,1,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,2,0,0,0,0,4,1,1,1,1,0,0,0,1,1,0,1,1,1,7,3,2,1,3,2,2,0,2,1,0,2,6,8,38,265,553,108,27
Beta_1.4,u_201,15,66,402,50,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0,1,0,4,2,0,0,1,0,0,0,1,0,4,1,0,1,1,3,2,2,1,2,1,1,0,1,6,5,3,6,27,253,601,96,14
Beta_1.4,u_202,36,49,382,46,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,1,1,1,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,1,0,1,1,2,1,5,1,1,3,3,4,5,32,240,654,107,20
Beta_1.4,u_203,34,61,346,40,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,4,5,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,1,1,1,1,7,5,0,2,1,2,5,23,269,670,86,13
Beta_1.4,u_204,30,61,345,54,0,0,0,2,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,7,0,3,0,0,0,3,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,4,0,0,2,2,1,1,4,2,1,5,29,305,658,75,10
Beta_1.4,u_205,27,85,334,44,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,5,1,0,5,0,1,0,0,3,1,1,3,1,0,0,1,5,1,4,0,2,2,1,0,1,1,2,0,0,0,2,2,4,26,289,662,61,8
Beta_1.4,u_206,35,73,329,41,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,1,0,1,0,0,3,1,1,0,3,3,1,0,0,0,1,3,0,1,4,1,1,1,2,6,2,2,2,4,8,38,292,641,59,6
Beta_1.4,u_207,39,71,352,36,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,8,4,2,2,8,2,1,1,0,0,0,1,0,2,1,1,0,0,1,3,1,1,1,3,7,2,0,0,1,4,1,5,7,27,286,592,49,9
Beta_1.4,u_208,30,68,386,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,0,0,1,6,0,3,0,2,0,0,0,3,5,3,4,1,3,10,0,1,2,1,0,1,0,1,1,4,1,1,0,2,3,3,1,6,40,279,541,73,11
Beta_1.4,u_209,33,59,419,44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,2,0,0,0,0,2,0,1,5,2,1,1,4,0,0,2,0,0,0,4,0,3,1,0,0,1,2,7,5,2,4,0,5,8,1,2,3,0,0,2,5,34,268,554,91,19
Beta_1.4,u_210,22,74,408,54,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,4,2,2,0,1,1,1,1,0,2,3,2,0,0,3,4,0,0,1,1,0,1,2,4,2,3,0,0,0,3,7,8,5,8,41,272,561,97,13
Beta_1.4,u_211,22,66,425,44,0,0,3,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,5,0,0,0,0,0,4,1,1,1,1,0,0,0,2,0,2,0,2,3,5,4,0,2,3,3,0,2,1,1,2,8,7,38,279,553,97,21
Beta_1.4,u_212,15,64,398,50,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,4,0,1,2,1,4,0,1,0,3,1,1,0,0,8,3,8,37,264,583,107,11
Beta_1.4,u_213,37,45,390,44,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,1,0,2,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,7,1,0,0,1,1,2,1,1,1,3,2,3,2,3,8,31,247,657,91,18
Beta_1.4,u_214,32,67,343,43,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,8,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,3,0,0,2,0,2,4,7,3,1,2,5,26,284,672,94,12
Beta_1.4,u_215,27,69,331,48,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,5,5,2,2,1,0,0,0,4,1,0,0,1,0,1,2,0,1,1,1,0,1,2,0,1,2,0,2,3,5,1,1,1,4,28,289,659,78,7
Beta_1.4,u_216,25,77,341,48,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,5,1,0,0,5,1,0,0,2,1,1,2,1,1,0,1,0,6,5,0,2,0,1,1,1,2,0,2,1,1,2,0,3,19,306,656,64,3
Beta_1.4,u_217,33,82,333,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,1,0,2,1,0,2,0,1,0,2,5,1,0,0,0,3,1,0,2,2,2,0,2,0,9,2,3,2,9,40,293,643,44,5
Beta_1.4,u_218,43,66,349,43,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,6,2,3,1,9,0,1,1,0,0,0,0,3,1,0,1,1,0,0,4,1,1,3,3,5,1,1,0,4,1,1,11,31,288,599,50,9
Beta_1.4,u_219,27,72,391,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,1,6,0,1,2,2,0,0,0,0,7,3,3,4,2,3,7,2,1,1,2,0,0,2,2,2,1,1,1,2,1,3,2,5,44,266,552,89,19
Beta_1.4,u_220,33,62,424,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,2,1,0,0,0,1,1,1,0,5,2,2,0,3,2,1,0,1,0,0,1,3,1,2,0,1,1,0,2,7,2,5,3,1,5,5,2,3,2,1,3,7,35,274,560,89,21
Beta_1.4,u_221,25,69,422,56,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,2,3,1,1,1,0,2,2,0,0,1,4,0,1,0,4,2,0,1,0,1,1,1,4,3,0,2,0,2,2,1,9,5,9,31,291,545,96,9
Beta_1.4,u_222,23,64,421,45,0,2,1,1,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,5,0,0,0,0,0,1,2,1,1,2,1,0,0,0,4,3,2,0,0,1,6,1,0,2,5,2,0,1,2,3,2,10,41,270,562,116,25
Beta_1.4,u_223,19,63,414,48,3,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,1,3,0,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,2,3,2,2,2,3,0,0,3,1,2,0,0,3,7,6,32,261,604,98,15
Beta_1.4,u_224,37,44,378,49,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,2,0,0,1,0,1,4,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,3,2,1,1,2,0,2,1,1,1,4,3,2,3,8,32,263,658,99,22
Beta_1.4,u_225,27,64,354,39,2,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,8,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,2,1,0,1,1,1,2,0,0,1,1,2,4,6,2,2,7,28,292,679,78,13
Beta_1.4,u_226,27,70,323,51,0,0,3,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,5,5,2,0,3,0,0,0,1,5,1,0,1,1,0,3,0,0,1,1,2,1,1,1,0,1,3,3,2,2,4,0,2,2,34,298,665,83,7
Beta_1.4,u_227,27,84,327,35,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,5,0,1,0,0,7,0,0,0,3,1,0,3,0,1,3,0,2,3,7,0,1,0,1,1,3,0,0,3,2,0,2,3,26,308,649,69,2
Beta_1.4,u_228,34,84,336,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0,0,2,1,0,1,0,0,1,1,1,0,1,7,0,0,1,1,2,0,0,4,0,2,2,1,2,10,2,3,7,26,290,622,64,4
Beta_1.4,u_229,42,72,347,38,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,4,1,5,1,6,1,1,1,1,0,0,1,0,3,0,1,0,0,1,0,3,3,2,1,2,7,0,0,2,2,3,7,36,287,596,55,11
Beta_1.4,u_230,26,74,386,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,1,0,0,0,7,0,0,3,1,1,0,0,1,1,5,1,6,1,1,8,2,1,0,2,2,2,1,1,0,4,0,1,1,1,1,4,6,26,282,553,88,13
Beta_1.4,u_231,33,58,418,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,0,1,0,0,0,2,0,2,1,5,0,4,0,1,4,1,0,0,1,0,1,1,4,2,1,1,0,0,0,4,5,1,6,0,1,8,2,2,4,3,3,8,39,300,544,94,18
Beta_1.4,u_232,23,73,419,52,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,1,5,1,2,1,0,3,1,1,1,0,4,2,0,0,3,3,1,1,0,1,1,2,2,2,4,2,3,0,0,1,7,4,11,30,280,573,92,11
Beta_1.4,u_233,24,62,434,47,1,2,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,3,0,0,0,0,1,0,3,2,0,1,2,0,1,5,1,1,1,0,0,4,2,1,1,4,6,2,0,2,3,0,11,36,278,550,98,24
Beta_1.4,u_234,19,66,403,48,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,1,3,2,2,0,2,3,0,0,3,3,1,0,1,6,7,30,259,604,104,19
Beta_1.4,u_235,37,45,374,41,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,0,1,0,0,2,4,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,2,2,0,1,2,0,5,6,1,7,28,255,655,78,20
Beta_1.4,u_236,29,63,338,43,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,6,3,0,0,1,2,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,1,0,2,0,1,1,1,4,2,5,2,8,36,288,681,83,11
Beta_1.4,u_237,27,74,323,47,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,6,5,2,0,2,1,1,0,0,1,3,2,0,0,0,1,3,0,1,0,0,3,1,1,0,3,2,0,5,2,0,2,0,5,32,283,673,82,8
Beta_1.4,u_238,31,79,339,36,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3,5,0,1,0,0,0,6,0,0,3,1,0,1,2,2,1,3,0,1,0,8,0,1,0,1,1,3,2,0,0,2,1,2,33,299,653,73,3
Beta_1.4,u_239,32,79,340,36,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0,6,3,0,0,3,0,0,2,2,0,3,2,4,0,9,3,4,35,281,640,56,2
Beta_1.4,u_240,41,72,355,44,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,2,4,3,2,5,3,2,1,0,1,0,1,0,1,4,0,1,0,1,0,3,1,2,2,1,0,8,1,1,4,1,3,38,274,604,55,11
Beta_1.4,u_241,23,79,376,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,7,0,0,2,4,0,0,1,0,0,5,2,1,6,1,4,4,2,1,2,4,1,0,2,0,1,4,0,2,0,2,2,4,23,271,551,95,7
Beta_1.4,u_242,30,59,420,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,1,0,0,0,0,2,0,1,2,4,1,3,1,1,4,1,1,0,0,2,0,2,2,3,2,1,0,0,0,2,7,1,1,4,1,6,3,5,3,7,0,9,32,308,540,84,12
Beta_1.4,u_243,20,69,436,53,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,3,3,3,0,1,1,2,1,0,2,1,3,0,1,0,4,2,1,2,0,3,1,0,2,5,3,2,0,0,0,4,8,2,44,274,562,91,14
Beta_1.4,u_244,20,61,423,48,2,1,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,3,0,2,0,0,0,0,1,0,4,1,1,0,3,2,1,2,2,0,1,0,1,3,1,2,3,6,2,2,1,1,3,6,40,282,549,100,25
Beta_1.4,u_245,20,64,397,47,1,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,2,0,3,2,1,2,0,2,1,2,4,1,1,2,4,6,29,259,622,100,23
Beta_1.4,u_246,41,41,388,38,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,0,1,0,0,1,5,2,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,2,1,1,4,1,1,0,3,0,1,3,5,1,2,31,249,675,76,16
Beta_1.4,u_247,32,60,340,43,2,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7,0,3,0,0,1,2,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,2,1,1,1,2,1,2,2,3,4,13,34,307,652,82,10
Beta_1.4,u_248,27,78,319,52,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,3,8,1,1,1,2,0,1,0,2,0,2,2,0,0,0,1,4,0,0,1,1,1,3,1,1,2,1,3,3,0,1,1,9,34,282,668,91,13
Beta_1.4,u_249,37,75,355,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,5,0,1,0,0,0,1,5,1,1,2,0,0,3,2,0,3,2,1,0,0,5,3,1,0,0,4,3,0,0,0,3,4,35,304,649,79,5
