Folder_name,File_name,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,B1_13,B1_14,B1_15,B1_16,B1_17,B1_18,B1_19,B1_20,B1_21,B1_22,B1_23,B1_24,B1_25,B1_26,B1_27,B1_28,B1_29,B1_30,B1_31,B1_32,B1_33,B1_34,B1_35,B1_36,B1_37,B1_38,B1_39,B1_40,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B2_26,B2_27,B2_28,B2_29,B2_30,B2_31,B2_32,B2_33,B2_34,B2_35,B2_36,B2_37,B2_38,B2_39,B2_40
Beta_1.4,u_092,21,66,376,53,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,1,1,3,0,0,3,2,1,0,1,0,0,0,0,0,3,0,1,0,0,3,1,3,0,2,1,0,3,3,0,1,4,6,1,2,2,1,1,8,33,253,595,123,21
Beta_1.4,u_093,32,53,365,41,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,1,0,1,5,2,0,0,0,0,5,1,0,1,0,0,0,1,0,0,1,0,0,0,3,2,3,0,2,0,2,1,4,0,3,1,4,6,29,260,645,89,11
Beta_1.4,u_094,29,67,337,36,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,4,4,0,1,1,0,1,1,2,0,2,0,2,0,5,4,3,1,29,287,649,96,16
Beta_1.4,u_095,29,65,320,45,0,1,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,4,1,0,1,2,0,4,0,1,0,1,1,0,2,0,0,2,0,1,2,1,1,0,1,1,1,6,4,2,1,3,1,6,27,290,643,100,10
Beta_1.4,u_096,39,78,335,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,5,2,2,1,2,0,0,0,1,3,0,0,0,3,4,1,5,0,0,1,2,1,2,1,1,0,1,1,1,2,1,3,7,32,292,656,56,5
Beta_1.4,u_097,33,86,333,40,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,7,2,1,1,0,1,0,0,0,2,3,3,1,0,2,1,0,0,0,1,3,0,1,0,3,3,3,5,1,3,3,2,5,33,294,604,58,11
Beta_1.4,u_098,39,77,341,39,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,6,5,1,1,4,2,1,1,2,2,2,0,0,1,0,0,1,0,2,1,2,2,3,2,1,3,3,1,2,0,3,1,4,45,290,582,65,15
Beta_1.4,u_099,30,85,366,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,7,3,0,1,1,0,1,0,2,2,2,3,1,6,2,3,1,1,2,1,3,3,2,1,2,1,2,1,0,2,1,4,6,34,274,538,82,16
Beta_1.4,u_100,25,79,409,61,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,1,1,1,0,2,0,0,0,3,7,1,0,1,2,0,1,3,1,2,2,2,1,1,2,0,2,2,0,2,2,4,3,2,5,2,4,2,1,4,4,4,5,37,272,561,83,17
Beta_1.4,u_101,20,70,421,54,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,3,1,2,1,0,3,3,2,2,0,0,0,0,5,1,0,2,1,4,0,3,1,0,4,3,2,1,2,1,1,5,6,6,40,274,551,116,10
Beta_1.4,u_102,26,60,398,47,1,0,2,2,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,2,2,0,0,0,1,2,1,0,1,1,2,0,2,0,3,3,4,1,2,1,0,1,2,4,5,0,3,3,1,5,1,9,39,283,536,112,22
Beta_1.4,u_103,22,63,382,50,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,3,0,0,1,7,0,0,1,0,0,0,0,0,1,2,0,2,0,1,0,3,3,0,1,1,1,3,0,3,1,4,2,3,4,2,1,3,33,258,604,110,17
Beta_1.4,u_104,32,55,366,40,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,5,3,0,0,0,1,0,1,4,1,0,0,0,0,1,0,1,0,0,0,1,4,2,0,3,0,0,3,2,4,1,3,3,7,33,270,649,81,9
Beta_1.4,u_105,34,59,331,41,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,2,2,5,1,1,1,0,2,0,1,2,2,2,1,5,1,7,34,287,670,75,15
Beta_1.4,u_106,26,68,317,38,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,1,5,1,0,0,1,2,3,1,0,2,0,1,0,0,2,1,0,2,1,1,1,0,0,2,2,3,2,1,5,5,1,1,5,24,301,652,101,9
Beta_1.4,u_107,34,78,328,50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,5,0,2,3,0,2,0,0,3,0,1,1,0,3,1,4,1,3,1,2,2,2,1,0,1,2,1,1,1,1,1,1,6,31,292,640,71,3
Beta_1.4,u_108,32,83,331,36,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,1,2,0,1,0,0,1,1,0,2,2,2,1,2,0,1,0,2,1,0,2,1,0,1,3,3,6,4,1,3,1,3,39,297,603,64,12
Beta_1.4,u_109,37,76,338,40,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,3,6,2,4,3,2,1,2,0,3,0,2,1,0,0,1,0,1,2,0,0,1,2,2,2,4,2,3,1,2,1,2,4,7,35,289,575,62,12
Beta_1.4,u_110,31,82,375,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,0,1,7,2,1,0,2,0,2,2,0,0,2,4,3,3,3,1,2,1,0,5,1,8,2,0,0,2,1,0,2,0,2,1,5,47,258,555,91,12
Beta_1.4,u_111,27,77,399,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,2,0,1,0,2,0,0,0,2,9,1,0,0,2,1,0,1,5,1,3,1,0,1,2,0,2,2,1,0,2,2,4,3,2,5,5,2,2,3,2,8,6,32,272,560,81,18
Beta_1.4,u_112,19,71,429,53,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,4,1,0,2,1,2,2,1,2,1,0,0,0,2,2,2,2,0,5,1,1,1,2,2,3,2,0,4,2,1,2,6,8,43,282,532,114,9
Beta_1.4,u_113,23,56,407,34,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,5,1,0,0,1,2,0,1,3,0,3,2,2,3,1,1,0,3,4,4,0,2,6,2,3,5,38,284,533,122,23
Beta_1.4,u_114,22,66,388,42,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,3,0,0,1,2,5,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,4,2,0,1,0,1,4,0,1,3,4,0,7,2,1,2,31,254,605,101,13
Beta_1.4,u_115,33,58,357,39,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,1,0,2,1,0,3,0,0,3,1,1,1,4,4,2,1,5,35,270,657,95,11
Beta_1.4,u_116,33,68,337,49,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,2,7,1,0,1,1,0,0,1,0,0,0,0,0,2,0,1,1,2,0,3,3,2,0,1,2,1,1,2,2,1,1,5,5,29,287,652,85,14
Beta_1.4,u_117,31,68,312,43,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,3,6,0,1,0,1,2,2,2,2,1,0,0,1,0,1,3,0,1,1,1,0,1,0,2,4,0,2,1,2,2,6,2,3,32,288,659,91,11
Beta_1.4,u_118,33,75,334,48,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,5,0,0,2,3,2,0,1,1,0,1,0,2,1,1,3,2,4,1,3,1,1,0,2,0,2,2,2,1,1,1,1,2,36,312,620,78,7
Beta_1.4,u_119,35,82,335,41,0,0,0,2,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,2,3,0,0,1,0,1,1,0,0,2,2,2,1,2,0,1,2,0,0,2,0,1,0,3,2,6,4,2,3,1,8,30,296,592,68,6
Beta_1.4,u_120,40,79,340,42,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,8,0,2,4,2,2,1,1,2,2,1,3,0,0,1,1,1,0,1,1,0,1,1,4,3,3,3,2,2,1,3,3,8,35,266,585,63,14
Beta_1.4,u_121,33,77,371,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,2,0,0,2,6,3,0,1,2,1,0,2,2,0,0,1,4,4,3,3,2,1,2,2,5,2,5,1,2,0,1,1,0,3,0,2,1,43,254,547,78,11
Beta_1.4,u_122,26,81,401,57,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,2,6,4,0,0,2,0,1,1,4,3,1,1,1,0,3,1,0,2,5,0,0,0,2,3,6,3,4,3,4,1,4,8,7,31,287,561,83,20
Beta_1.4,u_123,19,70,415,46,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,4,3,0,1,1,1,2,2,0,5,0,0,0,1,3,1,1,2,0,4,2,1,3,1,1,3,1,0,5,3,2,1,11,45,285,537,108,14
Beta_1.4,u_124,24,59,404,36,1,1,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,5,0,1,0,2,1,0,0,3,2,1,3,6,0,3,0,2,4,1,3,1,6,3,2,5,33,278,552,106,23
Beta_1.4,u_125,24,61,384,46,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,2,0,0,1,2,0,3,2,0,1,0,0,0,1,0,1,0,0,1,1,1,0,3,2,1,2,1,1,2,0,2,2,5,2,6,1,6,28,259,608,103,11
Beta_1.4,u_126,32,57,365,42,0,0,0,3,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,5,3,0,0,0,1,0,0,0,1,0,2,2,2,0,1,0,1,1,2,0,0,1,3,0,0,2,1,2,2,6,1,3,5,35,264,667,89,14
Beta_1.4,u_127,34,64,341,43,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,8,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,1,2,2,4,1,3,1,1,1,2,0,5,11,33,279,664,87,10
Beta_1.4,u_128,28,68,322,45,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,3,6,0,1,0,0,1,1,5,0,0,1,0,0,2,3,0,1,1,3,0,0,0,1,4,0,2,0,3,2,1,2,3,9,32,290,654,86,9
Beta_1.4,u_129,36,83,337,39,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,0,2,5,2,0,1,0,0,2,1,1,1,1,3,3,2,2,0,4,0,0,1,4,1,1,3,1,1,1,6,28,303,628,62,11
Beta_1.4,u_130,36,80,325,40,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,8,2,3,1,0,0,2,0,0,1,0,1,1,0,2,5,1,0,2,0,1,0,2,1,1,1,4,1,5,4,2,4,4,30,283,600,67,4
Beta_1.4,u_131,39,75,348,38,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,4,7,2,0,2,5,3,1,3,2,2,1,3,2,0,0,2,1,0,1,0,1,2,1,1,0,3,7,3,1,1,3,2,8,26,285,581,64,12
Beta_1.4,u_132,32,77,389,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,2,0,0,2,5,4,0,0,1,2,0,1,0,3,2,0,1,2,6,5,2,1,1,5,3,1,5,3,0,0,2,2,0,0,2,1,4,40,270,557,83,11
Beta_1.4,u_133,29,74,396,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,2,0,0,1,0,2,0,0,0,0,2,6,1,3,0,0,2,1,1,0,7,1,1,0,1,0,3,1,1,1,1,3,0,0,3,3,9,6,1,2,3,5,4,11,27,291,546,81,18
Beta_1.4,u_134,20,72,410,42,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,2,3,1,1,1,0,2,1,2,0,4,1,0,1,1,4,0,0,1,3,5,2,1,0,1,1,3,2,3,2,4,0,5,43,289,553,97,15
Beta_1.4,u_135,25,52,412,42,1,1,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,4,0,1,1,1,1,0,2,2,3,1,1,5,1,2,2,2,3,0,2,3,9,1,6,36,288,535,110,24
Beta_1.4,u_136,25,61,397,45,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0,1,1,1,0,1,3,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,4,1,1,1,1,4,0,2,4,3,1,6,6,31,255,629,85,11
Beta_1.4,u_137,32,57,373,44,0,0,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,1,1,0,4,2,0,2,1,0,0,1,2,0,0,2,3,1,1,1,5,2,7,31,261,647,99,14
Beta_1.4,u_138,33,61,325,42,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,9,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,1,0,1,1,0,2,1,2,1,7,3,0,1,1,2,4,9,26,284,663,100,12
Beta_1.4,u_139,31,75,319,54,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,3,6,0,1,0,0,1,2,1,5,0,0,1,1,1,1,1,2,0,1,2,0,1,3,0,1,0,2,2,2,2,1,3,4,36,311,636,90,11
Beta_1.4,u_140,33,82,347,32,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,6,0,1,0,0,3,0,0,1,2,3,0,4,2,2,1,3,0,0,3,2,2,1,4,0,1,3,28,304,634,67,9
Beta_1.4,u_141,37,83,331,45,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,6,4,1,3,1,1,0,1,0,0,1,1,0,1,0,2,6,1,1,0,0,0,3,0,1,3,2,2,3,6,4,5,3,31,274,626,61,4
Beta_1.4,u_142,34,75,350,36,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,4,7,0,2,1,1,6,3,1,1,4,2,0,3,1,1,0,0,1,2,0,2,1,1,0,1,2,3,9,0,4,0,3,7,30,278,575,73,10
Beta_1.4,u_143,28,78,383,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,1,2,4,5,0,0,0,1,2,0,1,2,1,2,1,1,1,8,3,0,2,2,5,2,2,4,1,1,1,0,2,0,0,3,7,41,268,553,89,8
Beta_1.4,u_144,30,63,402,51,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,2,0,0,1,0,0,2,0,0,0,1,2,4,2,2,1,0,2,1,0,3,3,3,0,1,0,0,3,2,0,1,0,1,1,2,2,2,5,6,3,0,3,7,2,9,37,284,557,78,12
Beta_1.4,u_145,20,66,418,36,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,2,2,2,1,1,0,1,1,1,2,1,0,4,1,2,0,2,0,1,2,5,3,1,0,0,1,2,3,3,3,2,4,6,30,285,541,90,19
Beta_1.4,u_146,25,54,410,41,2,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,1,4,0,0,3,0,0,2,3,1,3,0,2,0,4,3,3,1,2,0,5,7,2,6,36,295,543,105,14
Beta_1.4,u_147,25,58,396,48,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,2,1,2,0,0,1,1,1,1,0,0,1,1,4,0,0,1,0,0,1,1,0,1,0,0,0,1,2,3,2,0,3,0,2,4,1,4,0,2,5,39,250,635,85,10
Beta_1.4,u_148,32,60,349,44,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,2,0,1,1,0,0,2,0,3,2,1,1,0,4,5,7,34,272,637,107,17
Beta_1.4,u_149,36,59,331,39,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,3,7,4,0,1,0,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,2,1,1,2,1,1,3,4,2,1,2,4,9,27,311,635,88,11
Beta_1.4,u_150,33,76,336,40,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,9,0,0,1,0,0,2,1,3,4,1,0,2,1,0,3,0,1,0,1,2,2,1,0,0,2,2,1,2,1,2,2,4,32,302,650,79,13
Beta_1.4,u_151,34,79,327,39,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,3,4,0,1,1,1,1,0,1,0,4,1,0,3,4,1,1,3,1,1,3,1,2,1,3,0,2,30,316,619,66,9
Beta_1.4,u_152,41,89,328,40,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,10,3,1,3,1,1,0,0,1,0,0,1,1,0,0,1,2,5,0,1,1,0,0,1,4,1,2,4,1,5,5,3,8,40,263,629,55,3
Beta_1.4,u_153,34,78,344,34,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,0,2,8,1,0,2,2,1,8,2,0,1,3,1,3,1,0,1,0,1,1,3,0,0,1,2,2,0,1,6,8,1,1,1,5,41,267,573,75,11
Beta_1.4,u_154,29,76,381,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,2,0,0,1,2,4,3,2,0,0,0,2,1,3,0,1,0,2,2,2,2,4,7,2,0,2,4,3,3,2,1,1,0,0,1,2,0,8,37,274,540,94,11
Beta_1.4,u_155,29,62,409,50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,4,3,3,0,2,2,0,2,2,0,1,4,2,1,0,1,0,2,2,0,1,1,1,1,3,2,2,6,8,4,1,4,3,9,32,281,554,77,8
Beta_1.4,u_156,24,56,437,40,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,4,0,2,0,2,2,0,3,0,2,1,3,2,0,2,2,1,0,2,4,3,1,0,1,1,4,2,1,2,3,5,34,290,559,96,14
Beta_1.4,u_157,20,64,415,53,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,2,4,0,0,1,0,0,0,0,0,0,0,5,0,1,2,2,3,1,1,0,3,0,1,1,5,3,2,3,1,0,7,5,6,32,275,554,99,15
Beta_1.4,u_158,30,55,383,42,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,2,1,1,0,1,1,1,0,1,0,0,1,1,0,3,0,1,0,0,2,0,0,1,0,1,0,1,0,6,0,2,1,1,4,3,0,3,2,5,33,237,649,91,12
Beta_1.4,u_159,32,57,353,39,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,6,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,3,1,0,1,0,0,6,0,0,2,1,1,1,4,11,26,280,658,87,17
Beta_1.4,u_160,36,63,314,42,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,7,3,2,0,2,1,1,0,0,0,1,0,0,2,0,0,0,1,0,1,1,2,1,3,0,1,1,3,3,6,1,2,7,38,303,661,83,15
Beta_1.4,u_161,28,79,316,46,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,9,0,0,1,0,0,2,1,1,3,3,2,0,1,2,1,1,1,0,2,0,3,1,1,1,1,1,2,1,1,0,2,6,33,298,649,77,12
Beta_1.4,u_162,39,78,336,39,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,1,2,3,1,2,0,2,0,0,0,1,4,0,2,1,3,2,2,3,1,2,2,1,3,1,2,6,31,292,640,69,9
Beta_1.4,u_163,42,83,336,45,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,11,0,4,4,0,0,1,0,0,1,0,0,1,1,0,0,2,1,4,3,1,0,0,2,1,1,2,5,5,2,2,5,10,37,268,624,61,1
Beta_1.4,u_164,31,81,344,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,2,8,1,0,0,3,1,3,5,3,0,2,2,2,2,1,0,2,1,1,0,1,1,1,3,1,0,0,5,4,6,1,1,8,29,269,577,72,12
Beta_1.4,u_165,26,80,387,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,2,0,0,0,0,1,6,1,4,0,0,0,0,5,0,1,0,1,1,1,2,2,3,8,3,2,0,3,3,4,3,2,0,1,1,0,1,3,8,26,278,549,93,6
Beta_1.4,u_166,28,65,418,49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,0,1,0,0,4,3,0,3,1,1,2,3,2,0,0,3,3,2,1,0,0,0,2,2,0,1,3,2,0,2,2,2,8,6,5,0,3,11,42,270,569,83,8
Beta_1.4,u_167,22,60,416,44,0,0,0,0,1,2,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,2,0,0,4,1,0,1,2,1,0,4,1,0,0,3,3,2,3,1,0,1,3,3,2,2,2,0,0,4,2,2,4,7,33,290,570,97,21
Beta_1.4,u_168,19,64,407,52,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,4,1,1,0,1,0,0,0,0,0,0,0,4,2,3,0,0,4,1,0,0,3,1,2,0,4,4,3,5,0,4,6,5,30,275,562,107,15
Beta_1.4,u_169,32,51,379,38,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0,2,1,1,0,1,0,1,0,0,2,0,0,3,0,1,2,2,0,0,1,2,0,0,0,1,5,0,3,1,2,3,1,0,3,6,33,260,635,95,18
Beta_1.4,u_170,39,49,351,48,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,8,2,0,1,2,0,0,0,0,1,1,0,1,0,1,0,0,1,1,3,0,1,3,0,2,5,3,0,0,1,4,0,1,12,27,274,665,100,14
